month,property_type,sales_volume,total_revenue,median_price
2016-04-01,T,16889,3630688992.0,165000.0
2016-05-01,D,16104,5759824097.0,295000.0
2016-05-01,F,12905,3731418222.0,201900.0
2016-05-01,O,2032,2257215401.0,285000.0
2016-05-01,S,17899,4126702688.0,185000.0
2016-05-01,T,19306,4308710194.0,169950.0
2016-06-01,D,20702,7749360904.0,307000.0
2016-06-01,F,16243,4781784058.0,210000.0
2016-06-01,O,2805,3063085529.0,239220.0
2016-06-01,S,21711,5173233635.0,189995.0
2016-06-01,T,23287,5275298272.0,170000.0
2016-07-01,D,20955,8066490787.0,310000.0
2016-07-01,F,16714,4700848304.0,205000.0
2016-07-01,O,2842,2519928241.0,203853.0
2016-07-01,S,23070,5554532534.0,189950.0
2016-07-01,T,24606,5744650345.0,172500.0
2016-08-01,D,21890,8487681375.0,315000.0
2016-08-01,F,17718,4713795012.0,200000.0
2016-08-01,O,3506,2671090218.0,173350.0
2016-08-01,S,23425,5680198549.0,194000.0
2016-08-01,T,25146,5861326612.0,175000.0
2016-09-01,D,20655,8121861662.0,315000.0
2016-09-01,F,16447,4613983363.0,198000.0
2016-09-01,O,5637,5473584507.0,180000.0
2016-09-01,S,23042,5544085615.0,190000.0
2016-09-01,T,23384,5357615933.0,171000.0
2016-10-01,D,19040,7364999936.0,313745.0
2016-10-01,F,15679,4601799771.0,210000.0
2016-10-01,O,5459,5057736574.0,204000.0
2016-10-01,S,21445,5081301624.0,187000.0
2016-10-01,T,22169,4951433076.0,169000.0
2016-11-01,D,19939,7689892348.0,310000.0
2016-11-01,F,16277,4646450973.0,202000.0
2016-11-01,O,6198,5894587464.0,177300.0
2016-11-01,S,22358,5300219923.0,189950.0
2016-11-01,T,23050,5185901249.0,168000.0
2016-12-01,D,21672,8293683412.0,310000.0
2016-12-01,F,17379,5382347365.0,210000.0
2016-12-01,O,5862,6642541049.0,230000.0
2016-12-01,S,23811,5688279644.0,190000.0
2016-12-01,T,24713,5770702369.0,170000.0
2017-01-01,D,14561,5841980819.0,320000.0
2017-01-01,F,12908,3814216002.0,201997.0
2017-01-01,O,4816,4364796486.0,210000.0
2017-01-01,S,16942,4167845255.0,194000.0
2017-01-01,T,18448,4303880582.0,169000.0
2017-02-01,D,14811,5835196600.0,316175.0
2017-02-01,F,13609,3923445147.0,200000.0
2017-02-01,O,4328,4190698661.0,235000.0
2017-02-01,S,17360,4187992794.0,191000.0
2017-02-01,T,18870,4318486134.0,168000.0
2017-03-01,D,16833,6595507326.0,310000.0
2017-03-01,F,14569,4208626190.0,199501.0
2017-03-01,O,5496,5958439097.0,248750.0
2017-03-01,S,20743,5018144590.0,189000.0
2017-03-01,T,22544,5083594471.0,165000.0
2017-04-01,D,14470,5854628985.0,319995.0
2017-04-01,F,10762,3213666368.0,200000.0
2017-04-01,O,3811,4181267981.0,250000.0
2017-04-01,S,16999,4121558158.0,190500.0
2017-04-01,T,18395,4390932342.0,165000.0
2017-05-01,D,14199,5570641239.0,310000.0
2017-05-01,F,9865,2783328553.0,199000.0
2017-05-01,O,3490,3753743189.0,240000.0
2017-05-01,S,17506,4271659639.0,192000.0
2017-05-01,T,18862,4246980967.0,167000.0
2017-06-01,D,6938,2762349794.0,320000.0
2017-06-01,F,4259,1213400308.0,195000.0
2017-06-01,O,1532,976261882.0,205000.0
2017-06-01,S,8308,2086484329.0,197000.0
2017-06-01,T,8864,2103143301.0,170000.0
