month,property_type,sales_volume,total_revenue,median_price
2006-05-01,S,29689,5342172175.0,158950.0
2006-05-01,T,34468,5455492890.0,132500.0
2006-06-01,D,26372,7976615341.0,249950.0
2006-06-01,F,26803,4948833252.0,152000.0
2006-06-01,O,1,58500.0,58500.0
2006-06-01,S,34583,6336482697.0,160000.0
2006-06-01,T,40347,6562109496.0,136000.0
2006-07-01,D,25555,8079104653.0,250000.0
2006-07-01,F,23263,4362730484.0,155000.0
2006-07-01,O,1,57500.0,57500.0
2006-07-01,S,33120,6289372981.0,164500.0
2006-07-01,T,37219,6265442642.0,139000.0
2006-08-01,D,27784,8972313218.0,264950.0
2006-08-01,F,24248,4584307803.0,155000.0
2006-08-01,O,1,138000.0,138000.0
2006-08-01,S,34526,6644578618.0,167000.0
2006-08-01,T,39164,6597403989.0,140000.0
2006-09-01,D,25728,8212473757.0,255000.0
2006-09-01,F,24199,4534268804.0,155000.0
2006-09-01,O,3,1679500.0,132000.0
2006-09-01,S,33089,6249829041.0,164000.0
2006-09-01,T,37711,6317433780.0,139000.0
2006-10-01,D,25121,7873642234.0,250000.0
2006-10-01,F,23272,4371369355.0,155000.0
2006-10-01,O,4,673000.0,113000.0
2006-10-01,S,32515,6127629606.0,164995.0
2006-10-01,T,36945,6085489993.0,139000.0
2006-11-01,D,25206,8001100648.0,250000.0
2006-11-01,F,24485,4602638178.0,155000.0
2006-11-01,O,3,418500.0,65000.0
2006-11-01,S,32811,6152390016.0,164000.0
2006-11-01,T,37367,6093392761.0,138000.0
2006-12-01,D,25979,8050612226.0,250000.0
2006-12-01,F,27820,5251496841.0,155000.0
2006-12-01,O,2,7144962.0,3572481.0
2006-12-01,S,34183,6447550326.0,165000.0
2006-12-01,T,38971,6531688888.0,142000.0
2007-01-01,D,17694,5795492134.0,262725.0
2007-01-01,F,19701,3861524547.0,158350.0
2007-01-01,S,24198,4640465112.0,165000.0
2007-01-01,T,28929,4973323863.0,139995.0
2007-02-01,D,17390,5563020320.0,259995.0
2007-02-01,F,19217,3704360743.0,156500.0
2007-02-01,O,1,25000.0,25000.0
2007-02-01,S,24385,4630054249.0,164150.0
2007-02-01,T,28469,4761612283.0,139000.0
2007-03-01,D,21200,6875542245.0,257000.0
2007-03-01,F,23967,4653689979.0,156500.0
2007-03-01,O,3,414250.0,129250.0
2007-03-01,S,29287,5514107717.0,163000.0
2007-03-01,T,35302,5903400814.0,138000.0
2007-04-01,D,19558,6347072003.0,263000.0
2007-04-01,F,20529,4077475588.0,159950.0
2007-04-01,O,3,245200.0,98000.0
2007-04-01,S,26858,5159052437.0,165000.0
2007-04-01,T,31512,5425498493.0,140975.0
2007-05-01,D,22363,7369851735.0,269000.0
2007-05-01,F,23929,4782931443.0,164000.0
2007-05-01,O,4,251167.0,28333.5
2007-05-01,S,30495,5942560854.0,168000.0
2007-05-01,T,34659,5978110788.0,143750.0
2007-06-01,D,25478,8405464826.0,269950.0
2007-06-01,F,28639,5636609969.0,162500.0
2007-06-01,O,2,337000.0,168500.0
2007-06-01,S,33994,6698437822.0,170000.0
2007-06-01,T,39512,6986798116.0,147000.0
2007-07-01,D,24890,8649140651.0,277500.0
2007-07-01,F,25171,5145383835.0,164000.0
2007-07-01,O,6,1159700.0,148650.0
2007-07-01,S,32935,6779781775.0,174950.0
2007-07-01,T,37535,6976311573.0,148230.0
2007-08-01,D,27452,9562390191.0,283000.0
2007-08-01,F,25940,5286663993.0,165000.0
2007-08-01,O,4,85500.0,17250.0
2007-08-01,S,35563,7369128188.0,175000.0
2007-08-01,T,39585,7258783493.0,149950.0
2007-09-01,D,20559,7305325920.0,285000.0
2007-09-01,F,22120,4566769936.0,165000.0
2007-09-01,O,2,25918.0,12959.0
2007-09-01,S,27386,5601752566.0,173000.0
2007-09-01,T,31319,5687770156.0,148500.0
2007-10-01,D,21363,7486784855.0,280000.0
2007-10-01,F,24175,4832606540.0,165000.0
2007-10-01,O,1,4000.0,4000.0
2007-10-01,S,28383,5750748311.0,174500.0
2007-10-01,T,32285,5799094864.0,148500.0
2007-11-01,D,20830,7043671961.0,277000.0
2007-11-01,F,22918,4527230792.0,164000.0
2007-11-01,O,6,314200.0,65800.0
2007-11-01,S,28725,5734368252.0,170000.0
2007-11-01,T,31955,5676472157.0,145950.0
2007-12-01,D,16593,5532290842.0,272950.0
2007-12-01,F,20519,4002093566.0,159950.0
2007-12-01,O,6,1826000.0,370500.0
2007-12-01,S,21867,4327459995.0,172000.0
2007-12-01,T,25550,4475353805.0,149995.0
2008-01-01,D,11200,3909179706.0,277000.0
2008-01-01,F,14179,2878854896.0,161000.0
2008-01-01,O,2,159150.0,79575.0
2008-01-01,S,15560,3133045265.0,170000.0
2008-01-01,T,18783,3375551581.0,144000.0
2008-02-01,D,11439,3881816219.0,270000.0
2008-02-01,F,14949,2974976525.0,160000.0
2008-02-01,O,4,1774000.0,9500.0
2008-02-01,S,16938,3331440561.0,167000.0
2008-02-01,T,20365,3495170228.0,140000.0
2008-03-01,D,11452,3895620858.0,270000.0
2008-03-01,F,14172,2788021295.0,160000.0
2008-03-01,O,4,520220.0,115000.0
2008-03-01,S,15699,3069518784.0,166500.0
2008-03-01,T,18916,3270186196.0,142181.0
2008-04-01,D,12426,4266987671.0,272250.0
2008-04-01,F,14830,2983651374.0,160000.0
2008-04-01,O,1,140227.0,140227.0
2008-04-01,S,17180,3364138195.0,166500.0
2008-04-01,T,20368,3554106066.0,141000.0
2008-05-01,D,13186,4440068501.0,269950.0
2008-05-01,F,14792,3016190804.0,162500.0
2008-05-01,O,1,20000.0,20000.0
2008-05-01,S,18383,3627988673.0,168000.0
2008-05-01,T,20901,3668835511.0,143000.0
2008-06-01,D,12092,4042323874.0,265000.0
2008-06-01,F,14339,2907944452.0,159000.0
2008-06-01,O,3,487225.0,23275.0
2008-06-01,S,16013,3144506294.0,168000.0
2008-06-01,T,18542,3282799656.0,145000.0
2008-07-01,D,11522,4050625214.0,275000.0
2008-07-01,F,11972,2393480486.0,160000.0
2008-07-01,O,1,322500.0,322500.0
2008-07-01,S,14858,2984597987.0,167500.0
2008-07-01,T,16189,2976043990.0,140000.0
2008-08-01,D,11040,3813365701.0,266225.0
2008-08-01,F,10373,2060761587.0,157950.0
2008-08-01,O,2,63189.0,31594.5
2008-08-01,S,13915,2738472324.0,165000.0
2008-08-01,T,14576,2545290903.0,140000.0
2008-09-01,D,9277,3160375579.0,256500.0
2008-09-01,F,9386,1829178686.0,150000.0
2008-09-01,O,1,25000.0,25000.0
2008-09-01,S,11633,2209505670.0,160000.0
2008-09-01,T,12928,2241010298.0,137500.0
2008-10-01,D,10142,3332885198.0,250000.0
2008-10-01,F,9667,1797561728.0,146333.0
2008-10-01,O,1,4958.0,4958.0
2008-10-01,S,13018,2441719893.0,158000.0
2008-10-01,T,13937,2253501175.0,132500.0
2008-11-01,D,8280,2569229495.0,249000.0
2008-11-01,F,7824,1449812583.0,143502.0
2008-11-01,O,2,67233.0,33616.5
2008-11-01,S,10422,1848359096.0,155000.0
2008-11-01,T,11239,1794538685.0,130000.0
2008-12-01,D,8957,2712259859.0,243000.0
2008-12-01,F,9349,1618315774.0,140000.0
2008-12-01,O,2,256800.0,128400.0
2008-12-01,S,11118,1986627049.0,155000.0
2008-12-01,T,12142,1923950538.0,134000.0
2009-01-01,D,6164,1964953159.0,249018.5
2009-01-01,F,5519,1005682232.0,140000.0
2009-01-01,O,1,276000.0,276000.0
2009-01-01,S,7628,1364372711.0,152000.0
2009-01-01,T,8195,1284682097.0,128000.0
2009-02-01,D,6256,1840225213.0,238000.0
2009-02-01,F,5781,1033539327.0,141000.0
2009-02-01,O,1,247532.0,247532.0
2009-02-01,S,7909,1394268622.0,150000.0
2009-02-01,T,8462,1341868668.0,130000.0
2009-03-01,D,7983,2328606477.0,235000.0
2009-03-01,F,7733,1366657475.0,137500.0
2009-03-01,O,1,19000.0,19000.0
2009-03-01,S,10508,1812300270.0,148000.0
2009-03-01,T,11211,1725706494.0,127000.0
2009-04-01,D,9626,2804606595.0,240000.0
2009-04-01,F,7602,1401262396.0,140000.0
2009-04-01,S,11737,2034566010.0,150000.0
2009-04-01,T,12004,1928279653.0,130000.0
2009-05-01,D,10995,3220478440.0,240000.0
2009-05-01,F,8493,1587437278.0,145000.0
2009-05-01,O,2,114990.0,57495.0
2009-05-01,S,13768,2435340017.0,153000.0
2009-05-01,T,13519,2213623813.0,135000.0
2009-06-01,D,12704,3797079444.0,242000.0
2009-06-01,F,10517,2005752820.0,145000.0
2009-06-01,O,1,650000.0,650000.0
2009-06-01,S,15531,2770899127.0,155000.0
2009-06-01,T,15558,2631791013.0,139000.0
2009-07-01,D,15844,4996017342.0,249995.0
2009-07-01,F,11133,2211966623.0,150000.0
2009-07-01,O,3,255433.0,50312.0
2009-07-01,S,18712,3519210404.0,160000.0
2009-07-01,T,18259,3284692623.0,140355.0
2009-08-01,D,15135,4850939034.0,250000.0
2009-08-01,F,10123,2050370210.0,155000.0
2009-08-01,O,18,1679472.0,93092.0
2009-08-01,S,17166,3329770188.0,162500.0
2009-08-01,T,16660,3020836102.0,144950.0
2009-09-01,D,14684,4725560217.0,250000.0
2009-09-01,F,11131,2312718846.0,155000.0
2009-09-01,O,4,118175.0,11450.0
2009-09-01,S,16799,3266050959.0,165000.0
2009-09-01,T,16641,3061553325.0,145000.0
2009-10-01,D,16528,5287611261.0,250000.0
2009-10-01,F,11929,2441750256.0,155000.0
2009-10-01,O,3,148080.0,23080.0
2009-10-01,S,19268,3701512468.0,162500.0
2009-10-01,T,18855,3377559390.0,145000.0
2009-11-01,D,15116,4875155664.0,250000.0
2009-11-01,F,11634,2362560229.0,155000.0
2009-11-01,S,17642,3418872683.0,165000.0
2009-11-01,T,17523,3146492946.0,147000.0
2009-12-01,D,17912,5433929006.0,245000.0
2009-12-01,F,15532,3018985825.0,154950.0
2009-12-01,O,2,12000.0,6000.0
2009-12-01,S,22982,4305697565.0,161000.0
2009-12-01,T,23015,4140323822.0,150000.0
2010-01-01,D,8609,3046533464.0,282500.0
2010-01-01,F,7547,1754114391.0,175000.0
2010-01-01,O,2,415000.0,207500.0
2010-01-01,S,9665,2054833317.0,178200.0
2010-01-01,T,10503,2131260736.0,142950.0
2010-02-01,D,10066,3382274602.0,265000.0
2010-02-01,F,8559,1795816629.0,159950.0
2010-02-01,S,11842,2383479567.0,168000.0
2010-02-01,T,12515,2344934786.0,145000.0
2010-03-01,D,11946,3964147482.0,260000.0
2010-03-01,F,10546,2197172438.0,156500.0
2010-03-01,O,2,1172065.0,586032.5
2010-03-01,S,14433,2828066299.0,164995.0
2010-03-01,T,15234,2844826663.0,142500.0
2010-04-01,D,12507,4104774735.0,250000.0
2010-04-01,F,10034,2191562110.0,162000.0
2010-04-01,O,2,22000.0,11000.0
2010-04-01,S,14851,2916676690.0,165000.0
2010-04-01,T,15511,2889774686.0,145000.0
2010-05-01,D,12401,4056952855.0,250000.0
2010-05-01,F,10250,2187016170.0,164000.0
2010-05-01,O,5,173250.0,39250.0
2010-05-01,S,15016,2983740472.0,167000.0
2010-05-01,T,15136,2784566725.0,147241.5
2010-06-01,D,15405,5155279624.0,264500.0
2010-06-01,F,12238,2733600678.0,167000.0
2010-06-01,O,3,178933.0,43333.0
2010-06-01,S,17604,3560327385.0,169000.0
2010-06-01,T,18301,3485512858.0,150000.0
2010-07-01,D,16946,5994384927.0,275000.0
2010-07-01,F,11887,2711170575.0,170000.0
2010-07-01,O,4,645000.0,25000.0
2010-07-01,S,19946,4185818934.0,171000.0
2010-07-01,T,19398,3952453365.0,150000.0
2010-08-01,D,15759,5593695620.0,280000.0
2010-08-01,F,10942,2419719325.0,166000.0
2010-08-01,S,17826,3778527083.0,174950.0
2010-08-01,T,17696,3548793543.0,153950.0
2010-09-01,D,14373,5066534819.0,275000.0
2010-09-01,F,11114,2515976932.0,169995.0
2010-09-01,O,7,447634.0,41000.0
2010-09-01,S,16146,3382539140.0,170000.0
2010-09-01,T,16565,3219032702.0,150000.0
2010-10-01,D,14490,4927897971.0,269950.0
2010-10-01,F,10583,2286002384.0,164000.0
2010-10-01,O,5,861894.0,175000.0
2010-10-01,S,17102,3445293183.0,167500.0
2010-10-01,T,17181,3273726890.0,146000.0
2010-11-01,D,13984,4710232122.0,259000.0
2010-11-01,F,10368,2224980582.0,162972.5
2010-11-01,O,4,856650.0,163325.0
2010-11-01,S,16183,3183195358.0,165000.0
2010-11-01,T,16483,3096230192.0,145000.0
2010-12-01,D,13801,4550083785.0,250000.0
2010-12-01,F,10910,2403340611.0,160500.0
2010-12-01,O,5,699250.0,105000.0
2010-12-01,S,16197,3185449186.0,164000.0
2010-12-01,T,16704,3090363060.0,144999.5
2011-01-01,D,8568,2958605661.0,266500.0
2011-01-01,F,7496,1739217250.0,169000.0
2011-01-01,O,5,1718353.0,250164.0
2011-01-01,S,10659,2170971220.0,164995.0
2011-01-01,T,11409,2247705560.0,142000.0
2011-02-01,D,9040,2999095723.0,250000.0
2011-02-01,F,7864,1740612991.0,160000.0
2011-02-01,O,3,510000.0,40000.0
2011-02-01,S,11133,2209049695.0,160000.0
2011-02-01,T,12060,2235190923.0,140000.0
2011-03-01,D,10549,3656102906.0,250000.0
2011-03-01,F,9135,2095027263.0,160000.0
2011-03-01,O,2,171000.0,85500.0
2011-03-01,S,13308,2629291968.0,157810.0
2011-03-01,T,14353,2732459832.0,137500.0
2011-04-01,D,11997,4082873421.0,250000.0
2011-04-01,F,9258,2155761000.0,162975.0
2011-04-01,O,3,600100.0,50000.0
2011-04-01,S,14744,2913952554.0,160000.0
2011-04-01,T,15316,3049453725.0,144000.0
2011-05-01,D,11440,3581221768.0,250000.0
2011-05-01,F,8957,1930218246.0,163450.0
2011-05-01,O,2,164527.0,82263.5
2011-05-01,S,14428,2765607483.0,162000.0
2011-05-01,T,14722,2629044833.0,141000.0
2011-06-01,D,13578,4329758902.0,250000.0
2011-06-01,F,11066,2439037816.0,164725.0
2011-06-01,O,9,2673823.0,129600.0
2011-06-01,S,16498,3205874656.0,161000.0
2011-06-01,T,17230,3153685251.0,143000.0
2011-07-01,D,15409,5240345166.0,260000.0
2011-07-01,F,11080,2526442029.0,167000.0
2011-07-01,O,5,278166.0,55000.0
2011-07-01,S,18132,3751797873.0,166500.0
2011-07-01,T,18366,3621865329.0,148000.0
2011-08-01,D,16346,5623631077.0,265000.0
2011-08-01,F,11178,2550006408.0,167000.0
2011-08-01,O,5,1111950.0,249950.0
2011-08-01,S,18975,3903545364.0,165000.0
2011-08-01,T,18565,3695801799.0,150000.0
2011-09-01,D,15726,5360467945.0,257000.0
2011-09-01,F,11539,2613683129.0,163500.0
2011-09-01,O,6,2061214.0,243200.0
2011-09-01,S,18568,3733193392.0,163500.0
2011-09-01,T,18405,3609787446.0,147000.0
2011-10-01,D,14348,4732340439.0,250000.0
2011-10-01,F,10527,2295630558.0,161000.0
2011-10-01,O,8,1737500.0,156000.0
2011-10-01,S,16787,3300557459.0,162500.0
2011-10-01,T,16910,3163722838.0,144000.0
2011-11-01,D,14677,4782014297.0,250000.0
2011-11-01,F,11137,2445182585.0,161000.0
2011-11-01,O,6,7541860.0,297500.0
2011-11-01,S,17458,3431355958.0,163000.0
2011-11-01,T,17727,3264474898.0,145000.0
2011-12-01,D,15316,4848260457.0,249995.0
2011-12-01,F,11929,2589950091.0,160000.0
2011-12-01,O,9,864000.0,50000.0
2011-12-01,S,18356,3559898318.0,162500.0
2011-12-01,T,18723,3447990712.0,145000.0
2012-01-01,D,10232,3310569451.0,250000.0
2012-01-01,F,8383,1912751283.0,166500.0
2012-01-01,O,6,3824895.0,503000.0
2012-01-01,S,12610,2529534250.0,162000.0
2012-01-01,T,13061,2507235527.0,144000.0
2012-02-01,D,10146,3261619148.0,250000.0
2012-02-01,F,8777,1953728873.0,165000.0
2012-02-01,O,4,177906.0,19953.0
2012-02-01,S,12728,2533125158.0,164950.0
2012-02-01,T,13665,2585987034.0,145000.0
2012-03-01,D,13266,4088023816.0,245000.0
2012-03-01,F,12324,2645863553.0,169000.0
2012-03-01,O,12,51419030.0,290207.0
2012-03-01,S,17232,3377344546.0,162000.0
2012-03-01,T,19079,3546283073.0,150000.0
2012-04-01,D,10658,3523481420.0,250000.0
2012-04-01,F,8126,1898287321.0,164000.0
2012-04-01,O,12,8687273.0,217500.0
2012-04-01,S,11851,2337295880.0,160000.0
2012-04-01,T,13136,2603843827.0,140000.0
2012-05-01,D,12983,4229592648.0,250000.0
2012-05-01,F,9786,2361958248.0,166747.5
2012-05-01,O,9,9353093.0,165000.0
2012-05-01,S,14683,2942914800.0,163000.0
2012-05-01,T,15559,3028353039.0,145000.0
2012-06-01,D,14972,4886056279.0,250000.0
2012-06-01,F,10941,2651054755.0,169000.0
2012-06-01,O,9,1764300.0,140000.0
2012-06-01,S,16517,3317064013.0,163000.0
2012-06-01,T,17955,3660653531.0,151950.0
2012-07-01,D,15040,5163368473.0,262000.0
2012-07-01,F,10774,2684101280.0,174000.0
2012-07-01,O,12,14985496.0,168500.0
2012-07-01,S,16317,3437388035.0,167500.0
2012-07-01,T,17571,3731768510.0,153000.0
2012-08-01,D,17040,5854432291.0,265000.0
2012-08-01,F,11480,2733060122.0,170000.0
2012-08-01,O,7,1231707.0,70000.0
2012-08-01,S,18236,3794287154.0,168000.0
2012-08-01,T,18864,3944899593.0,155000.0
2012-09-01,D,13265,4505038652.0,260000.0
2012-09-01,F,10175,2473090594.0,176000.0
2012-09-01,O,13,1803079.0,96000.0
2012-09-01,S,14305,2964168307.0,167500.0
2012-09-01,T,15607,3246819770.0,153000.0
2012-10-01,D,15160,4964329306.0,250000.0
2012-10-01,F,10699,2571363498.0,169995.0
2012-10-01,O,18,3594830.0,131750.0
2012-10-01,S,16341,3334819530.0,165000.0
2012-10-01,T,17378,3445313400.0,150000.0
2012-11-01,D,16036,5173926032.0,250000.0
2012-11-01,F,11448,2729520315.0,166000.0
2012-11-01,O,9,2577286.0,195000.0
2012-11-01,S,17996,3596215640.0,163000.0
2012-11-01,T,18838,3641716341.0,149500.0
2012-12-01,D,14004,4497622308.0,250000.0
2012-12-01,F,10645,2575144068.0,165000.0
2012-12-01,O,25,16676237.0,246000.0
2012-12-01,S,15580,3106165206.0,163000.0
2012-12-01,T,16690,3271496209.0,150000.0
2013-01-01,D,10256,3456365198.0,255000.0
2013-01-01,F,8574,2153943165.0,173000.0
2013-01-01,O,21,12142640.0,360000.0
2013-01-01,S,11665,2418575957.0,165000.0
2013-01-01,T,12996,2636701322.0,148000.0
2013-02-01,D,10410,3372602312.0,250000.0
2013-02-01,F,8918,2152297286.0,165000.0
2013-02-01,O,7,1704277.0,180000.0
2013-02-01,S,12311,2422403387.0,160000.0
2013-02-01,T,13714,2707526470.0,146000.0
2013-03-01,D,13024,4264157408.0,250000.0
2013-03-01,F,10593,2525094945.0,170000.0
2013-03-01,O,34,27125124.0,171500.0
2013-03-01,S,14897,2923469581.0,160000.0
2013-03-01,T,16393,3200408760.0,145000.0
2013-04-01,D,11939,3979262066.0,250000.0
2013-04-01,F,10138,2560308527.0,170000.0
2013-04-01,O,40,26149640.0,125000.0
2013-04-01,S,13850,2837387695.0,161000.0
2013-04-01,T,15305,3065200461.0,147000.0
2013-05-01,D,15817,5081310169.0,250000.0
2013-05-01,F,12440,3103598670.0,174000.0
2013-05-01,O,50,28620010.0,237000.0
2013-05-01,S,18465,3693776302.0,162500.0
2013-05-01,T,19957,3951838375.0,149995.0
2013-06-01,D,16531,5440631111.0,250000.0
2013-06-01,F,12747,3111602576.0,172752.0
2013-06-01,O,73,74692912.0,280000.0
2013-06-01,S,17952,3695903891.0,165000.0
2013-06-01,T,19495,3999311377.0,152000.0
2013-07-01,D,18398,6348829285.0,265000.0
2013-07-01,F,13816,3609020913.0,179558.5
2013-07-01,O,170,290790737.0,228150.0
2013-07-01,S,20436,4383582050.0,170000.0
2013-07-01,T,21550,4721176021.0,155000.0
2013-08-01,D,20261,7033383473.0,269995.0
2013-08-01,F,14663,3723587275.0,175000.0
2013-08-01,O,262,412154100.0,240000.0
2013-08-01,S,22082,4780147012.0,171000.0
2013-08-01,T,23200,4990397858.0,158000.0
2013-09-01,D,17689,6088658888.0,270000.0
2013-09-01,F,14048,3723447525.0,178000.0
2013-09-01,O,522,1051169532.0,270000.0
2013-09-01,S,19130,4097595668.0,170000.0
2013-09-01,T,20567,4429320978.0,155000.0
2013-10-01,D,19833,6731184663.0,268000.0
2013-10-01,F,15468,3850720480.0,174000.0
2013-10-01,O,954,1972064626.0,274750.0
2013-10-01,S,21568,4527635463.0,169250.0
2013-10-01,T,23638,4848212819.0,152000.0
2013-11-01,D,21114,7025922341.0,254972.5
2013-11-01,F,16791,4276613040.0,172000.0
2013-11-01,O,983,2516521844.0,330000.0
2013-11-01,S,23581,4873412482.0,165000.0
2013-11-01,T,25750,5164382672.0,150000.0
2013-12-01,D,20366,6720533631.0,259950.0
2013-12-01,F,16640,4304213013.0,172000.0
2013-12-01,O,1097,2998863490.0,360000.0
2013-12-01,S,22156,4562009977.0,169995.0
2013-12-01,T,24766,5099273546.0,153000.0
2014-01-01,D,15877,5535528930.0,269750.0
2014-01-01,F,14259,3736929746.0,175000.0
2014-01-01,O,985,2102436857.0,282500.0
2014-01-01,S,18145,3854411889.0,166500.0
2014-01-01,T,20795,4391047943.0,150000.0
2014-02-01,D,15650,5316509542.0,268000.0
2014-02-01,F,14306,3678942944.0,172000.0
2014-02-01,O,778,1236404472.0,270300.0
2014-02-01,S,18062,3794746951.0,167500.0
2014-02-01,T,20776,4254007631.0,150000.0
2014-03-01,D,16167,5404376956.0,262000.0
2014-03-01,F,15394,3939105393.0,172000.0
2014-03-01,O,1213,2021461590.0,292373.0
2014-03-01,S,18524,3785622103.0,164950.0
2014-03-01,T,21902,4483848872.0,149950.0
2014-04-01,D,17448,6036878860.0,270000.0
2014-04-01,F,15555,4214881272.0,179950.0
2014-04-01,O,943,1839316232.0,270000.0
2014-04-01,S,19316,4121870064.0,169840.0
2014-04-01,T,22235,4664057682.0,152000.0
2014-05-01,D,19067,6501458986.0,263000.0
2014-05-01,F,16633,4528884074.0,175000.0
2014-05-01,O,985,2060978212.0,280000.0
2014-05-01,S,21643,4537799171.0,168500.0
2014-05-01,T,24714,5153175039.0,152500.0
2014-06-01,D,20821,7167164760.0,271000.0
2014-06-01,F,17792,5152358780.0,180000.0
2014-06-01,O,1133,1982188037.0,310000.0
2014-06-01,S,22350,4776548711.0,171000.0
2014-06-01,T,25193,5316111496.0,156000.0
2014-07-01,D,21721,8052209903.0,282500.0
2014-07-01,F,18037,4944007586.0,181950.0
2014-07-01,O,1062,1720372778.0,350000.0
2014-07-01,S,22884,5145934706.0,175000.0
2014-07-01,T,26684,6033695160.0,159995.0
2014-08-01,D,22825,8454436411.0,285000.0
2014-08-01,F,18011,4668988480.0,179995.0
2014-08-01,O,968,2438966560.0,320000.0
2014-08-01,S,24252,5467125002.0,177997.5
2014-08-01,T,27282,6165539670.0,162000.0
2014-09-01,D,20079,7349507562.0,285000.0
2014-09-01,F,17081,4641811696.0,182500.0
2014-09-01,O,1015,1605730315.0,350000.0
2014-09-01,S,21845,4907283985.0,179700.0
2014-09-01,T,24296,5338060526.0,160000.0
2014-10-01,D,21633,7762774585.0,280100.0
2014-10-01,F,18316,5010260058.0,180000.0
2014-10-01,O,967,1548272253.0,293000.0
2014-10-01,S,24199,5311801677.0,175000.0
2014-10-01,T,27189,5846279886.0,159590.0
2014-11-01,D,18550,6584557197.0,280000.0
2014-11-01,F,15828,3922128874.0,175000.0
2014-11-01,O,1012,1969602038.0,299997.5
2014-11-01,S,20348,4470880735.0,176000.0
2014-11-01,T,23356,4890713175.0,158000.0
2014-12-01,D,20071,7068957083.0,280000.0
2014-12-01,F,17069,4515087383.0,177000.0
2014-12-01,O,1289,2984037249.0,450000.0
2014-12-01,S,21435,4661911247.0,175000.0
2014-12-01,T,24978,5276756716.0,160000.0
2015-01-01,D,13679,5009734790.0,285000.0
2015-01-01,F,13111,3547402395.0,181950.0
2015-01-01,O,1108,1924647588.0,325000.0
2015-01-01,S,15631,3563316864.0,177000.0
2015-01-01,T,18754,4121526186.0,158950.0
2015-02-01,D,13847,4925663883.0,282500.0
2015-02-01,F,13705,3600511267.0,178500.0
2015-02-01,O,1050,1626719082.0,343500.0
2015-02-01,S,16041,3565703590.0,175000.0
2015-02-01,T,19031,4039188116.0,156000.0
2015-03-01,D,16254,5706595062.0,280000.0
2015-03-01,F,15661,4068405626.0,180000.0
2015-03-01,O,1771,3267860453.0,340000.0
2015-03-01,S,18544,4033537682.0,171000.0
2015-03-01,T,21977,4622185008.0,154000.0
2015-04-01,D,15847,5656736509.0,285000.0
2015-04-01,F,14564,4121891479.0,186000.0
2015-04-01,O,1574,2203783975.0,343500.0
2015-04-01,S,17344,3847731094.0,174999.5
2015-04-01,T,20990,4520870549.0,158000.0
2015-05-01,D,18259,6419446832.0,282950.0
2015-05-01,F,16016,4394256956.0,185000.0
2015-05-01,O,1381,1916081573.0,275000.0
2015-05-01,S,20641,4468347027.0,174950.0
2015-05-01,T,23927,5037269997.0,157000.0
2015-06-01,D,22392,8100217382.0,290000.0
2015-06-01,F,18805,5066144029.0,185000.0
2015-06-01,O,1632,3103082674.0,330000.0
2015-06-01,S,23061,5155603571.0,179950.0
2015-06-01,T,26708,5853643491.0,165000.0
2015-07-01,D,23645,8945375495.0,297500.0
2015-07-01,F,19704,5606981621.0,190000.0
2015-07-01,O,1876,3922547433.0,400000.0
2015-07-01,S,25375,5943047518.0,180000.0
2015-07-01,T,29171,6714716351.0,165000.0
2015-08-01,D,22423,8562333997.0,300000.0
2015-08-01,F,17619,4799755038.0,195000.0
2015-08-01,O,1509,2226934410.0,342500.0
2015-08-01,S,23153,5436664936.0,185000.0
2015-08-01,T,26275,6196343152.0,170000.0
2015-09-01,D,21638,8275423153.0,303997.5
2015-09-01,F,18118,5060964300.0,194000.0
2015-09-01,O,1786,2629525914.0,375000.0
2015-09-01,S,22482,5356493333.0,184950.0
2015-09-01,T,25647,5921225783.0,168500.0
2015-10-01,D,23545,8778935724.0,299000.0
2015-10-01,F,19565,5334292696.0,192500.0
2015-10-01,O,1625,2345345190.0,336000.0
2015-10-01,S,25205,5847092457.0,182975.0
2015-10-01,T,28916,6474180063.0,166272.5
2015-11-01,D,21533,8064868016.0,299950.0
2015-11-01,F,18075,4972318943.0,195000.0
2015-11-01,O,1571,2357223927.0,290000.0
2015-11-01,S,22987,5384028307.0,183000.0
2015-11-01,T,25682,5798709465.0,165000.0
2015-12-01,D,22728,8258429938.0,297500.0
2015-12-01,F,19517,5691725639.0,194000.0
2015-12-01,O,1935,4217853451.0,375000.0
2015-12-01,S,23755,5520677380.0,184995.0
2015-12-01,T,27056,6105720452.0,166995.0
2016-01-01,D,15254,5816643475.0,300000.0
2016-01-01,F,14685,4235738052.0,199000.0
2016-01-01,O,1378,2363167503.0,331449.5
2016-01-01,S,17178,4133896257.0,185000.0
2016-01-01,T,20073,4803873445.0,166995.0
2016-02-01,D,16639,6211979545.0,299950.0
2016-02-01,F,16346,4517439400.0,194950.0
2016-02-01,O,1393,1646474715.0,300000.0
2016-02-01,S,18659,4352201943.0,184950.0
2016-02-01,T,22063,4995529053.0,165000.0
2016-03-01,D,28133,11217174014.0,305000.0
2016-03-01,F,38496,11141651081.0,192500.0
2016-03-01,O,2454,2596068523.0,250000.0
2016-03-01,S,30629,7515538008.0,185000.0
2016-03-01,T,42698,10075854239.0,162000.0
2016-04-01,D,14182,5083126746.0,290000.0
2016-04-01,F,11011,3247806143.0,200000.0
2016-04-01,O,1746,1843900117.0,288390.0
2016-04-01,S,15570,3535696417.0,180000.0
