month,property_type,duration,sales_volume,median_price,total_revenue
2006-02-01,D,F,14833,245000.0,4385902632.0
2006-02-01,D,L,584,204997.5,130405689.0
2006-02-01,F,F,479,129000.0,82402877.0
2006-02-01,F,L,16586,150000.0,2922067959.0
2006-02-01,O,F,2,1742500.0,3485000.0
2006-02-01,S,F,20114,157000.0,3588188893.0
2006-02-01,S,L,1546,132000.0,217357218.0
2006-02-01,T,F,23736,131997.5,3706654607.0
2006-02-01,T,L,2673,88500.0,288380500.0
2006-03-01,D,F,19447,245500.0,5788264413.0
2006-03-01,D,L,829,199950.0,185233338.0
2006-03-01,F,F,575,134950.0,97376431.0
2006-03-01,F,L,21285,150000.0,3845814276.0
2006-03-01,O,L,1,75000.0,75000.0
2006-03-01,S,F,26821,156500.0,4777336985.0
2006-03-01,S,L,2105,130500.0,291890719.0
2006-03-01,T,F,31078,133500.0,4943472943.0
2006-03-01,T,L,3552,90000.0,391049500.0
2006-04-01,D,F,19048,249950.0,5749593140.0
2006-04-01,D,L,726,205000.0,176526698.0
2006-04-01,F,F,493,125000.0,81320502.0
2006-04-01,F,L,18576,150000.0,3450988784.0
2006-04-01,S,F,25100,158500.0,4548374617.0
2006-04-01,S,L,1843,135000.0,273468768.0
2006-04-01,T,F,28158,136000.0,4582101535.0
2006-04-01,T,L,3020,94500.0,341381221.0
2006-05-01,D,F,21003,249995.0,6352976312.0
2006-05-01,D,L,829,199950.0,180950554.0
2006-05-01,F,F,568,136000.0,100787609.0
2006-05-01,F,L,20519,150000.0,3777392412.0
2006-05-01,S,F,27516,160000.0,5028762415.0
2006-05-01,S,L,2173,135000.0,313409760.0
2006-05-01,T,F,31051,137000.0,5069039670.0
2006-05-01,T,L,3414,95000.0,386003720.0
2006-06-01,D,F,25427,249995.0,7764383692.0
2006-06-01,D,L,945,203500.0,212231649.0
2006-06-01,F,F,752,135000.0,133090224.0
2006-06-01,F,L,26050,152500.0,4815493078.0
2006-06-01,O,F,1,58500.0,58500.0
2006-06-01,S,F,31990,162500.0,5952285994.0
2006-06-01,S,L,2593,137500.0,384196703.0
2006-06-01,T,F,36434,140000.0,6102772577.0
2006-06-01,T,L,3912,98100.0,459103919.0
2006-07-01,D,F,24678,250000.0,7870802249.0
2006-07-01,D,L,877,215000.0,208302404.0
2006-07-01,F,F,595,143000.0,112534090.0
2006-07-01,F,L,22668,155000.0,4250196394.0
2006-07-01,O,L,1,57500.0,57500.0
2006-07-01,S,F,30802,166000.0,5939920347.0
2006-07-01,S,L,2318,139950.0,349452634.0
2006-07-01,T,F,33704,144000.0,5844412161.0
2006-07-01,T,L,3515,99000.0,421030481.0
2006-08-01,D,F,26840,267000.0,8745528382.0
2006-08-01,D,L,943,203000.0,226289836.0
2006-08-01,F,F,645,143000.0,132857747.0
2006-08-01,F,L,23603,155000.0,4451450056.0
2006-08-01,O,F,1,138000.0,138000.0
2006-08-01,S,F,32028,169950.0,6266122030.0
2006-08-01,S,L,2497,140000.0,378314088.0
2006-08-01,T,F,35411,145000.0,6156655875.0
2006-08-01,T,L,3751,98000.0,440343114.0
2006-09-01,D,F,24791,260000.0,7985437112.0
2006-09-01,D,L,937,218000.0,227036645.0
2006-09-01,F,F,652,137000.0,114519344.0
2006-09-01,F,L,23546,155000.0,4419699460.0
2006-09-01,O,F,2,816000.0,1632000.0
2006-09-01,O,L,1,47500.0,47500.0
2006-09-01,S,F,30665,165000.0,5886239963.0
2006-09-01,S,L,2424,139995.0,363589078.0
2006-09-01,T,F,34007,143500.0,5862504154.0
2006-09-01,T,L,3704,100000.0,454929626.0
2006-10-01,D,F,24231,255000.0,7666677740.0
2006-10-01,D,L,890,208250.0,206964494.0
2006-10-01,F,F,677,135000.0,117675976.0
2006-10-01,F,L,22594,155000.0,4253564063.0
2006-10-01,O,F,3,55000.0,502000.0
2006-10-01,O,L,1,171000.0,171000.0
2006-10-01,S,F,30190,166000.0,5769784320.0
2006-10-01,S,L,2325,141000.0,357845286.0
2006-10-01,T,F,33296,143500.0,5640984355.0
2006-10-01,T,L,3648,100000.0,444206888.0
2006-11-01,D,F,24236,260000.0,7766532398.0
2006-11-01,D,L,970,215000.0,234568250.0
2006-11-01,F,F,668,140000.0,122530428.0
2006-11-01,F,L,23816,156000.0,4479212750.0
2006-11-01,O,F,1,300000.0,300000.0
2006-11-01,O,L,2,59250.0,118500.0
2006-11-01,S,F,30482,165000.0,5797725358.0
2006-11-01,S,L,2329,142500.0,354664658.0
2006-11-01,T,F,33564,144000.0,5646327468.0
2006-11-01,T,L,3799,99950.0,446211843.0
2006-12-01,D,F,24913,250000.0,7796800468.0
2006-12-01,D,L,1065,215000.0,253386758.0
2006-12-01,F,F,683,140000.0,119320460.0
2006-12-01,F,L,27136,155000.0,5131927381.0
2006-12-01,O,F,2,3572481.0,7144962.0
2006-12-01,S,F,31710,167000.0,6071680550.0
2006-12-01,S,L,2473,143000.0,375869776.0
2006-12-01,T,F,35102,147000.0,6057429106.0
2006-12-01,T,L,3867,104000.0,473741212.0
2007-01-01,D,F,17058,265000.0,5641780689.0
2007-01-01,D,L,636,210000.0,153711445.0
2007-01-01,F,F,553,138500.0,107887527.0
2007-01-01,F,L,19148,159000.0,3753637020.0
2007-01-01,S,F,22436,168000.0,4374316115.0
2007-01-01,S,L,1762,139950.0,266148997.0
2007-01-01,T,F,26070,145000.0,4623872385.0
2007-01-01,T,L,2858,100000.0,349319478.0
2007-02-01,D,F,16750,262500.0,5403805163.0
2007-02-01,D,L,638,215000.0,158677707.0
2007-02-01,F,F,529,134950.0,100126560.0
2007-02-01,F,L,18687,157000.0,3604142864.0
2007-02-01,O,L,1,25000.0,25000.0
2007-02-01,S,F,22503,166000.0,4340748182.0
2007-02-01,S,L,1882,142500.0,289306067.0
2007-02-01,T,F,25581,145000.0,4421331397.0
2007-02-01,T,L,2888,100000.0,340280886.0
2007-03-01,D,F,20346,262500.0,6673234718.0
2007-03-01,D,L,854,204250.0,202307527.0
2007-03-01,F,F,650,144000.0,121949356.0
2007-03-01,F,L,23317,157000.0,4531740623.0
2007-03-01,O,F,2,142500.0,285000.0
2007-03-01,O,L,1,129250.0,129250.0
2007-03-01,S,F,27053,165000.0,5177706563.0
2007-03-01,S,L,2234,141000.0,336401154.0
2007-03-01,T,F,31550,143000.0,5437443741.0
2007-03-01,T,L,3751,101000.0,465678823.0
2007-04-01,D,F,18868,267000.0,6186488738.0
2007-04-01,D,L,690,210000.0,160583265.0
2007-04-01,F,F,565,141000.0,106759503.0
2007-04-01,F,L,19964,160000.0,3970716085.0
2007-04-01,O,F,2,73600.0,147200.0
2007-04-01,O,L,1,98000.0,98000.0
2007-04-01,S,F,24894,168000.0,4858878641.0
2007-04-01,S,L,1964,141000.0,300173796.0
2007-04-01,T,F,28463,146000.0,5043085784.0
2007-04-01,T,L,3049,104000.0,382412709.0
2007-05-01,D,F,21581,270000.0,7178978428.0
2007-05-01,D,L,782,213250.0,190873307.0
2007-05-01,F,F,652,147500.0,121379791.0
2007-05-01,F,L,23276,164406.0,4661406652.0
2007-05-01,O,L,4,28333.5,251167.0
2007-05-01,S,F,28233,170000.0,5591854828.0
2007-05-01,S,L,2262,144847.5,350706026.0
2007-05-01,T,F,31164,148500.0,5538816993.0
2007-05-01,T,L,3495,108000.0,439293795.0
2007-06-01,D,F,24514,272000.0,8168314138.0
2007-06-01,D,L,964,223497.5,237150688.0
2007-06-01,F,F,690,144950.0,135286370.0
2007-06-01,F,L,27949,163000.0,5501323599.0
2007-06-01,O,F,1,92500.0,92500.0
2007-06-01,O,L,1,244500.0,244500.0
2007-06-01,S,F,31515,173000.0,6305105929.0
2007-06-01,S,L,2479,147000.0,393331893.0
2007-06-01,T,F,35584,151500.0,6484771679.0
2007-06-01,T,L,3928,109950.0,502026437.0
2007-07-01,D,F,24044,280000.0,8443501525.0
2007-07-01,D,L,846,218250.0,205639126.0
2007-07-01,F,F,663,146000.0,127887586.0
2007-07-01,F,L,24508,164000.0,5017496249.0
2007-07-01,O,F,4,76900.0,541200.0
2007-07-01,O,L,2,309250.0,618500.0
2007-07-01,S,F,30495,177000.0,6388018112.0
2007-07-01,S,L,2440,147000.0,391763663.0
2007-07-01,T,F,33843,153500.0,6495714670.0
2007-07-01,T,L,3692,109000.0,480596903.0
2007-08-01,D,F,26480,285000.0,9313923801.0
2007-08-01,D,L,972,225500.0,248466390.0
2007-08-01,F,F,739,147950.0,139653199.0
2007-08-01,F,L,25201,165000.0,5147010794.0
2007-08-01,O,F,1,9500.0,9500.0
2007-08-01,O,L,3,25000.0,76000.0
2007-08-01,S,F,33065,179000.0,6968998592.0
2007-08-01,S,L,2498,149000.0,400129596.0
2007-08-01,T,F,35672,155000.0,6762570995.0
2007-08-01,T,L,3913,107000.0,496212498.0
2007-09-01,D,F,19844,287000.0,7128045260.0
2007-09-01,D,L,715,220000.0,177280660.0
2007-09-01,F,F,567,144210.0,106152444.0
2007-09-01,F,L,21553,165000.0,4460617492.0
2007-09-01,O,F,1,16918.0,16918.0
2007-09-01,O,L,1,9000.0,9000.0
2007-09-01,S,F,25329,175000.0,5275459492.0
2007-09-01,S,L,2057,149000.0,326293074.0
2007-09-01,T,F,28149,154000.0,5265848293.0
2007-09-01,T,L,3170,108000.0,421921863.0
2007-10-01,D,F,20590,285000.0,7281588072.0
2007-10-01,D,L,773,220000.0,205196783.0
2007-10-01,F,F,628,143347.5,111965206.0
2007-10-01,F,L,23547,165000.0,4720641334.0
2007-10-01,O,F,1,4000.0,4000.0
2007-10-01,S,F,26330,176565.0,5425737297.0
2007-10-01,S,L,2053,147000.0,325011014.0
2007-10-01,T,F,29125,154000.0,5392015477.0
2007-10-01,T,L,3160,110000.0,407079387.0
2007-11-01,D,F,20050,280000.0,6843957134.0
2007-11-01,D,L,780,224750.0,199714827.0
2007-11-01,F,F,591,145000.0,113666299.0
2007-11-01,F,L,22327,164950.0,4413564493.0
2007-11-01,O,F,4,40800.0,182600.0
2007-11-01,O,L,2,65800.0,131600.0
2007-11-01,S,F,26403,175000.0,5371583345.0
2007-11-01,S,L,2322,147000.0,362784907.0
2007-11-01,T,F,28598,150362.5,5251409174.0
2007-11-01,T,L,3357,109000.0,425062983.0
2007-12-01,D,F,15826,275000.0,5330394676.0
2007-12-01,D,L,767,230000.0,201896166.0
2007-12-01,F,F,488,145000.0,82572067.0
2007-12-01,F,L,20031,159995.0,3919521499.0
2007-12-01,O,L,6,370500.0,1826000.0
2007-12-01,S,F,20117,175000.0,4054133580.0
2007-12-01,S,L,1750,147000.0,273326415.0
2007-12-01,T,F,22812,155000.0,4120913069.0
2007-12-01,T,L,2738,111500.0,354440736.0
2008-01-01,D,F,10779,280000.0,3805038312.0
2008-01-01,D,L,421,210000.0,104141394.0
2008-01-01,F,F,423,132000.0,79839107.0
2008-01-01,F,L,13756,162000.0,2799015789.0
2008-01-01,O,F,2,79575.0,159150.0
2008-01-01,S,F,14377,174000.0,2950362058.0
2008-01-01,S,L,1183,141000.0,182683207.0
2008-01-01,T,F,16799,149995.0,3122800564.0
2008-01-01,T,L,1984,108000.0,252751017.0
2008-02-01,D,F,11012,275000.0,3775688672.0
2008-02-01,D,L,427,210000.0,106127547.0
2008-02-01,F,F,375,148500.0,68182418.0
2008-02-01,F,L,14574,161000.0,2906794107.0
2008-02-01,O,L,4,9500.0,1774000.0
2008-02-01,S,F,15605,170000.0,3126319333.0
2008-02-01,S,L,1333,145000.0,205121228.0
2008-02-01,T,F,18147,145000.0,3209316940.0
2008-02-01,T,L,2218,105000.0,285853288.0
2008-03-01,D,F,10962,272000.0,3767447251.0
2008-03-01,D,L,490,222625.0,128173607.0
2008-03-01,F,F,369,141500.0,63791803.0
2008-03-01,F,L,13803,160000.0,2724229492.0
2008-03-01,O,F,2,145110.0,290220.0
2008-03-01,O,L,2,115000.0,230000.0
2008-03-01,S,F,14506,170000.0,2883346097.0
2008-03-01,S,L,1193,140000.0,186172687.0
2008-03-01,T,F,16919,148000.0,3023929716.0
2008-03-01,T,L,1997,105000.0,246256480.0
2008-04-01,D,F,11927,275000.0,4138293317.0
2008-04-01,D,L,499,230000.0,128694354.0
2008-04-01,F,F,368,144100.0,64746416.0
2008-04-01,F,L,14462,160638.0,2918904958.0
2008-04-01,O,F,1,140227.0,140227.0
2008-04-01,S,F,15852,170000.0,3164972552.0
2008-04-01,S,L,1328,139950.0,199165643.0
2008-04-01,T,F,18248,147500.0,3297163584.0
2008-04-01,T,L,2120,105000.0,256942482.0
2008-05-01,D,F,12710,270500.0,4323960783.0
2008-05-01,D,L,476,220000.0,116107718.0
2008-05-01,F,F,397,145000.0,70165649.0
2008-05-01,F,L,14395,163000.0,2946025155.0
2008-05-01,O,F,1,20000.0,20000.0
2008-05-01,S,F,16996,170000.0,3413404502.0
2008-05-01,S,L,1387,143000.0,214584171.0
2008-05-01,T,F,18800,148375.0,3402552796.0
2008-05-01,T,L,2101,106000.0,266282715.0
2008-06-01,D,F,11608,270000.0,3923842933.0
2008-06-01,D,L,484,229725.0,118480941.0
2008-06-01,F,F,369,140000.0,65068742.0
2008-06-01,F,L,13970,159995.0,2842875710.0
2008-06-01,O,F,3,23275.0,487225.0
2008-06-01,S,F,14820,170000.0,2959991940.0
2008-06-01,S,L,1193,140000.0,184514354.0
2008-06-01,T,F,16655,150000.0,3041647939.0
2008-06-01,T,L,1887,109300.0,241151717.0
2008-07-01,D,F,11099,277500.0,3940071136.0
2008-07-01,D,L,423,225995.0,110554078.0
2008-07-01,F,F,326,138750.0,59927147.0
2008-07-01,F,L,11646,160000.0,2333553339.0
2008-07-01,O,F,1,322500.0,322500.0
2008-07-01,S,F,13747,170000.0,2815184095.0
2008-07-01,S,L,1111,140000.0,169413892.0
2008-07-01,T,F,14591,146000.0,2779860580.0
2008-07-01,T,L,1598,105000.0,196183410.0
2008-08-01,D,F,10685,270000.0,3727298198.0
2008-08-01,D,L,355,222000.0,86067503.0
2008-08-01,F,F,279,135000.0,52270285.0
2008-08-01,F,L,10094,158612.5,2008491302.0
2008-08-01,O,F,2,31594.5,63189.0
2008-08-01,S,F,12932,169000.0,2593329303.0
2008-08-01,S,L,983,134500.0,145143021.0
2008-08-01,T,F,13176,145000.0,2365602417.0
2008-08-01,T,L,1400,105000.0,179688486.0
2008-09-01,D,F,8920,264500.0,3073721736.0
2008-09-01,D,L,357,214995.0,86653843.0
2008-09-01,F,F,267,135000.0,47584469.0
2008-09-01,F,L,9119,150000.0,1781594217.0
2008-09-01,O,L,1,25000.0,25000.0
2008-09-01,S,F,10773,164000.0,2086776382.0
2008-09-01,S,L,860,131000.0,122729288.0
2008-09-01,T,F,11538,143000.0,2072570361.0
2008-09-01,T,L,1390,100000.0,168439937.0
2008-10-01,D,F,9798,250000.0,3250469165.0
2008-10-01,D,L,344,215000.0,82416033.0
2008-10-01,F,F,277,130000.0,49215099.0
2008-10-01,F,L,9390,147150.0,1748346629.0
2008-10-01,O,F,1,4958.0,4958.0
2008-10-01,S,F,12088,160000.0,2307093182.0
2008-10-01,S,L,930,135000.0,134626711.0
2008-10-01,T,F,12510,137000.0,2079643875.0
2008-10-01,T,L,1427,100000.0,173857300.0
2008-11-01,D,F,7982,249950.0,2501172687.0
2008-11-01,D,L,298,210000.0,68056808.0
2008-11-01,F,F,210,130500.0,34964905.0
2008-11-01,F,L,7614,144500.0,1414847678.0
2008-11-01,O,F,2,33616.5,67233.0
2008-11-01,S,F,9672,155224.0,1741214353.0
2008-11-01,S,L,750,133000.0,107144743.0
2008-11-01,T,F,10103,135000.0,1664369786.0
2008-11-01,T,L,1136,95000.0,130168899.0
2008-12-01,D,F,8591,245000.0,2629676767.0
2008-12-01,D,L,366,207975.0,82583092.0
2008-12-01,F,F,252,130000.0,38583536.0
2008-12-01,F,L,9097,140500.0,1579732238.0
2008-12-01,O,F,1,250000.0,250000.0
2008-12-01,O,L,1,6800.0,6800.0
2008-12-01,S,F,10282,156750.0,1870371221.0
2008-12-01,S,L,836,130000.0,116255828.0
2008-12-01,T,F,10847,139000.0,1767025926.0
2008-12-01,T,L,1295,100000.0,156924612.0
2009-01-01,D,F,5943,249995.0,1916719270.0
2009-01-01,D,L,221,189000.0,48233889.0
2009-01-01,F,F,159,130000.0,27073349.0
2009-01-01,F,L,5360,141000.0,978608883.0
2009-01-01,O,F,1,276000.0,276000.0
2009-01-01,S,F,7097,155000.0,1290762986.0
2009-01-01,S,L,531,125000.0,73609725.0
2009-01-01,T,F,7370,131500.0,1188173080.0
2009-01-01,T,L,825,97000.0,96509017.0
2009-02-01,D,F,6062,240000.0,1794342471.0
2009-02-01,D,L,194,215000.0,45882742.0
2009-02-01,F,F,149,132500.0,23319517.0
2009-02-01,F,L,5632,141850.0,1010219810.0
2009-02-01,O,F,1,247532.0,247532.0
2009-02-01,S,F,7355,152000.0,1316473405.0
2009-02-01,S,L,554,124050.0,77795217.0
2009-02-01,T,F,7700,133625.0,1256537944.0
2009-02-01,T,L,762,95000.0,85330724.0
2009-03-01,D,F,7705,237000.0,2268692851.0
2009-03-01,D,L,278,190000.0,59913626.0
2009-03-01,F,F,219,126995.0,38939172.0
2009-03-01,F,L,7514,138000.0,1327718303.0
2009-03-01,O,F,1,19000.0,19000.0
2009-03-01,S,F,9797,150000.0,1717396026.0
2009-03-01,S,L,711,125000.0,94904244.0
2009-03-01,T,F,10154,130000.0,1608825973.0
2009-03-01,T,L,1057,92500.0,116880521.0
2009-04-01,D,F,9313,240000.0,2734712814.0
2009-04-01,D,L,313,190000.0,69893781.0
2009-04-01,F,F,225,128500.0,36945280.0
2009-04-01,F,L,7377,140000.0,1364317116.0
2009-04-01,S,F,10981,150000.0,1928809109.0
2009-04-01,S,L,756,127000.0,105756901.0
2009-04-01,T,F,10939,135000.0,1798194461.0
2009-04-01,T,L,1065,93500.0,130085192.0
2009-05-01,D,F,10661,240000.0,3150033844.0
2009-05-01,D,L,334,190000.0,70444596.0
2009-05-01,F,F,200,132000.0,35988236.0
2009-05-01,F,L,8293,145000.0,1551449042.0
2009-05-01,O,L,2,57495.0,114990.0
2009-05-01,S,F,12881,155000.0,2316380633.0
2009-05-01,S,L,887,128000.0,118959384.0
2009-05-01,T,F,12357,140000.0,2075002109.0
2009-05-01,T,L,1162,95000.0,138621704.0
2009-06-01,D,F,12289,243000.0,3698258846.0
2009-06-01,D,L,415,197000.0,98820598.0
2009-06-01,F,F,314,125000.0,57192499.0
2009-06-01,F,L,10203,145000.0,1948560321.0
2009-06-01,O,L,1,650000.0,650000.0
2009-06-01,S,F,14518,157500.0,2625219480.0
2009-06-01,S,L,1013,132500.0,145679647.0
2009-06-01,T,F,14212,141000.0,2463764772.0
2009-06-01,T,L,1346,100000.0,168026241.0
2009-07-01,D,F,15336,250000.0,4874200067.0
2009-07-01,D,L,508,204997.5,121817275.0
2009-07-01,F,F,295,145000.0,58230395.0
2009-07-01,F,L,10838,150000.0,2153736228.0
2009-07-01,O,F,2,102560.5,205121.0
2009-07-01,O,L,1,50312.0,50312.0
2009-07-01,S,F,17534,162850.0,3344219972.0
2009-07-01,S,L,1178,134000.0,174990432.0
2009-07-01,T,F,16813,145000.0,3099291247.0
2009-07-01,T,L,1446,100000.0,185401376.0
2009-08-01,D,F,14714,250000.0,4745443661.0
2009-08-01,D,L,421,205152.0,105495373.0
2009-08-01,F,F,240,139975.0,50106149.0
2009-08-01,F,L,9883,156000.0,2000264061.0
2009-08-01,O,F,1,100000.0,100000.0
2009-08-01,O,L,17,93092.0,1579472.0
2009-08-01,S,F,16058,165000.0,3165572526.0
2009-08-01,S,L,1108,135000.0,164197662.0
2009-08-01,T,F,15278,148500.0,2843298944.0
2009-08-01,T,L,1382,100000.0,177537158.0
2009-09-01,D,F,14298,250000.0,4633305943.0
2009-09-01,D,L,386,200000.0,92254274.0
2009-09-01,F,F,266,138500.0,48178479.0
2009-09-01,F,L,10865,156000.0,2264540367.0
2009-09-01,O,F,2,47637.5,95275.0
2009-09-01,O,L,2,11450.0,22900.0
2009-09-01,S,F,15797,165000.0,3107108117.0
2009-09-01,S,L,1002,135000.0,158942842.0
2009-09-01,T,F,15223,149000.0,2866069830.0
2009-09-01,T,L,1418,104975.0,195483495.0
2009-10-01,D,F,16012,250000.0,5156103342.0
2009-10-01,D,L,516,210000.0,131507919.0
2009-10-01,F,F,298,135000.0,55957819.0
2009-10-01,F,L,11631,155000.0,2385792437.0
2009-10-01,O,F,1,120000.0,120000.0
2009-10-01,O,L,2,14040.0,28080.0
2009-10-01,S,F,18058,165000.0,3513253821.0
2009-10-01,S,L,1210,138000.0,188258647.0
2009-10-01,T,F,17276,148000.0,3170724100.0
2009-10-01,T,L,1579,105000.0,206835290.0
2009-11-01,D,F,14647,250000.0,4755292574.0
2009-11-01,D,L,469,210000.0,119863090.0
2009-11-01,F,F,267,130000.0,44153374.0
2009-11-01,F,L,11367,156000.0,2318406855.0
2009-11-01,S,F,16528,167500.0,3249524543.0
2009-11-01,S,L,1114,135000.0,169348140.0
2009-11-01,T,F,16053,150000.0,2963075746.0
2009-11-01,T,L,1470,100000.0,183417200.0
2009-12-01,D,F,17321,247500.0,5286675826.0
2009-12-01,D,L,591,200000.0,147253180.0
2009-12-01,F,F,344,144500.0,59856818.0
2009-12-01,F,L,15188,155000.0,2959129007.0
2009-12-01,O,L,2,6000.0,12000.0
2009-12-01,S,F,21506,163000.0,4081579562.0
2009-12-01,S,L,1476,140000.0,224118003.0
2009-12-01,T,F,21052,153000.0,3886457458.0
2009-12-01,T,L,1963,112000.0,253866364.0
2010-01-01,D,F,8349,285000.0,2963395065.0
2010-01-01,D,L,260,215500.0,83138399.0
2010-01-01,F,F,166,155000.0,31230627.0
2010-01-01,F,L,7381,177500.0,1722883764.0
2010-01-01,O,F,1,365000.0,365000.0
2010-01-01,O,L,1,50000.0,50000.0
2010-01-01,S,F,9099,182000.0,1967539293.0
2010-01-01,S,L,566,130000.0,87294024.0
2010-01-01,T,F,9533,150000.0,2008662732.0
2010-01-01,T,L,970,94250.0,122598004.0
2010-02-01,D,F,9724,270000.0,3278415413.0
2010-02-01,D,L,342,223050.5,103859189.0
2010-02-01,F,F,191,141000.0,35609137.0
2010-02-01,F,L,8368,160000.0,1760207492.0
2010-02-01,S,F,11118,170375.5,2273805885.0
2010-02-01,S,L,724,134975.0,109673682.0
2010-02-01,T,F,11342,150000.0,2178655778.0
2010-02-01,T,L,1173,101500.0,166279008.0
2010-03-01,D,F,11565,263000.0,3866069108.0
2010-03-01,D,L,381,214995.0,98078374.0
2010-03-01,F,F,247,125000.0,40212284.0
2010-03-01,F,L,10299,157500.0,2156960154.0
2010-03-01,O,F,1,1165065.0,1165065.0
2010-03-01,O,L,1,7000.0,7000.0
2010-03-01,S,F,13520,166500.0,2690249555.0
2010-03-01,S,L,913,136000.0,137816744.0
2010-03-01,T,F,13878,148000.0,2670372189.0
2010-03-01,T,L,1356,96000.0,174454474.0
2010-04-01,D,F,12103,257000.0,4001208415.0
2010-04-01,D,L,404,220000.0,103566320.0
2010-04-01,F,F,244,140000.0,46060490.0
2010-04-01,F,L,9790,162500.0,2145501620.0
2010-04-01,O,L,2,11000.0,22000.0
2010-04-01,S,F,13915,167500.0,2776160902.0
2010-04-01,S,L,936,136000.0,140515788.0
2010-04-01,T,F,14197,149990.0,2716900343.0
2010-04-01,T,L,1314,98000.0,172874343.0
2010-05-01,D,F,11964,262000.0,3943248837.0
2010-05-01,D,L,437,219950.0,113704018.0
2010-05-01,F,F,249,140000.0,42932925.0
2010-05-01,F,L,10001,165000.0,2144083245.0
2010-05-01,O,F,1,6000.0,6000.0
2010-05-01,O,L,4,44625.0,167250.0
2010-05-01,S,F,14086,170000.0,2837813424.0
2010-05-01,S,L,930,137000.0,145927048.0
2010-05-01,T,F,13842,151500.0,2618996352.0
2010-05-01,T,L,1294,100000.0,165570373.0
2010-06-01,D,F,14912,265000.0,5004527941.0
2010-06-01,D,L,493,220000.0,150751683.0
2010-06-01,F,F,358,144975.0,64987224.0
2010-06-01,F,L,11880,168000.0,2668613454.0
2010-06-01,O,F,2,67800.0,135600.0
2010-06-01,O,L,1,43333.0,43333.0
2010-06-01,S,F,16533,170000.0,3394329697.0
2010-06-01,S,L,1071,138000.0,165997688.0
2010-06-01,T,F,16771,155000.0,3259435911.0
2010-06-01,T,L,1530,110000.0,226076947.0
2010-07-01,D,F,16387,278463.0,5822403789.0
2010-07-01,D,L,559,232500.0,171981138.0
2010-07-01,F,F,266,143000.0,53021028.0
2010-07-01,F,L,11621,170000.0,2658149547.0
2010-07-01,O,F,3,25000.0,620000.0
2010-07-01,O,L,1,25000.0,25000.0
2010-07-01,S,F,18705,175000.0,3979022228.0
2010-07-01,S,L,1241,138000.0,206796706.0
2010-07-01,T,F,17684,155000.0,3715554696.0
2010-07-01,T,L,1714,105000.0,236898669.0
2010-08-01,D,F,15271,281000.0,5451342995.0
2010-08-01,D,L,488,215000.0,142352625.0
2010-08-01,F,F,282,140000.0,53734505.0
2010-08-01,F,L,10660,167000.0,2365984820.0
2010-08-01,S,F,16714,176250.0,3595679480.0
2010-08-01,S,L,1112,144000.0,182847603.0
2010-08-01,T,F,16164,158000.0,3334174998.0
2010-08-01,T,L,1532,105000.0,214618545.0
2010-09-01,D,F,13940,277000.0,4927498951.0
2010-09-01,D,L,433,225000.0,139035868.0
2010-09-01,F,F,234,150000.0,50523809.0
2010-09-01,F,L,10880,170000.0,2465453123.0
2010-09-01,O,F,6,39375.0,406634.0
2010-09-01,O,L,1,41000.0,41000.0
2010-09-01,S,F,15150,174950.0,3227331436.0
2010-09-01,S,L,996,139000.0,155207704.0
2010-09-01,T,F,15111,155000.0,3023965552.0
2010-09-01,T,L,1454,106905.0,195067150.0
2010-10-01,D,F,14061,270000.0,4805772021.0
2010-10-01,D,L,429,225000.0,122125950.0
2010-10-01,F,F,290,135150.0,51667672.0
2010-10-01,F,L,10293,165000.0,2234334712.0
2010-10-01,O,F,2,100000.0,200000.0
2010-10-01,O,L,3,183300.0,661894.0
2010-10-01,S,F,16036,170000.0,3278480991.0
2010-10-01,S,L,1066,136000.0,166812192.0
2010-10-01,T,F,15730,150000.0,3072787081.0
2010-10-01,T,L,1451,100000.0,200939809.0
2010-11-01,D,F,13562,260000.0,4578450202.0
2010-11-01,D,L,422,214975.0,131781920.0
2010-11-01,F,F,247,139000.0,48115525.0
2010-11-01,F,L,10121,164000.0,2176865057.0
2010-11-01,O,F,1,301650.0,301650.0
2010-11-01,O,L,3,25000.0,555000.0
2010-11-01,S,F,15176,168000.0,3025042698.0
2010-11-01,S,L,1007,134000.0,158152660.0
2010-11-01,T,F,15003,150000.0,2881834235.0
2010-11-01,T,L,1480,102500.0,214395957.0
2010-12-01,D,F,13294,255000.0,4410663326.0
2010-12-01,D,L,507,220000.0,139420459.0
2010-12-01,F,F,276,129997.5,47771806.0
2010-12-01,F,L,10634,162330.0,2355568805.0
2010-12-01,O,F,3,90000.0,242500.0
2010-12-01,O,L,2,228375.0,456750.0
2010-12-01,S,F,15104,166500.0,3022457392.0
2010-12-01,S,L,1093,135000.0,162991794.0
2010-12-01,T,F,15224,149000.0,2899471754.0
2010-12-01,T,L,1480,102000.0,190891306.0
2011-01-01,D,F,8254,270000.0,2865966376.0
2011-01-01,D,L,314,219000.0,92639285.0
2011-01-01,F,F,167,125000.0,28447388.0
2011-01-01,F,L,7329,170000.0,1710769862.0
2011-01-01,O,F,5,250164.0,1718353.0
2011-01-01,S,F,9980,167000.0,2064044757.0
2011-01-01,S,L,679,132500.0,106926463.0
2011-01-01,T,F,10391,147500.0,2105200291.0
2011-01-01,T,L,1018,98000.0,142505269.0
2011-02-01,D,F,8750,250000.0,2917711031.0
2011-02-01,D,L,290,199472.5,81384692.0
