month,county,sales_volume,total_revenue,median_price
2001-03-01,DORSET,827,103885376.0,107100.0
2001-03-01,DURHAM,767,41005037.0,41000.0
2001-03-01,EAST RIDING OF YORKSHIRE,677,47771813.0,59950.0
2001-03-01,EAST SUSSEX,1156,133853365.0,95000.0
2001-03-01,ESSEX,2620,319786495.0,99000.0
2001-03-01,FLINTSHIRE,245,17168452.0,60000.0
2001-03-01,GLOUCESTERSHIRE,1162,134922568.0,91850.0
2001-03-01,GREATER LONDON,13137,2628241884.0,145000.0
2001-03-01,GREATER MANCHESTER,4179,280391156.0,55000.0
2001-03-01,GWYNEDD,192,10726716.0,46500.0
2001-03-01,HALTON,166,11036752.0,56200.0
2001-03-01,HAMPSHIRE,2320,337995706.0,120000.0
2001-03-01,HARTLEPOOL,231,12012360.0,45950.0
2001-03-01,HEREFORDSHIRE,350,37931582.0,87000.0
2001-03-01,HERTFORDSHIRE,2076,340133276.0,130000.0
2001-03-01,ISLE OF ANGLESEY,118,6870190.0,52750.0
2001-03-01,ISLE OF WIGHT,301,28971939.0,78000.0
2001-03-01,ISLES OF SCILLY,3,512500.0,200000.0
2001-03-01,KENT,2171,258651564.0,95000.0
2001-03-01,LANCASHIRE,2308,155560317.0,56500.0
2001-03-01,LEICESTER,426,27127397.0,49000.0
2001-03-01,LEICESTERSHIRE,1196,110462143.0,76000.0
2001-03-01,LINCOLNSHIRE,1503,105900197.0,59995.0
2001-03-01,LUTON,376,29526914.0,74225.0
2001-03-01,MEDWAY,560,52159714.0,76750.0
2001-03-01,MERSEYSIDE,1865,128915065.0,57000.0
2001-03-01,MERTHYR TYDFIL,82,3652577.0,35000.0
2001-03-01,MIDDLESBROUGH,211,9940414.0,36450.0
2001-03-01,MILTON KEYNES,535,68567083.0,90000.0
2001-03-01,MONMOUTHSHIRE,141,13539995.0,76950.0
2001-03-01,NEATH PORT TALBOT,205,11614287.0,43000.0
2001-03-01,NEWPORT,225,15037790.0,56000.0
2001-03-01,NORFOLK,1621,139318003.0,72995.0
2001-03-01,NORTH EAST LINCOLNSHIRE,295,14444660.0,45500.0
2001-03-01,NORTH LINCOLNSHIRE,272,15936853.0,47500.0
2001-03-01,NORTH SOMERSET,418,45406788.0,88000.0
2001-03-01,NORTH YORKSHIRE,982,93032900.0,76500.0
2001-03-01,NORTHAMPTONSHIRE,1515,141892073.0,79950.0
2001-03-01,NORTHUMBERLAND,571,42446154.0,57500.0
2001-03-01,NOTTINGHAMSHIRE,1336,103974342.0,63000.0
2001-03-01,OXFORDSHIRE,1172,184978402.0,130000.0
2001-03-01,PEMBROKESHIRE,194,13178926.0,54000.0
2001-03-01,POOLE,343,49473146.0,110500.0
2001-03-01,PORTSMOUTH,403,36606918.0,75500.0
2001-03-01,POWYS,173,14173370.0,68500.0
2001-03-01,READING,300,39341501.0,110975.0
2001-03-01,REDCAR AND CLEVELAND,212,12036362.0,49000.0
2001-03-01,RHONDDA CYNON TAFF,304,13782767.0,38750.0
2001-03-01,RUTLAND,59,7108099.0,97500.0
2001-03-01,SHROPSHIRE,435,43006114.0,80000.0
2001-03-01,SLOUGH,271,30314270.0,102000.0
2001-03-01,SOMERSET,1112,113517386.0,84000.0
2001-03-01,SOUTH GLOUCESTERSHIRE,555,60745898.0,94250.0
2001-03-01,SOUTH YORKSHIRE,1926,115228143.0,49650.0
2001-03-01,SOUTHAMPTON,399,36846463.0,83000.0
2001-03-01,SOUTHEND-ON-SEA,337,30692512.0,79000.0
2001-03-01,STAFFORDSHIRE,1350,112314195.0,71000.0
2001-03-01,STOCKTON-ON-TEES,347,22405875.0,56500.0
2001-03-01,STOKE-ON-TRENT,323,13584454.0,35000.0
2001-03-01,SUFFOLK,1299,126760293.0,78000.0
2001-03-01,SURREY,2067,422491550.0,159950.0
2001-03-01,SWANSEA,363,23110994.0,54000.0
2001-03-01,SWINDON,450,45351019.0,89999.5
2001-03-01,THE VALE OF GLAMORGAN,196,16286826.0,62975.0
2001-03-01,THURROCK,353,33330172.0,86995.0
2001-03-01,TORBAY,353,32958809.0,79950.0
2001-03-01,TORFAEN,118,6757346.0,47500.0
2001-03-01,TYNE AND WEAR,1613,100385669.0,52500.0
2001-03-01,WARRINGTON,335,33478071.0,78000.0
2001-03-01,WARWICKSHIRE,992,110134194.0,89725.0
2001-03-01,WEST BERKSHIRE,294,49797707.0,138000.0
2001-03-01,WEST MIDLANDS,3583,283851292.0,63000.0
2001-03-01,WEST SUSSEX,1471,200760270.0,115000.0
2001-03-01,WEST YORKSHIRE,3729,256450803.0,56850.0
2001-03-01,WILTSHIRE,854,112519617.0,111000.0
2001-03-01,WINDSOR AND MAIDENHEAD,252,65497920.0,180000.0
2001-03-01,WOKINGHAM,317,56306378.0,158000.0
2001-03-01,WORCESTERSHIRE,1020,111273113.0,87725.0
2001-03-01,WREKIN,366,28114100.0,60075.0
2001-03-01,WREXHAM,187,12760732.0,59500.0
2001-03-01,YORK,306,29206336.0,81000.0
2001-04-01,BATH AND NORTH EAST SOMERSET,307,43650613.0,123000.0
2001-04-01,BEDFORD,8,877550.0,89675.0
2001-04-01,BEDFORDSHIRE,830,96717091.0,98000.0
2001-04-01,BLACKBURN WITH DARWEN,248,12653575.0,37500.0
2001-04-01,BLACKPOOL,315,17136890.0,48500.0
2001-04-01,BLAENAU GWENT,77,2612555.0,29000.0
2001-04-01,BOURNEMOUTH,459,53313767.0,99950.0
2001-04-01,BRACKNELL FOREST,258,43341381.0,139475.0
2001-04-01,BRIDGEND,230,15364711.0,57750.0
2001-04-01,BRIGHTON AND HOVE,713,93888399.0,115000.0
2001-04-01,BUCKINGHAMSHIRE,985,191664309.0,147950.0
2001-04-01,CAERPHILLY,233,15565043.0,56000.0
2001-04-01,CAMBRIDGESHIRE,1181,144060065.0,100000.0
2001-04-01,CARDIFF,555,50921403.0,77950.0
2001-04-01,CARMARTHENSHIRE,231,13646231.0,49000.0
2001-04-01,CENTRAL BEDFORDSHIRE,10,1090650.0,114225.0
2001-04-01,CEREDIGION,122,9714298.0,68250.0
2001-04-01,CHESHIRE,1263,138500541.0,87000.0
2001-04-01,CHESHIRE EAST,6,355450.0,65250.0
2001-04-01,CHESHIRE WEST AND CHESTER,7,1006255.0,113000.0
2001-04-01,CITY OF BRISTOL,727,76494917.0,86000.0
2001-04-01,CITY OF DERBY,377,25647345.0,56950.0
2001-04-01,CITY OF KINGSTON UPON HULL,335,13540492.0,38000.0
2001-04-01,CITY OF NOTTINGHAM,440,31097036.0,52950.0
2001-04-01,CITY OF PETERBOROUGH,386,30157894.0,63000.0
2001-04-01,CITY OF PLYMOUTH,514,37959429.0,63201.5
2001-04-01,CONWY,197,13652239.0,59950.0
2001-04-01,CORNWALL,1004,101018146.0,82000.0
2001-04-01,COUNTY DURHAM,10,542450.0,45500.0
2001-04-01,CUMBRIA,845,62639331.0,59950.0
2001-04-01,DARLINGTON,242,14983128.0,51750.0
2001-04-01,DENBIGHSHIRE,141,8899316.0,55000.0
2001-04-01,DERBYSHIRE,1268,95432416.0,60000.0
2001-04-01,DEVON,1591,178329617.0,92000.0
2001-04-01,DORSET,857,119435411.0,125000.0
2001-04-01,DURHAM,720,38251152.0,46500.0
2001-04-01,EAST RIDING OF YORKSHIRE,713,56420426.0,65950.0
2001-04-01,EAST SUSSEX,1091,130477286.0,96500.0
2001-04-01,ESSEX,2626,343257675.0,106000.0
2001-04-01,FLINTSHIRE,226,16878930.0,60000.0
2001-04-01,GLOUCESTERSHIRE,1216,142822761.0,94725.0
2001-04-01,GREATER LONDON,12555,2571298346.0,151000.0
2001-04-01,GREATER MANCHESTER,3987,290539224.0,57950.0
2001-04-01,GWYNEDD,174,10705440.0,55500.0
2001-04-01,HALTON,135,8379295.0,49950.0
2001-04-01,HAMPSHIRE,2562,374840342.0,121250.0
2001-04-01,HARTLEPOOL,158,8148673.0,41500.0
2001-04-01,HEREFORDSHIRE,324,37239471.0,94500.0
2001-04-01,HERTFORDSHIRE,2080,345563961.0,134743.5
2001-04-01,ISLE OF ANGLESEY,101,6938359.0,60000.0
2001-04-01,ISLE OF WIGHT,313,30529509.0,80000.0
2001-04-01,KENT,2279,291783246.0,103000.0
2001-04-01,LANCASHIRE,2147,148938727.0,58000.0
2001-04-01,LEICESTER,386,25159431.0,52500.0
2001-04-01,LEICESTERSHIRE,1134,107941558.0,76500.0
2001-04-01,LINCOLNSHIRE,1419,110083984.0,66000.0
2001-04-01,LUTON,323,26817475.0,75000.0
2001-04-01,MEDWAY,503,45116697.0,78500.0
2001-04-01,MERSEYSIDE,1737,119836155.0,57000.0
2001-04-01,MERTHYR TYDFIL,59,2204413.0,35000.0
2001-04-01,MIDDLESBROUGH,235,10164396.0,38500.0
2001-04-01,MILTON KEYNES,553,61316476.0,92000.0
2001-04-01,MONMOUTHSHIRE,119,14544527.0,98000.0
2001-04-01,NEATH PORT TALBOT,155,9188442.0,51000.0
2001-04-01,NEWPORT,193,14316980.0,60000.0
2001-04-01,NORFOLK,1537,137129198.0,75500.0
2001-04-01,NORTH EAST LINCOLNSHIRE,293,15634725.0,45000.0
2001-04-01,NORTH LINCOLNSHIRE,271,16892054.0,51000.0
2001-04-01,NORTH SOMERSET,446,49272657.0,89950.0
2001-04-01,NORTH YORKSHIRE,952,98127788.0,79000.0
2001-04-01,NORTHAMPTONSHIRE,1522,158061466.0,84997.5
2001-04-01,NORTHUMBERLAND,563,45210799.0,65500.0
2001-04-01,NOTTINGHAMSHIRE,1363,112136457.0,67000.0
2001-04-01,OXFORDSHIRE,1179,194561089.0,135000.0
2001-04-01,PEMBROKESHIRE,176,12126395.0,58000.0
2001-04-01,POOLE,393,58316288.0,107950.0
2001-04-01,PORTSMOUTH,416,38595928.0,80000.0
2001-04-01,POWYS,149,11158243.0,62000.0
2001-04-01,READING,326,46164636.0,119077.5
2001-04-01,REDCAR AND CLEVELAND,217,12901266.0,52500.0
2001-04-01,RHONDDA CYNON TAFF,307,13503764.0,36000.0
2001-04-01,RUTLAND,79,10872590.0,112500.0
2001-04-01,SHROPSHIRE,436,44061697.0,84995.0
2001-04-01,SLOUGH,246,29235005.0,103000.0
2001-04-01,SOMERSET,1094,110418437.0,84500.0
2001-04-01,SOUTH GLOUCESTERSHIRE,550,61261650.0,92000.0
2001-04-01,SOUTH YORKSHIRE,1836,115602370.0,52250.0
2001-04-01,SOUTHAMPTON,407,40961016.0,88000.0
2001-04-01,SOUTHEND-ON-SEA,355,33778018.0,80000.0
2001-04-01,STAFFORDSHIRE,1149,100562729.0,72000.0
2001-04-01,STOCKTON-ON-TEES,319,21577590.0,57000.0
2001-04-01,STOKE-ON-TRENT,289,11979635.0,37000.0
2001-04-01,SUFFOLK,1386,139405939.0,82995.0
2001-04-01,SURREY,2102,456491382.0,169000.0
2001-04-01,SWANSEA,348,24993796.0,59950.0
2001-04-01,SWINDON,450,48492805.0,90000.0
2001-04-01,THE VALE OF GLAMORGAN,215,19972015.0,63950.0
2001-04-01,THURROCK,268,25039460.0,85250.0
2001-04-01,TORBAY,362,36893515.0,83250.0
2001-04-01,TORFAEN,125,7039890.0,49950.0
2001-04-01,TYNE AND WEAR,1609,105969837.0,56950.0
2001-04-01,WARRINGTON,274,25185092.0,72250.0
2001-04-01,WARWICKSHIRE,1010,114048941.0,89950.0
2001-04-01,WEST BERKSHIRE,278,47487145.0,132250.0
2001-04-01,WEST MIDLANDS,3323,271599312.0,65000.0
2001-04-01,WEST SUSSEX,1551,233108220.0,125000.0
2001-04-01,WEST YORKSHIRE,3455,237158584.0,58500.0
2001-04-01,WILTSHIRE,914,124580275.0,116000.0
2001-04-01,WINDSOR AND MAIDENHEAD,277,72414845.0,200000.0
2001-04-01,WOKINGHAM,317,66235298.0,177000.0
2001-04-01,WORCESTERSHIRE,1004,116057730.0,94325.0
2001-04-01,WREKIN,321,25078809.0,63000.0
2001-04-01,WREXHAM,193,13426330.0,59500.0
2001-04-01,YORK,356,32376348.0,80000.0
2001-05-01,BATH AND NORTH EAST SOMERSET,346,56654932.0,122000.0
2001-05-01,BEDFORD,10,2164000.0,99000.0
2001-05-01,BEDFORDSHIRE,910,107638724.0,98000.0
2001-05-01,BLACKBURN WITH DARWEN,292,15152278.0,40000.0
2001-05-01,BLACKPOOL,357,19568669.0,48000.0
2001-05-01,BLAENAU GWENT,55,2069065.0,32000.0
2001-05-01,BOURNEMOUTH,539,62433132.0,100000.0
2001-05-01,BRACKNELL FOREST,277,46706337.0,141500.0
2001-05-01,BRIDGEND,283,19724920.0,59995.0
2001-05-01,BRIGHTON AND HOVE,700,97497775.0,120000.0
2001-05-01,BUCKINGHAMSHIRE,1030,199437451.0,151000.0
2001-05-01,CAERPHILLY,290,16403779.0,52000.0
2001-05-01,CAMBRIDGESHIRE,1306,160641941.0,98950.0
2001-05-01,CARDIFF,551,52669605.0,81000.0
2001-05-01,CARMARTHENSHIRE,243,15510835.0,52000.0
2001-05-01,CENTRAL BEDFORDSHIRE,5,413895.0,89995.0
2001-05-01,CEREDIGION,114,8005927.0,60000.0
2001-05-01,CHESHIRE,1426,156615229.0,85725.0
2001-05-01,CHESHIRE EAST,7,1113900.0,148000.0
2001-05-01,CHESHIRE WEST AND CHESTER,5,268500.0,45000.0
2001-05-01,CITY OF BRISTOL,860,97144732.0,89000.0
2001-05-01,CITY OF DERBY,444,30551569.0,56000.0
2001-05-01,CITY OF KINGSTON UPON HULL,416,17943993.0,40250.0
2001-05-01,CITY OF NOTTINGHAM,444,28452530.0,49475.0
2001-05-01,CITY OF PETERBOROUGH,409,29662344.0,60000.0
2001-05-01,CITY OF PLYMOUTH,539,39071370.0,62000.0
2001-05-01,CONWY,209,15329935.0,61000.0
2001-05-01,CORNWALL,1118,106114441.0,78975.0
2001-05-01,COUNTY DURHAM,11,561250.0,38500.0
2001-05-01,CUMBRIA,941,72522673.0,62000.0
2001-05-01,DARLINGTON,214,13158969.0,53972.5
2001-05-01,DENBIGHSHIRE,164,10055485.0,53750.0
2001-05-01,DERBYSHIRE,1468,116485126.0,64625.0
2001-05-01,DEVON,1691,192403089.0,94000.0
2001-05-01,DORSET,996,139812532.0,120000.0
2001-05-01,DURHAM,897,52331960.0,49950.0
2001-05-01,EAST RIDING OF YORKSHIRE,790,58203789.0,62000.0
2001-05-01,EAST SUSSEX,1412,172130415.0,99950.0
2001-05-01,ESSEX,2976,387758824.0,105000.0
2001-05-01,FLINTSHIRE,251,18631216.0,65500.0
2001-05-01,GLOUCESTERSHIRE,1258,153088436.0,96000.0
2001-05-01,GREATER LONDON,14189,2854106848.0,153995.0
2001-05-01,GREATER MANCHESTER,4372,302945908.0,57950.0
2001-05-01,GWYNEDD,166,10856200.0,56000.0
2001-05-01,HALTON,149,10613210.0,59950.0
2001-05-01,HAMPSHIRE,2801,429947421.0,126500.0
2001-05-01,HARTLEPOOL,199,10243303.0,42950.0
2001-05-01,HEREFORDSHIRE,372,44087247.0,89995.0
2001-05-01,HERTFORDSHIRE,2194,376891577.0,137500.0
2001-05-01,ISLE OF ANGLESEY,104,6706569.0,58500.0
2001-05-01,ISLE OF WIGHT,344,36027775.0,86500.0
2001-05-01,ISLES OF SCILLY,1,107500.0,107500.0
2001-05-01,KENT,2561,331476064.0,103500.0
2001-05-01,LANCASHIRE,2368,167815997.0,58335.5
2001-05-01,LEICESTER,461,30861166.0,55400.0
2001-05-01,LEICESTERSHIRE,1372,130460123.0,77500.0
2001-05-01,LINCOLNSHIRE,1561,117674400.0,66000.0
2001-05-01,LUTON,413,35669055.0,79000.0
2001-05-01,MEDWAY,599,56036963.0,79000.0
2001-05-01,MERSEYSIDE,1953,137325226.0,58000.0
2001-05-01,MERTHYR TYDFIL,66,3191755.0,38225.0
2001-05-01,MIDDLESBROUGH,219,10271429.0,40000.0
2001-05-01,MILTON KEYNES,611,64267793.0,89000.0
2001-05-01,MONMOUTHSHIRE,120,13743238.0,93250.0
2001-05-01,NEATH PORT TALBOT,198,10556336.0,46747.5
2001-05-01,NEWPORT,222,16633273.0,63375.0
2001-05-01,NORFOLK,1768,162024340.0,78500.0
2001-05-01,NORTH EAST LINCOLNSHIRE,333,17583255.0,48000.0
2001-05-01,NORTH LINCOLNSHIRE,296,18142758.0,54000.0
2001-05-01,NORTH SOMERSET,478,55215568.0,92750.0
2001-05-01,NORTH YORKSHIRE,1120,116288773.0,83000.0
2001-05-01,NORTHAMPTONSHIRE,1675,171017986.0,84000.0
2001-05-01,NORTHUMBERLAND,547,42059079.0,66000.0
2001-05-01,NOTTINGHAMSHIRE,1496,123907389.0,67625.0
2001-05-01,OXFORDSHIRE,1242,204522897.0,137000.0
2001-05-01,PEMBROKESHIRE,236,16243710.0,50950.0
2001-05-01,POOLE,401,57912468.0,109000.0
2001-05-01,PORTSMOUTH,409,36606090.0,78995.0
2001-05-01,POWYS,176,14480651.0,69000.0
2001-05-01,READING,363,51147483.0,122500.0
2001-05-01,REDCAR AND CLEVELAND,224,12923903.0,50000.0
2001-05-01,RHONDDA CYNON TAFF,383,18803322.0,39000.0
2001-05-01,RUTLAND,80,10523380.0,105000.0
2001-05-01,SHROPSHIRE,620,63309033.0,85000.0
2001-05-01,SLOUGH,291,33062805.0,102500.0
2001-05-01,SOMERSET,1089,115118902.0,86000.0
2001-05-01,SOUTH GLOUCESTERSHIRE,580,64558787.0,96000.0
2001-05-01,SOUTH YORKSHIRE,2133,132563556.0,51000.0
2001-05-01,SOUTHAMPTON,480,45285313.0,85000.0
2001-05-01,SOUTHEND-ON-SEA,399,39132542.0,82500.0
2001-05-01,STAFFORDSHIRE,1448,131564087.0,74000.0
2001-05-01,STOCKTON-ON-TEES,344,24822933.0,60000.0
2001-05-01,STOKE-ON-TRENT,338,14862990.0,38250.0
2001-05-01,SUFFOLK,1512,151835410.0,84000.0
2001-05-01,SURREY,2464,542068736.0,169472.5
2001-05-01,SWANSEA,376,25742443.0,58500.0
2001-05-01,SWINDON,442,48105878.0,96000.0
2001-05-01,THE VALE OF GLAMORGAN,267,24707705.0,77000.0
2001-05-01,THURROCK,345,31015592.0,78000.0
2001-05-01,TORBAY,374,34643126.0,79000.0
2001-05-01,TORFAEN,132,7833480.0,48475.0
2001-05-01,TYNE AND WEAR,1763,116329347.0,54000.0
2001-05-01,WARRINGTON,356,35939529.0,75725.0
2001-05-01,WARWICKSHIRE,1046,125947322.0,96000.0
2001-05-01,WEST BERKSHIRE,325,58091759.0,146000.0
2001-05-01,WEST MIDLANDS,3989,328480977.0,65500.0
2001-05-01,WEST SUSSEX,1797,260905227.0,123950.0
2001-05-01,WEST YORKSHIRE,3898,277636125.0,58000.0
2001-05-01,WILTSHIRE,967,133087823.0,114950.0
2001-05-01,WINDSOR AND MAIDENHEAD,299,75661385.0,199950.0
2001-05-01,WOKINGHAM,382,71688685.0,164750.0
2001-05-01,WORCESTERSHIRE,1188,136934294.0,92000.0
2001-05-01,WREKIN,331,26199292.0,68950.0
2001-05-01,WREXHAM,157,12428386.0,65000.0
2001-05-01,YORK,414,39335485.0,80000.0
2001-06-01,BATH AND NORTH EAST SOMERSET,386,64015134.0,134950.0
2001-06-01,BEDFORD,11,1041200.0,72050.0
2001-06-01,BEDFORDSHIRE,1009,123851776.0,99995.0
2001-06-01,BLACKBURN WITH DARWEN,262,13938022.0,45000.0
2001-06-01,BLACKPOOL,380,21080576.0,49150.0
2001-06-01,BLAENAU GWENT,103,3520584.0,32000.0
2001-06-01,BOURNEMOUTH,625,77197690.0,109500.0
2001-06-01,BRACKNELL FOREST,360,59114955.0,134000.0
2001-06-01,BRIDGEND,312,22253649.0,64500.0
2001-06-01,BRIGHTON AND HOVE,881,121467560.0,125000.0
2001-06-01,BUCKINGHAMSHIRE,1136,237240575.0,151000.0
2001-06-01,CAERPHILLY,341,21916971.0,53950.0
2001-06-01,CAMBRIDGESHIRE,1432,175678622.0,105000.0
2001-06-01,CARDIFF,835,84124814.0,84950.0
2001-06-01,CARMARTHENSHIRE,274,16189952.0,52000.0
2001-06-01,CENTRAL BEDFORDSHIRE,17,1723845.0,93995.0
2001-06-01,CEREDIGION,129,10592395.0,75000.0
2001-06-01,CHESHIRE,1627,185596440.0,86000.0
2001-06-01,CHESHIRE EAST,13,1441795.0,85775.0
2001-06-01,CHESHIRE WEST AND CHESTER,10,2509644.0,96750.0
2001-06-01,CITY OF BRISTOL,932,101336431.0,89000.0
2001-06-01,CITY OF DERBY,491,34112548.0,59000.0
2001-06-01,CITY OF KINGSTON UPON HULL,459,19658172.0,39000.0
2001-06-01,CITY OF NOTTINGHAM,497,33508147.0,52950.0
2001-06-01,CITY OF PETERBOROUGH,456,37068289.0,64950.0
2001-06-01,CITY OF PLYMOUTH,614,44892062.0,65000.0
2001-06-01,CONWY,266,20523162.0,65000.0
2001-06-01,CORNWALL,1211,118178308.0,83995.0
2001-06-01,COUNTY DURHAM,7,449450.0,39500.0
2001-06-01,CUMBRIA,1012,78670992.0,65000.0
2001-06-01,DARLINGTON,282,19611381.0,57972.5
2001-06-01,DENBIGHSHIRE,183,12536504.0,58500.0
2001-06-01,DERBYSHIRE,1618,129473652.0,64950.0
2001-06-01,DEVON,1824,210295325.0,95000.0
2001-06-01,DORSET,1012,148067306.0,128500.0
2001-06-01,DURHAM,983,58566175.0,49950.0
2001-06-01,EAST RIDING OF YORKSHIRE,857,67633580.0,67500.0
2001-06-01,EAST SUSSEX,1409,177445193.0,105000.0
2001-06-01,ESSEX,3335,440327957.0,107500.0
2001-06-01,FLINTSHIRE,269,21989375.0,64000.0
2001-06-01,GLOUCESTERSHIRE,1462,189716806.0,103975.0
2001-06-01,GREATER LONDON,15841,3273799564.0,155000.0
2001-06-01,GREATER MANCHESTER,4847,363352406.0,59950.0
2001-06-01,GWYNEDD,221,15514569.0,59950.0
2001-06-01,HALTON,190,14458172.0,59450.0
2001-06-01,HAMPSHIRE,3178,495352084.0,129972.5
2001-06-01,HARTLEPOOL,200,11325830.0,51500.0
2001-06-01,HEREFORDSHIRE,422,48467198.0,92000.0
2001-06-01,HERTFORDSHIRE,2594,447897002.0,138000.0
2001-06-01,ISLE OF ANGLESEY,121,7840150.0,57500.0
2001-06-01,ISLE OF WIGHT,368,36941337.0,85000.0
2001-06-01,KENT,3045,393100394.0,104995.0
2001-06-01,LANCASHIRE,2613,187874931.0,59950.0
2001-06-01,LEICESTER,512,32080294.0,52250.0
2001-06-01,LEICESTERSHIRE,1528,153609607.0,80000.0
2001-06-01,LINCOLNSHIRE,1797,140108050.0,67000.0
2001-06-01,LUTON,501,44337984.0,80000.0
2001-06-01,MEDWAY,623,60609022.0,82000.0
2001-06-01,MERSEYSIDE,2256,157501313.0,59500.0
2001-06-01,MERTHYR TYDFIL,96,4185260.0,37500.0
2001-06-01,MIDDLESBROUGH,235,12842125.0,49000.0
2001-06-01,MILTON KEYNES,672,79896650.0,97000.0
2001-06-01,MONMOUTHSHIRE,226,25721635.0,98500.0
2001-06-01,NEATH PORT TALBOT,224,13200491.0,49475.0
2001-06-01,NEWPORT,298,24799311.0,70872.5
2001-06-01,NORFOLK,2038,192342901.0,79950.0
2001-06-01,NORTH EAST LINCOLNSHIRE,404,21570235.0,48500.0
2001-06-01,NORTH LINCOLNSHIRE,379,24140112.0,54000.0
2001-06-01,NORTH SOMERSET,585,70615824.0,98500.0
2001-06-01,NORTH YORKSHIRE,1453,149303855.0,83495.0
2001-06-01,NORTHAMPTONSHIRE,1971,199608638.0,84000.0
2001-06-01,NORTHUMBERLAND,736,57448365.0,62725.0
2001-06-01,NOTTINGHAMSHIRE,1767,141425427.0,67500.0
2001-06-01,OXFORDSHIRE,1559,267558645.0,140000.0
2001-06-01,PEMBROKESHIRE,183,13672545.0,60000.0
2001-06-01,POOLE,478,65838409.0,114725.0
2001-06-01,PORTSMOUTH,473,43301567.0,81000.0
2001-06-01,POWYS,217,18342745.0,75000.0
2001-06-01,READING,365,51706468.0,124000.0
2001-06-01,REDCAR AND CLEVELAND,305,18187478.0,54000.0
2001-06-01,RHONDDA CYNON TAFF,436,25646257.0,46950.0
2001-06-01,RUTLAND,109,15105957.0,120000.0
2001-06-01,SHROPSHIRE,577,63123315.0,87000.0
2001-06-01,SLOUGH,418,55403540.0,122995.0
2001-06-01,SOMERSET,1375,149025679.0,90000.0
2001-06-01,SOUTH GLOUCESTERSHIRE,722,80926591.0,97250.0
2001-06-01,SOUTH YORKSHIRE,2557,168742014.0,54000.0
2001-06-01,SOUTHAMPTON,475,49032478.0,92000.0
2001-06-01,SOUTHEND-ON-SEA,474,47611134.0,85000.0
2001-06-01,STAFFORDSHIRE,1600,144990859.0,73975.0
2001-06-01,STOCKTON-ON-TEES,462,33296656.0,60000.0
2001-06-01,STOKE-ON-TRENT,425,18710032.0,38000.0
2001-06-01,SUFFOLK,1758,180041477.0,84950.0
2001-06-01,SURREY,2703,618732834.0,177000.0
2001-06-01,SWANSEA,479,34723574.0,59995.0
2001-06-01,SWINDON,559,60377620.0,97750.0
2001-06-01,THE VALE OF GLAMORGAN,340,31725956.0,79472.5
2001-06-01,THURROCK,425,40885220.0,88250.0
2001-06-01,TORBAY,448,41031295.0,82000.0
2001-06-01,TORFAEN,143,9717724.0,50000.0
2001-06-01,TYNE AND WEAR,2027,137614386.0,57000.0
2001-06-01,WARRINGTON,399,42077254.0,78995.0
2001-06-01,WARWICKSHIRE,1285,154887005.0,99000.0
2001-06-01,WEST BERKSHIRE,386,64685528.0,139975.0
2001-06-01,WEST MIDLANDS,4636,395226089.0,67950.0
2001-06-01,WEST SUSSEX,2040,303384264.0,125000.0
2001-06-01,WEST YORKSHIRE,4500,324422656.0,59850.0
2001-06-01,WILTSHIRE,1211,170062213.0,118500.0
2001-06-01,WINDSOR AND MAIDENHEAD,308,73046400.0,188975.0
2001-06-01,WOKINGHAM,348,66195139.0,162500.0
2001-06-01,WORCESTERSHIRE,1257,150243283.0,99000.0
2001-06-01,WREKIN,396,30751104.0,64000.0
2001-06-01,WREXHAM,227,19354643.0,68000.0
2001-06-01,YORK,544,55786210.0,89735.0
2001-07-01,BATH AND NORTH EAST SOMERSET,425,67120377.0,130000.0
2001-07-01,BEDFORD,5,488900.0,102000.0
2001-07-01,BEDFORDSHIRE,996,124427844.0,105000.0
2001-07-01,BLACKBURN WITH DARWEN,268,13397890.0,39000.0
2001-07-01,BLACKPOOL,355,19833463.0,49250.0
2001-07-01,BLAENAU GWENT,88,3196188.0,35250.0
2001-07-01,BOURNEMOUTH,578,69781979.0,109000.0
2001-07-01,BRACKNELL FOREST,318,51662894.0,135000.0
2001-07-01,BRIDGEND,319,21147539.0,59950.0
2001-07-01,BRIGHTON AND HOVE,801,121937461.0,127000.0
2001-07-01,BUCKINGHAMSHIRE,1184,249785548.0,165000.0
2001-07-01,CAERPHILLY,328,19812517.0,52625.0
2001-07-01,CAMBRIDGESHIRE,1568,208279008.0,110000.0
2001-07-01,CARDIFF,847,79525821.0,82500.0
2001-07-01,CARMARTHENSHIRE,272,16120182.0,50000.0
2001-07-01,CENTRAL BEDFORDSHIRE,26,3762790.0,97995.0
2001-07-01,CEREDIGION,116,8632889.0,69100.0
2001-07-01,CHESHIRE,1614,187014264.0,90000.0
2001-07-01,CHESHIRE EAST,20,2423350.0,92200.0
2001-07-01,CHESHIRE WEST AND CHESTER,6,490450.0,59975.0
2001-07-01,CITY OF BRISTOL,916,109998372.0,95000.0
2001-07-01,CITY OF DERBY,514,35160301.0,56000.0
2001-07-01,CITY OF KINGSTON UPON HULL,508,20546566.0,35356.5
2001-07-01,CITY OF NOTTINGHAM,544,37072249.0,50541.0
2001-07-01,CITY OF PETERBOROUGH,430,33221266.0,63750.0
2001-07-01,CITY OF PLYMOUTH,578,45888032.0,68975.0
2001-07-01,CONWY,257,18161296.0,62000.0
