month,property_type,is_new_build,sales_volume,median_price,total_revenue
2000-08-01,D,1,4770,127372.5,728969680.0
2000-08-01,F,0,14390,76000.0,1459580642.0
2000-08-01,F,1,1858,117500.0,287819988.0
2000-08-01,S,0,26855,75000.0,2538964140.0
2000-08-01,S,1,1424,76500.0,131456922.0
2000-08-01,T,0,30087,60000.0,2465587559.0
2000-08-01,T,1,1192,88950.0,136166031.0
2000-09-01,D,0,18144,129995.0,3048189573.0
2000-09-01,D,1,5063,125000.0,756166684.0
2000-09-01,F,0,13527,76000.0,1385223167.0
2000-09-01,F,1,1578,122975.0,261608860.0
2000-09-01,O,0,1,250000.0,250000.0
2000-09-01,S,0,25056,72000.0,2273009216.0
2000-09-01,S,1,1511,73950.0,136775771.0
2000-09-01,T,0,28038,59000.0,2196916181.0
2000-09-01,T,1,1395,87995.0,158058850.0
2000-10-01,D,0,17059,130000.0,2905179139.0
2000-10-01,D,1,4389,125995.0,662541126.0
2000-10-01,F,0,12770,75000.0,1319214087.0
2000-10-01,F,1,1523,130000.0,250234422.0
2000-10-01,O,0,1,3000.0,3000.0
2000-10-01,S,0,23860,72000.0,2166540228.0
2000-10-01,S,1,1362,75000.0,126801042.0
2000-10-01,T,0,26694,59000.0,2080480179.0
2000-10-01,T,1,1162,89995.0,133252404.0
2000-11-01,D,0,16914,132950.0,2872054829.0
2000-11-01,D,1,4555,129000.0,693719856.0
2000-11-01,F,0,12968,76000.0,1347884917.0
2000-11-01,F,1,1690,129000.0,313176351.0
2000-11-01,O,0,2,132187.5,264375.0
2000-11-01,S,0,23536,73000.0,2168215104.0
2000-11-01,S,1,1365,74950.0,125652450.0
2000-11-01,T,0,26616,59000.0,2122757161.0
2000-11-01,T,1,1377,89950.0,155222177.0
2000-12-01,D,0,17137,130000.0,2858296721.0
2000-12-01,D,1,6919,129950.0,1068813655.0
2000-12-01,F,0,13480,77500.0,1417332519.0
2000-12-01,F,1,2373,124995.0,383645430.0
2000-12-01,S,0,24933,74500.0,2292285617.0
2000-12-01,S,1,1943,79995.0,186082486.0
2000-12-01,T,0,28242,59950.0,2248700008.0
2000-12-01,T,1,2028,92500.0,242288556.0
2001-01-01,D,0,12349,135000.0,2190258019.0
2001-01-01,D,1,2334,133000.0,368861602.0
2001-01-01,F,0,11225,80000.0,1213692249.0
2001-01-01,F,1,1234,127500.0,213726526.0
2001-01-01,O,0,1,1800000.0,1800000.0
2001-01-01,S,0,18274,75000.0,1747467549.0
2001-01-01,S,1,886,80475.0,90543184.0
2001-01-01,T,0,21957,60000.0,1836179311.0
2001-01-01,T,1,812,95000.0,92925901.0
2001-02-01,D,0,12416,135000.0,2136202429.0
2001-02-01,D,1,3323,131950.0,530410115.0
2001-02-01,F,0,10870,79000.0,1149083373.0
2001-02-01,F,1,1441,117950.0,237060372.0
2001-02-01,S,0,18556,75000.0,1756463224.0
2001-02-01,S,1,1059,78000.0,105535865.0
2001-02-01,T,0,22926,61000.0,1847228593.0
2001-02-01,T,1,1089,92995.0,126514428.0
2001-03-01,D,0,16846,133000.0,2879180152.0
2001-03-01,D,1,5265,129500.0,820312830.0
2001-03-01,F,0,13993,80000.0,1541277171.0
2001-03-01,F,1,2070,120500.0,330194495.0
2001-03-01,S,0,25122,75000.0,2353348126.0
2001-03-01,S,1,1674,79950.0,163504635.0
2001-03-01,T,0,29798,60000.0,2465795226.0
2001-03-01,T,1,1538,93975.0,182439126.0
2001-04-01,D,0,18538,138950.0,3243708438.0
2001-04-01,D,1,4218,133972.5,679660371.0
2001-04-01,F,0,13466,83500.0,1518024119.0
2001-04-01,F,1,1754,125972.5,288082246.0
2001-04-01,S,0,25249,79500.0,2498128604.0
2001-04-01,S,1,1295,84000.0,136432698.0
2001-04-01,T,0,28419,66000.0,2468410796.0
2001-04-01,T,1,1264,105000.0,166325087.0
2001-05-01,D,0,20562,139950.0,3603353775.0
2001-05-01,D,1,4760,134750.0,772527172.0
2001-05-01,F,0,15067,84695.0,1720243297.0
2001-05-01,F,1,1928,125000.0,302912791.0
2001-05-01,S,0,28595,80000.0,2857350768.0
2001-05-01,S,1,1520,80000.0,153207973.0
2001-05-01,T,0,31689,67500.0,2761290048.0
2001-05-01,T,1,1521,99500.0,188038130.0
2001-06-01,D,0,22476,141000.0,4007715277.0
2001-06-01,D,1,7495,134650.0,1216508272.0
2001-06-01,F,0,16740,86500.0,1964231675.0
2001-06-01,F,1,3119,129995.0,496622816.0
2001-06-01,S,0,31724,80000.0,3195362514.0
2001-06-01,S,1,2250,84997.5,225713806.0
2001-06-01,T,0,34672,67500.0,3030436049.0
2001-06-01,T,1,2416,109500.0,308431584.0
2001-07-01,D,0,24718,147000.0,4657701091.0
2001-07-01,D,1,4129,136000.0,694651698.0
2001-07-01,F,0,16897,87500.0,1981693367.0
2001-07-01,F,1,2257,129950.0,361247601.0
2001-07-01,S,0,33200,84000.0,3496362767.0
2001-07-01,S,1,1397,84400.0,143473587.0
2001-07-01,T,0,36689,69950.0,3406153257.0
2001-07-01,T,1,1241,105000.0,163919724.0
2001-08-01,D,0,27639,149500.0,5214392041.0
2001-08-01,D,1,5030,136995.0,840312147.0
2001-08-01,F,0,18338,89950.0,2169961644.0
2001-08-01,F,1,2546,124997.5,394069979.0
2001-08-01,O,0,1,204.0,204.0
2001-08-01,S,0,36281,85000.0,3851109953.0
2001-08-01,S,1,1518,86500.0,163995688.0
2001-08-01,T,0,39929,70000.0,3688855464.0
2001-08-01,T,1,1593,108950.0,211669444.0
2001-09-01,D,0,21062,149950.0,3960593404.0
2001-09-01,D,1,4447,140000.0,758537874.0
2001-09-01,F,0,14986,89950.0,1763985207.0
2001-09-01,F,1,1981,130000.0,324635763.0
2001-09-01,O,0,1,3000.0,3000.0
2001-09-01,S,0,28223,84500.0,2974546102.0
2001-09-01,S,1,1324,86500.0,139168287.0
2001-09-01,T,0,31350,69500.0,2847295493.0
2001-09-01,T,1,1336,112975.0,192364140.0
2001-10-01,D,0,22338,147000.0,4096372179.0
2001-10-01,D,1,4240,137485.0,704573536.0
2001-10-01,F,0,15896,87500.0,1814453840.0
2001-10-01,F,1,2146,129950.0,332743166.0
2001-10-01,S,0,30684,84500.0,3163904931.0
2001-10-01,S,1,1384,87950.0,148933680.0
2001-10-01,T,0,34641,68500.0,3052734594.0
2001-10-01,T,1,1394,107972.5,184148709.0
2001-11-01,D,0,22163,144950.0,3958861826.0
2001-11-01,D,1,4980,139950.0,819782967.0
2001-11-01,F,0,16258,87500.0,1826758769.0
2001-11-01,F,1,2270,131026.5,364856383.0
2001-11-01,S,0,31812,83000.0,3239746160.0
2001-11-01,S,1,1610,85850.0,168841349.0
2001-11-01,T,0,36001,67500.0,3116830591.0
2001-11-01,T,1,1673,110300.0,218753033.0
2001-12-01,D,0,18049,149500.0,3325728174.0
2001-12-01,D,1,6082,145000.0,1068635160.0
2001-12-01,F,0,13509,89000.0,1542962961.0
2001-12-01,F,1,3397,131000.0,540422786.0
2001-12-01,O,0,1,1000000.0,1000000.0
2001-12-01,S,0,25329,85000.0,2633282006.0
2001-12-01,S,1,1803,89995.0,200322529.0
2001-12-01,T,0,29432,68000.0,2566091774.0
2001-12-01,T,1,2112,117000.0,288682831.0
2002-01-01,D,0,14331,150000.0,2732058042.0
2002-01-01,D,1,2160,145000.0,376935158.0
2002-01-01,F,0,11631,91000.0,1374788332.0
2002-01-01,F,1,1583,135950.0,256207886.0
2002-01-01,O,0,2,158000.0,316000.0
2002-01-01,S,0,20538,86000.0,2180805098.0
2002-01-01,S,1,794,84950.0,84128284.0
2002-01-01,T,0,24919,69000.0,2262570664.0
2002-01-01,T,1,753,111950.0,100997836.0
2002-02-01,D,0,14745,150000.0,2741901270.0
2002-02-01,D,1,3083,145995.0,541652403.0
2002-02-01,F,0,12367,91000.0,1469575341.0
2002-02-01,F,1,2072,133725.0,326658212.0
2002-02-01,S,0,22029,85000.0,2311007019.0
2002-02-01,S,1,1071,93495.0,119507621.0
2002-02-01,T,0,26244,68625.0,2340209972.0
2002-02-01,T,1,1106,115972.5,154217779.0
2002-03-01,D,0,20169,150000.0,3787353999.0
2002-03-01,D,1,5238,149475.0,942153238.0
2002-03-01,F,0,15469,95000.0,1923433390.0
2002-03-01,F,1,2876,132950.0,457340755.0
2002-03-01,S,0,29140,86950.0,3099878372.0
2002-03-01,S,1,1756,92250.0,198483709.0
2002-03-01,T,0,33976,71000.0,3098064098.0
2002-03-01,T,1,1733,112500.0,232185190.0
2002-04-01,D,0,20557,157000.0,4018112833.0
2002-04-01,D,1,3926,154000.0,717118009.0
2002-04-01,F,0,15377,99000.0,2010406399.0
2002-04-01,F,1,2425,140000.0,410924098.0
2002-04-01,S,0,28278,90000.0,3147591185.0
2002-04-01,S,1,1317,95995.0,155519722.0
2002-04-01,T,0,33172,75000.0,3234960729.0
2002-04-01,T,1,1444,119997.5,210451217.0
2002-05-01,D,0,27552,160000.0,5378107274.0
2002-05-01,D,1,5378,151000.0,973202408.0
2002-05-01,F,0,19763,101000.0,2573644632.0
2002-05-01,F,1,3236,136995.0,531516159.0
2002-05-01,O,0,1,150000.0,150000.0
2002-05-01,S,0,38357,93000.0,4368889885.0
2002-05-01,S,1,1800,98950.0,217318426.0
2002-05-01,T,0,42906,77500.0,4240866020.0
2002-05-01,T,1,2085,120000.0,294380377.0
2002-06-01,D,0,21891,169000.0,4553976162.0
2002-06-01,D,1,5852,161425.0,1111083844.0
2002-06-01,F,0,15165,107000.0,2091148626.0
2002-06-01,F,1,3809,136995.0,616370980.0
2002-06-01,O,0,1,95000.0,95000.0
2002-06-01,S,0,28386,96750.0,3366488024.0
2002-06-01,S,1,1975,107500.0,251171643.0
2002-06-01,T,0,32169,80000.0,3310291299.0
2002-06-01,T,1,2279,128000.0,340417528.0
2002-07-01,D,0,28137,178000.0,6195222942.0
2002-07-01,D,1,4032,160000.0,770375934.0
2002-07-01,F,0,19423,109950.0,2653372803.0
2002-07-01,F,1,3333,132000.0,520030891.0
2002-07-01,S,0,35868,104000.0,4481759878.0
2002-07-01,S,1,1396,101975.0,178512619.0
2002-07-01,T,0,41117,83500.0,4399244041.0
2002-07-01,T,1,1573,122995.0,236759216.0
2002-08-01,D,0,27659,180000.0,6138780663.0
2002-08-01,D,1,4631,165000.0,907524287.0
2002-08-01,F,0,19304,112000.0,2697768066.0
2002-08-01,F,1,3241,140000.0,560271254.0
2002-08-01,S,0,36112,105972.5,4608524602.0
2002-08-01,S,1,1510,109995.0,195720468.0
2002-08-01,T,0,40585,84950.0,4368345558.0
2002-08-01,T,1,1742,126997.5,266473033.0
2002-09-01,D,0,21691,185000.0,4961998598.0
2002-09-01,D,1,4039,167000.0,798870616.0
2002-09-01,F,0,16590,115000.0,2348899296.0
2002-09-01,F,1,2939,140000.0,495391425.0
2002-09-01,S,0,28691,105000.0,3616421103.0
2002-09-01,S,1,1386,110000.0,182203228.0
2002-09-01,T,0,34170,84000.0,3652540428.0
2002-09-01,T,1,1614,125250.0,231111607.0
2002-10-01,D,0,21885,185000.0,4963530465.0
2002-10-01,D,1,3971,165000.0,770959181.0
2002-10-01,F,0,16946,115000.0,2343394543.0
2002-10-01,F,1,2834,139995.0,463590082.0
2002-10-01,S,0,29272,105375.0,3733096442.0
2002-10-01,S,1,1494,110725.0,192839978.0
2002-10-01,T,0,35219,83000.0,3716646142.0
2002-10-01,T,1,1686,126625.0,246907204.0
2002-11-01,D,0,22201,185000.0,5014608272.0
2002-11-01,D,1,4649,169830.0,910431620.0
2002-11-01,F,0,17002,113700.0,2314197715.0
2002-11-01,F,1,3103,137500.0,505244676.0
2002-11-01,S,0,31027,105000.0,3891100933.0
2002-11-01,S,1,1649,114995.0,218617294.0
2002-11-01,T,0,37367,82500.0,3900499642.0
2002-11-01,T,1,1911,130000.0,289717704.0
2002-12-01,D,0,19269,185000.0,4357451292.0
2002-12-01,D,1,5509,179950.0,1147200646.0
2002-12-01,F,0,15790,117000.0,2218478565.0
2002-12-01,F,1,4224,138950.0,691763327.0
2002-12-01,S,0,27157,110000.0,3522689703.0
2002-12-01,S,1,2125,122500.0,302368304.0
2002-12-01,T,0,32699,85000.0,3487224539.0
2002-12-01,T,1,2598,138950.0,404883299.0
2003-01-01,D,0,15714,193000.0,3708886164.0
2003-01-01,D,1,2035,179950.0,424856286.0
2003-01-01,F,0,13442,117000.0,1902955574.0
2003-01-01,F,1,1897,143500.0,322447511.0
2003-01-01,S,0,22459,112000.0,2969014297.0
2003-01-01,S,1,839,118950.0,113168397.0
2003-01-01,T,0,28023,87000.0,3046578432.0
2003-01-01,T,1,987,127995.0,145956496.0
2003-02-01,D,0,13913,189500.0,3226889592.0
2003-02-01,D,1,2785,179950.0,576665413.0
2003-02-01,F,0,12360,116000.0,1695454515.0
2003-02-01,F,1,2252,140500.0,371591240.0
2003-02-01,O,0,1,60000.0,60000.0
2003-02-01,S,0,20815,111000.0,2689553027.0
2003-02-01,S,1,1153,125000.0,160490476.0
2003-02-01,T,0,26480,84500.0,2798009791.0
2003-02-01,T,1,1287,131000.0,191879879.0
2003-03-01,D,0,14516,189950.0,3344245125.0
2003-03-01,D,1,3412,179950.0,707137846.0
2003-03-01,F,0,12720,115000.0,1718503272.0
2003-03-01,F,1,2815,138000.0,466815763.0
2003-03-01,O,0,1,150000.0,150000.0
2003-03-01,S,0,22131,110000.0,2825386465.0
2003-03-01,S,1,1292,124950.0,188043990.0
2003-03-01,T,0,27832,84575.0,2935681668.0
2003-03-01,T,1,1573,138950.0,239150807.0
2003-04-01,D,0,15874,195000.0,3737293283.0
2003-04-01,D,1,2924,180000.0,627535428.0
2003-04-01,F,0,12875,118000.0,1776390846.0
2003-04-01,F,1,2659,140995.0,455982826.0
2003-04-01,S,0,23511,115000.0,3113527151.0
2003-04-01,S,1,1205,130000.0,177944767.0
2003-04-01,T,0,28747,87500.0,3104962387.0
2003-04-01,T,1,1435,135000.0,226296859.0
2003-05-01,D,0,16908,195000.0,3997487765.0
2003-05-01,D,1,3572,180000.0,748003000.0
2003-05-01,F,0,14028,117000.0,1912199502.0
2003-05-01,F,1,3197,142950.0,556452061.0
2003-05-01,S,0,26051,116000.0,3461062438.0
2003-05-01,S,1,1399,130000.0,207138504.0
2003-05-01,T,0,31736,87000.0,3436372780.0
2003-05-01,T,1,1646,143975.0,257521670.0
2003-06-01,D,0,16925,195000.0,3969893119.0
2003-06-01,D,1,5014,186950.0,1090058070.0
2003-06-01,F,0,14260,120000.0,1979038546.0
2003-06-01,F,1,4648,148000.0,807642226.0
2003-06-01,S,0,25561,117500.0,3436003640.0
2003-06-01,S,1,2047,136995.0,305773398.0
2003-06-01,T,0,30720,89950.0,3419883593.0
2003-06-01,T,1,2481,145000.0,400332083.0
2003-07-01,D,0,21144,205000.0,5238843936.0
2003-07-01,D,1,2801,185500.0,607367608.0
2003-07-01,F,0,15936,123000.0,2295540613.0
2003-07-01,F,1,3258,145000.0,576392948.0
2003-07-01,O,0,2,29450.0,58900.0
2003-07-01,S,0,29763,123000.0,4231000312.0
2003-07-01,S,1,1177,136995.0,177242008.0
2003-07-01,T,0,35389,94000.0,4149553845.0
2003-07-01,T,1,1398,147500.0,239021800.0
2003-08-01,D,0,22708,210000.0,5719089114.0
2003-08-01,D,1,3515,190000.0,777718264.0
2003-08-01,F,0,16541,125000.0,2391235559.0
2003-08-01,F,1,3367,150000.0,643581869.0
2003-08-01,S,0,31744,125000.0,4580562732.0
2003-08-01,S,1,1378,135000.0,205894419.0
2003-08-01,T,0,36808,97450.0,4371520398.0
2003-08-01,T,1,1643,145950.0,266245802.0
2003-09-01,D,0,21380,211000.0,5423338614.0
2003-09-01,D,1,3330,189500.0,730390650.0
2003-09-01,F,0,16957,125000.0,2520125599.0
2003-09-01,F,1,3580,149500.0,674304258.0
2003-09-01,S,0,30248,126375.0,4405010652.0
2003-09-01,S,1,1430,136995.0,217175477.0
2003-09-01,T,0,35250,97000.0,4241583148.0
2003-09-01,T,1,1715,147995.0,283723182.0
2003-10-01,D,0,24370,209000.0,6049755743.0
2003-10-01,D,1,4005,192000.0,893412068.0
2003-10-01,F,0,18376,126000.0,2699038525.0
2003-10-01,F,1,3828,151125.0,686768796.0
2003-10-01,O,0,1,149664.0,149664.0
2003-10-01,S,0,33880,127000.0,4895373495.0
2003-10-01,S,1,1612,135810.0,242929843.0
2003-10-01,T,0,40302,97500.0,4820425722.0
2003-10-01,T,1,1920,148850.0,310897342.0
2003-11-01,D,0,22741,212000.0,5725660692.0
2003-11-01,D,1,3808,195000.0,872754942.0
2003-11-01,F,0,17296,126975.0,2570702057.0
2003-11-01,F,1,4313,149950.0,779694824.0
2003-11-01,S,0,31239,129000.0,4565694746.0
2003-11-01,S,1,1638,142498.0,261320780.0
2003-11-01,T,0,37198,99000.0,4509755685.0
2003-11-01,T,1,2025,145950.0,323938270.0
2003-12-01,D,0,22546,213000.0,5651417420.0
2003-12-01,D,1,5251,200000.0,1214763498.0
2003-12-01,F,0,17278,129950.0,2663776464.0
2003-12-01,F,1,6006,149950.0,1061379308.0
2003-12-01,S,0,30893,130000.0,4572423352.0
2003-12-01,S,1,2371,146995.0,384698625.0
2003-12-01,T,0,36716,104000.0,4542032026.0
2003-12-01,T,1,2908,152500.0,486938405.0
2004-01-01,D,0,17045,217000.0,4391013349.0
2004-01-01,D,1,1787,200995.0,423161837.0
2004-01-01,F,0,14446,131000.0,2252987965.0
2004-01-01,F,1,2584,161500.0,475133561.0
2004-01-01,S,0,24480,132500.0,3686186540.0
2004-01-01,S,1,867,134995.0,132814151.0
2004-01-01,T,0,30337,105000.0,3806895827.0
2004-01-01,T,1,1017,147000.0,167475876.0
2004-02-01,D,0,16488,215000.0,4185376209.0
2004-02-01,D,1,2423,204995.0,568972064.0
2004-02-01,F,0,14202,130000.0,2167796002.0
2004-02-01,F,1,2900,154972.5,541773576.0
2004-02-01,S,0,24260,133000.0,3616254827.0
2004-02-01,S,1,1157,145995.0,182994727.0
2004-02-01,T,0,29604,104000.0,3711291558.0
2004-02-01,T,1,1412,151995.0,233012264.0
2004-03-01,D,0,19145,219950.0,4955417839.0
2004-03-01,D,1,3219,202500.0,764926235.0
2004-03-01,F,0,16666,132500.0,2643614088.0
2004-03-01,F,1,3825,150088.0,703976068.0
2004-03-01,O,0,1,280000.0,280000.0
2004-03-01,S,0,27318,133000.0,4110146159.0
2004-03-01,S,1,1611,145000.0,260016706.0
2004-03-01,T,0,34058,105000.0,4286293658.0
2004-03-01,T,1,1788,154972.5,302463153.0
2004-04-01,D,0,23077,220000.0,6031243516.0
2004-04-01,D,1,3219,207450.0,772415656.0
2004-04-01,F,0,18072,134000.0,2930792081.0
2004-04-01,F,1,3708,155000.0,691203885.0
2004-04-01,S,0,32472,136000.0,5033179188.0
2004-04-01,S,1,1526,149950.0,251984709.0
2004-04-01,T,0,37969,111000.0,4964841412.0
2004-04-01,T,1,1818,157500.0,319337156.0
2004-05-01,D,0,21404,224575.0,5591807315.0
2004-05-01,D,1,3104,208995.0,751411936.0
2004-05-01,F,0,16186,135000.0,2610717665.0
2004-05-01,F,1,4074,156187.5,748025112.0
2004-05-01,O,0,2,151000.0,302000.0
2004-05-01,S,0,29455,139950.0,4629984729.0
2004-05-01,S,1,1543,154000.0,267620773.0
2004-05-01,T,0,34425,114500.0,4569252198.0
2004-05-01,T,1,1886,164950.0,341578910.0
2004-06-01,D,0,23276,230000.0,6322220378.0
2004-06-01,D,1,4421,215000.0,1099896524.0
2004-06-01,F,0,18506,140000.0,3069538183.0
2004-06-01,F,1,5589,160000.0,1036537089.0
2004-06-01,S,0,32427,143000.0,5272291248.0
2004-06-01,S,1,2228,159995.0,401632550.0
2004-06-01,T,0,37250,117000.0,5088035366.0
2004-06-01,T,1,2762,165000.0,510463516.0
2004-07-01,D,0,27147,237000.0,7635926131.0
2004-07-01,D,1,2794,217997.5,696054821.0
2004-07-01,F,0,20115,142000.0,3408561757.0
2004-07-01,F,1,4113,164950.0,762945380.0
2004-07-01,O,0,1,33500.0,33500.0
2004-07-01,S,0,36145,147500.0,6073692359.0
2004-07-01,S,1,1439,158000.0,251382623.0
2004-07-01,T,0,41444,120000.0,5861407572.0
2004-07-01,T,1,1671,161995.0,296517867.0
2004-08-01,D,0,23328,242500.0,6739385880.0
2004-08-01,D,1,2618,225972.5,675957301.0
2004-08-01,F,0,17348,143000.0,2911438680.0
2004-08-01,F,1,3715,161500.0,712800247.0
2004-08-01,S,0,30484,151000.0,5249778137.0
2004-08-01,S,1,1463,159950.0,257781627.0
2004-08-01,T,0,35146,124000.0,5041019702.0
2004-08-01,T,1,1708,160000.0,298169627.0
2004-09-01,D,0,19036,245000.0,5570611360.0
2004-09-01,D,1,2591,225000.0,664105259.0
2004-09-01,F,0,15699,142500.0,2674503845.0
2004-09-01,F,1,3953,165000.0,757866801.0
2004-09-01,S,0,25186,151950.0,4343757647.0
2004-09-01,S,1,1355,163200.0,248132431.0
2004-09-01,T,0,30321,122000.0,4317899948.0
2004-09-01,T,1,1720,165000.0,314618328.0
2004-10-01,D,0,17403,242500.0,4956037728.0
2004-10-01,D,1,2585,224950.0,660897940.0
2004-10-01,F,0,14719,140000.0,2408082871.0
2004-10-01,F,1,3790,159950.0,693901412.0
2004-10-01,O,0,1,10000.0,10000.0
2004-10-01,S,0,24490,149000.0,4118088959.0
2004-10-01,S,1,1371,159950.0,244917484.0
2004-10-01,T,0,29929,119500.0,4086598214.0
2004-10-01,T,1,1657,164500.0,300255973.0
2004-11-01,D,0,14970,243000.0,4306221996.0
2004-11-01,D,1,2467,220000.0,613082638.0
2004-11-01,F,0,12974,140000.0,2156771691.0
2004-11-01,F,1,3751,161000.0,695585526.0
2004-11-01,O,0,1,22000.0,22000.0
2004-11-01,S,0,21187,149950.0,3558830433.0
2004-11-01,S,1,1366,163524.0,241859443.0
2004-11-01,T,0,26339,119500.0,3633185287.0
2004-11-01,T,1,1753,165000.0,316158347.0
2004-12-01,D,0,13831,243000.0,3958911158.0
2004-12-01,D,1,3870,227250.0,1020199814.0
2004-12-01,F,0,12611,140500.0,2105377705.0
2004-12-01,F,1,6316,160000.0,1187530382.0
2004-12-01,O,0,1,1200.0,1200.0
2004-12-01,S,0,20014,150000.0,3361116641.0
2004-12-01,S,1,2107,164950.0,380979765.0
2004-12-01,T,0,24475,119000.0,3381320718.0
2004-12-01,T,1,2852,169995.0,534372004.0
2005-01-01,D,0,9684,245000.0,2866166572.0
2005-01-01,D,1,1293,225000.0,332578822.0
2005-01-01,F,0,9113,140000.0,1540460958.0
2005-01-01,F,1,2805,155000.0,508691719.0
2005-01-01,O,0,1,130000.0,130000.0
2005-01-01,S,0,14346,149950.0,2422337430.0
2005-01-01,S,1,710,160062.5,127954297.0
2005-01-01,T,0,18215,117000.0,2547262464.0
2005-01-01,T,1,896,170000.0,163310868.0
2005-02-01,D,0,9719,240000.0,2782195588.0
2005-02-01,D,1,1590,226497.5,411452411.0
2005-02-01,F,0,9158,140000.0,1509365352.0
2005-02-01,F,1,3124,158975.0,572046838.0
2005-02-01,O,0,1,600000.0,600000.0
2005-02-01,S,0,14766,149000.0,2495998245.0
2005-02-01,S,1,935,161450.0,166123356.0
2005-02-01,T,0,19245,116750.0,2668736288.0
2005-02-01,T,1,1151,167195.0,212161565.0
2005-03-01,D,0,11917,241000.0,3439174114.0
2005-03-01,D,1,2158,229000.0,566465505.0
2005-03-01,F,0,10763,140000.0,1827683424.0
2005-03-01,F,1,4131,159000.0,754257552.0
2005-03-01,S,0,17614,148000.0,2946609550.0
2005-03-01,S,1,1241,163950.0,226969528.0
2005-03-01,T,0,22753,118000.0,3192321866.0
2005-03-01,T,1,1517,169950.0,295413038.0
2005-04-01,D,0,14144,240000.0,3983142614.0
2005-04-01,D,1,2140,232850.0,570130134.0
2005-04-01,F,0,11927,140000.0,2014755703.0
2005-04-01,F,1,4547,160000.0,878213825.0
2005-04-01,O,0,2,2140.0,4280.0
2005-04-01,S,0,21711,147000.0,3606578155.0
2005-04-01,S,1,1271,164950.0,232832870.0
2005-04-01,T,0,26891,117500.0,3740924769.0
2005-04-01,T,1,1687,172000.0,325416043.0
2005-05-01,D,0,14321,243500.0,4116198793.0
2005-05-01,D,1,2131,235000.0,583380679.0
2005-05-01,F,0,12231,140500.0,2082472195.0
2005-05-01,F,1,4395,163500.0,836065736.0
2005-05-01,S,0,22165,150000.0,3776858966.0
2005-05-01,S,1,1277,169950.0,242103204.0
2005-05-01,T,0,27015,119999.0,3800147343.0
2005-05-01,T,1,1629,174995.0,312912414.0
2005-06-01,D,0,16248,245000.0,4710043475.0
2005-06-01,D,1,3393,235999.0,914807564.0
2005-06-01,F,0,13672,142500.0,2340043532.0
2005-06-01,F,1,6615,156450.0,1205230214.0
2005-06-01,O,0,2,10500.0,21000.0
2005-06-01,S,0,23936,152000.0,4128823357.0
2005-06-01,S,1,2021,164995.0,369901273.0
2005-06-01,T,0,29112,122500.0,4247938819.0
2005-06-01,T,1,2829,172000.0,534966233.0
2005-07-01,D,0,18903,248000.0,5716116713.0
2005-07-01,D,1,2053,237500.0,567860424.0
2005-07-01,F,0,14745,144000.0,2540116635.0
2005-07-01,F,1,4785,158000.0,862223082.0
2005-07-01,S,0,27158,154000.0,4790977812.0
2005-07-01,S,1,1294,160000.0,236426866.0
2005-07-01,T,0,32431,125000.0,4887622155.0
2005-07-01,T,1,1483,168000.0,273362272.0
2005-08-01,D,0,19039,249950.0,5801987065.0
2005-08-01,D,1,1958,245205.0,547892472.0
2005-08-01,F,0,14411,145000.0,2543714661.0
2005-08-01,F,1,4655,158950.0,874874377.0
2005-08-01,O,0,1,450000.0,450000.0
2005-08-01,S,0,26632,156000.0,4747493186.0
2005-08-01,S,1,1242,165000.0,228163598.0
2005-08-01,T,0,31112,126500.0,4673772725.0
2005-08-01,T,1,1510,173725.0,292666617.0
2005-09-01,D,0,18682,249000.0,5625159274.0
2005-09-01,D,1,2332,239995.0,643171437.0
2005-09-01,F,0,14718,144500.0,2530793598.0
2005-09-01,F,1,5334,156995.0,1000449122.0
2005-09-01,S,0,26424,154000.0,4653582663.0
2005-09-01,S,1,1483,169995.0,278433990.0
2005-09-01,T,0,31235,125000.0,4696622970.0
2005-09-01,T,1,1961,168950.0,366215401.0
2005-10-01,D,0,17173,245000.0,5072170090.0
2005-10-01,D,1,2077,239995.0,565296635.0
2005-10-01,F,0,13789,144000.0,2321170635.0
2005-10-01,F,1,4852,157950.0,901585591.0
2005-10-01,S,0,24650,153000.0,4287371578.0
2005-10-01,S,1,1297,167520.0,243289829.0
2005-10-01,T,0,28753,125000.0,4236069670.0
2005-10-01,T,1,1682,168000.0,312476970.0
2005-11-01,D,0,17766,247500.0,5269240367.0
2005-11-01,D,1,2175,244950.0,604571355.0
2005-11-01,F,0,14162,144250.0,2402244094.0
2005-11-01,F,1,4980,160000.0,974030121.0
2005-11-01,O,0,1,578305.0,578305.0
2005-11-01,S,0,25314,153000.0,4406205948.0
2005-11-01,S,1,1464,167997.5,274168576.0
2005-11-01,T,0,29569,125000.0,4370917537.0
2005-11-01,T,1,1854,168000.0,349920899.0
2005-12-01,D,0,18486,245000.0,5421519815.0
2005-12-01,D,1,3510,245000.0,976488819.0
2005-12-01,F,0,15209,144000.0,2635168744.0
2005-12-01,F,1,8089,150000.0,1459713971.0
2005-12-01,O,0,1,475000.0,475000.0
2005-12-01,S,0,26733,154500.0,4664489169.0
2005-12-01,S,1,2274,165950.0,416476877.0
2005-12-01,T,0,30892,127500.0,4643551637.0
2005-12-01,T,1,3195,173950.0,606662370.0
2006-01-01,D,0,13906,249000.0,4248001636.0
2006-01-01,D,1,1205,245000.0,338246708.0
2006-01-01,F,0,11791,145000.0,2111505889.0
2006-01-01,F,1,4010,156950.0,740287021.0
