month,sales_volume,total_revenue,median_price,sales_volume_prev_year,total_revenue_prev_year,median_price_prev_year,yoy_sales_volume,yoy_total_revenue,yoy_median_price
2013-09-01,71956,19390192591.0,190000.0,53365,13190920402.0,185000.0,0.3483744026983978,0.46996509720883994,0.02702702702702703
2013-10-01,81461,21929818051.0,186000.0,59596,14319420564.0,182000.0,0.36688703939861733,0.5314738437205384,0.02197802197802198
2013-11-01,88219,23856852379.0,183500.0,64327,15143955614.0,180000.0,0.3714148024935097,0.5753382396964545,0.019444444444444445
2013-12-01,85025,23684893657.0,185000.0,56944,13467104028.0,180000.0,0.4931336049452093,0.7587221133627379,0.027777777777777776
2014-01-01,70061,19620355365.0,185000.0,43512,10677728282.0,182000.0,0.6101535208678066,0.837502776510529,0.016483516483516484
2014-02-01,69572,18280611540.0,183000.0,45360,10656533732.0,175000.0,0.5337742504409171,0.715436932846749,0.045714285714285714
2014-03-01,73200,19634414914.0,180000.0,54941,12940255818.0,177000.0,0.33233832656850076,0.51731273246456,0.01694915254237288
2014-04-01,75497,20877004110.0,187000.0,51272,12468308389.0,179000.0,0.47248010610079577,0.6744054974144256,0.0446927374301676
2014-05-01,83042,22782295482.0,185000.0,66729,15859143526.0,180000.0,0.24446642389365944,0.43654009087249623,0.027777777777777776
2014-06-01,87289,24394371784.0,190000.0,66798,16322141867.0,184000.0,0.30676068145752866,0.4945570246096428,0.03260869565217391
2014-07-01,90388,25896220133.0,195000.0,74370,19353399006.0,189000.0,0.21538254672583032,0.338070905527839,0.031746031746031744
2014-08-01,93338,27195056123.0,199000.0,80468,20939669718.0,190000.0,0.15993935477456878,0.29873376654182815,0.04736842105263158
2014-09-01,84316,23842394084.0,199995.0,71956,19390192591.0,190000.0,0.17177163822335872,0.22961099907107158,0.05260526315789474
2014-10-01,92304,25479388459.0,195000.0,81461,21929818051.0,186000.0,0.13310663998723316,0.16186045865702656,0.04838709677419355
2014-11-01,79094,21837882019.0,194950.0,88219,23856852379.0,183500.0,-0.10343576780512134,-0.08462853053394416,0.06239782016348774
2014-12-01,84842,24506749678.0,195000.0,85025,23684893657.0,185000.0,-0.002152308144663334,0.034699586702898404,0.05405405405405406
2015-01-01,62283,18166627823.0,195250.0,70061,19620355365.0,185000.0,-0.1110175418563823,-0.07409282426113692,0.05540540540540541
2015-02-01,63674,17757785938.0,193500.0,69572,18280611540.0,183000.0,-0.08477548439027195,-0.028600006124302777,0.05737704918032787
2015-03-01,74207,21698583831.0,191995.0,73200,19634414914.0,180000.0,0.013756830601092895,0.10513014653307433,0.06663888888888889
2015-04-01,70319,20351013606.0,196000.0,75497,20877004110.0,187000.0,-0.06858550670887585,-0.025194731065270648,0.0481283422459893
2015-05-01,80224,22235402385.0,195000.0,83042,22782295482.0,185000.0,-0.03393463548565786,-0.024005179698950583,0.05405405405405406
2015-06-01,92598,27278691147.0,204950.0,87289,24394371784.0,190000.0,0.06082095109349402,0.11823708306732429,0.07868421052631579
2015-07-01,99771,31132668418.0,208000.0,90388,25896220133.0,195000.0,0.10380802761428508,0.2022089810059617,0.06666666666666667
2015-08-01,90979,27222031533.0,214000.0,93338,27195056123.0,199000.0,-0.02527373631318434,0.0009919233068684777,0.07537688442211055
2015-09-01,89671,27243632483.0,213000.0,84316,23842394084.0,199995.0,0.06351107737558707,0.14265507008301995,0.06502662566564164
2015-10-01,98856,28779846130.0,210000.0,92304,25479388459.0,195000.0,0.07098283931357255,0.12953441470194274,0.07692307692307693
2015-11-01,89848,26577148658.0,210000.0,79094,21837882019.0,194950.0,0.13596480137557843,0.2170204342562439,0.07719928186714542
2015-12-01,94991,29794406860.0,210000.0,84842,24506749678.0,195000.0,0.11962235685155936,0.21576329996738786,0.07692307692307693
2016-01-01,68568,21353318732.0,210000.0,62283,18166627823.0,195250.0,0.10091036077260247,0.17541455354556584,0.07554417413572344
2016-02-01,75100,21723624656.0,207000.0,63674,17757785938.0,193500.0,0.17944529949429908,0.2233295711439722,0.06976744186046512
2016-03-01,142410,42546285865.0,205000.0,74207,21698583831.0,191995.0,0.9190911908580053,0.9607862981461318,0.06773613896195213
2016-04-01,59398,17341218415.0,210000.0,70319,20351013606.0,196000.0,-0.15530653166285072,-0.1478941171811037,0.07142857142857142
2016-05-01,68246,20183870602.0,212000.0,80224,22235402385.0,195000.0,-0.14930694056641405,-0.09226420765760296,0.08717948717948718
2016-06-01,84748,26042762398.0,220000.0,92598,27278691147.0,204950.0,-0.0847750491371304,-0.045307479832511044,0.07343254452305441
2016-07-01,88187,26586450211.0,218500.0,99771,31132668418.0,208000.0,-0.11610588247085826,-0.14602725811872616,0.05048076923076923
2016-08-01,91685,27414091766.0,220000.0,90979,27222031533.0,214000.0,0.0077600325349806,0.00705532328721221,0.028037383177570093
2016-09-01,89165,29111131080.0,217000.0,89671,27243632483.0,213000.0,-0.005642849973793088,0.06854807625838137,0.018779342723004695
2016-10-01,83792,27057270981.0,217000.0,98856,28779846130.0,210000.0,-0.15238326454641093,-0.05985352184369028,0.03333333333333333
2016-11-01,87822,28717051957.0,215000.0,89848,26577148658.0,210000.0,-0.022549194194639837,0.08051666213470446,0.023809523809523808
2016-12-01,93437,31777553839.0,220000.0,94991,29794406860.0,210000.0,-0.016359444578960113,0.06656104913645527,0.047619047619047616
2017-01-01,67675,22492719144.0,218000.0,68568,21353318732.0,210000.0,-0.01302356784505892,0.05335940639018791,0.0380952380952381
2017-02-01,68978,22455819336.0,217500.0,75100,21723624656.0,207000.0,-0.08151797603195739,0.03370499590167472,0.050724637681159424
2017-03-01,80185,26864311674.0,212000.0,142410,42546285865.0,205000.0,-0.4369426304332561,-0.3685862084591623,0.03414634146341464
2017-04-01,64437,21762053834.0,217500.0,59398,17341218415.0,210000.0,0.08483450621233038,0.2549322263985797,0.03571428571428571
2017-05-01,63922,20626353587.0,215000.0,68246,20183870602.0,212000.0,-0.0633590247047446,0.021922603138178797,0.014150943396226415
2017-06-01,29901,9141639614.0,220000.0,84748,26042762398.0,220000.0,-0.6471775145136168,-0.6489758085454849,0.0
