month,county,sales_volume,median_price,vol_prev_year,med_prev_year,yoy_sales_volume,yoy_median_price
2007-12-01,WORCESTERSHIRE,709,180000.0,1300,175000.0,-0.4546153846153846,0.02857142857142857
2007-12-01,WREKIN,216,135000.0,348,135000.0,-0.3793103448275862,0.0
2007-12-01,WREXHAM,198,136031.5,308,136500.0,-0.35714285714285715,-0.0034322344322344324
2007-12-01,YORK,233,179000.0,421,167500.0,-0.44655581947743467,0.06865671641791045
2008-01-01,BATH AND NORTH EAST SOMERSET,197,218950.0,242,222500.0,-0.1859504132231405,-0.01595505617977528
2008-01-01,BEDFORD,7,120000.0,3,200000.0,1.3333333333333333,-0.4
2008-01-01,BEDFORDSHIRE,414,180750.0,665,175500.0,-0.3774436090225564,0.029914529914529916
2008-01-01,BLACKBURN WITH DARWEN,184,95000.0,236,85000.0,-0.22033898305084745,0.11764705882352941
2008-01-01,BLACKPOOL,218,110000.0,279,120000.0,-0.21863799283154123,-0.08333333333333333
2008-01-01,BLAENAU GWENT,41,74000.0,75,84600.0,-0.4533333333333333,-0.12529550827423167
2008-01-01,BOURNEMOUTH,296,185000.0,439,180500.0,-0.32574031890660593,0.024930747922437674
2008-01-01,BRACKNELL FOREST,124,219000.0,195,202950.0,-0.3641025641025641,0.07908351810790835
2008-01-01,BRIDGEND,122,125000.0,210,122750.0,-0.41904761904761906,0.018329938900203666
2008-01-01,BRIGHTON AND HOVE,311,230000.0,592,225000.0,-0.47466216216216217,0.022222222222222223
2008-01-01,BUCKINGHAMSHIRE,566,274000.0,874,247500.0,-0.3524027459954233,0.10707070707070707
2008-01-01,CAERPHILLY,150,115250.0,203,117000.0,-0.26108374384236455,-0.014957264957264958
2008-01-01,CAMBRIDGESHIRE,604,200000.0,1009,187000.0,-0.40138751238850345,0.06951871657754011
2008-01-01,CARDIFF,378,152000.0,593,155000.0,-0.3625632377740304,-0.01935483870967742
2008-01-01,CARMARTHENSHIRE,117,135000.0,208,128500.0,-0.4375,0.05058365758754864
2008-01-01,CENTRAL BEDFORDSHIRE,7,160100.0,9,165000.0,-0.2222222222222222,-0.029696969696969697
2008-01-01,CEREDIGION,63,200000.0,69,180000.0,-0.08695652173913043,0.1111111111111111
2008-01-01,CHESHIRE,638,174747.5,1063,157500.0,-0.39981185324553153,0.10950793650793651
2008-01-01,CHESHIRE EAST,14,134875.0,9,185000.0,0.5555555555555556,-0.27094594594594595
2008-01-01,CHESHIRE WEST AND CHESTER,7,135000.0,9,180000.0,-0.2222222222222222,-0.25
2008-01-01,CITY OF BRISTOL,477,175000.0,800,165975.0,-0.40375,0.054375658984786863
2008-01-01,CITY OF DERBY,262,130000.0,342,127975.0,-0.23391812865497075,0.01582340300840008
2008-01-01,CITY OF KINGSTON UPON HULL,311,87000.0,459,83556.0,-0.3224400871459695,0.041217865862415624
2008-01-01,CITY OF NOTTINGHAM,310,99475.0,391,109500.0,-0.2071611253196931,-0.09155251141552512
2008-01-01,CITY OF PETERBOROUGH,180,138000.0,304,127250.0,-0.40789473684210525,0.08447937131630648
2008-01-01,CITY OF PLYMOUTH,280,149497.5,401,145000.0,-0.30174563591022446,0.031017241379310345
2008-01-01,CONWY,138,145000.0,195,150000.0,-0.2923076923076923,-0.03333333333333333
2008-01-01,CORNWALL,599,199950.0,899,197000.0,-0.3337041156840934,0.014974619289340102
2008-01-01,COUNTY DURHAM,10,121500.0,15,80001.0,-0.3333333333333333,0.5187310158623017
2008-01-01,CUMBRIA,530,135000.0,763,133000.0,-0.3053735255570118,0.015037593984962405
2008-01-01,DARLINGTON,111,124000.0,184,117000.0,-0.3967391304347826,0.05982905982905983
2008-01-01,DENBIGHSHIRE,105,125000.0,152,125000.0,-0.3092105263157895,0.0
2008-01-01,DERBYSHIRE,775,134000.0,1152,137750.0,-0.3272569444444444,-0.02722323049001815
2008-01-01,DEVON,859,210000.0,1252,193250.0,-0.31389776357827476,0.08667529107373868
2008-01-01,DORSET,455,248000.0,779,227500.0,-0.4159178433889602,0.09010989010989011
2008-01-01,DURHAM,558,99000.0,776,99725.0,-0.2809278350515464,-0.0072699924793181245
2008-01-01,EAST RIDING OF YORKSHIRE,359,145000.0,604,141000.0,-0.4056291390728477,0.028368794326241134
2008-01-01,EAST SUSSEX,689,201000.0,1145,183000.0,-0.3982532751091703,0.09836065573770492
2008-01-01,ESSEX,1557,209500.0,2497,193000.0,-0.37645174209050863,0.08549222797927461
2008-01-01,FLINTSHIRE,123,140000.0,241,135000.0,-0.4896265560165975,0.037037037037037035
2008-01-01,GLOUCESTERSHIRE,674,175000.0,1026,177747.5,-0.34307992202729043,-0.015457320074825243
2008-01-01,GREATER LONDON,8648,268000.0,12977,249999.0,-0.3335901980426909,0.07200428801715207
2008-01-01,GREATER MANCHESTER,2954,128000.0,4236,125850.0,-0.30264400377714823,0.01708382995629718
2008-01-01,GWYNEDD,89,155000.0,149,142250.0,-0.40268456375838924,0.08963093145869948
2008-01-01,HALTON,125,120000.0,187,112500.0,-0.3315508021390374,0.06666666666666667
2008-01-01,HAMPSHIRE,1416,215157.5,2225,203500.0,-0.36359550561797754,0.05728501228501229
2008-01-01,HARTLEPOOL,107,107000.0,186,89225.0,-0.42473118279569894,0.1992154665172317
2008-01-01,HEREFORDSHIRE,158,179500.0,279,185000.0,-0.4336917562724014,-0.02972972972972973
2008-01-01,HERTFORDSHIRE,1239,236550.0,1986,228636.5,-0.37613293051359514,0.034611708979100014
2008-01-01,ISLE OF ANGLESEY,48,150125.0,94,151000.0,-0.48936170212765956,-0.005794701986754967
2008-01-01,ISLE OF WIGHT,227,195000.0,312,170000.0,-0.2724358974358974,0.14705882352941177
2008-01-01,ISLES OF SCILLY,1,425000.0,5,437500.0,-0.8,-0.02857142857142857
2008-01-01,KENT,1753,195000.0,2602,184000.0,-0.3262874711760185,0.059782608695652176
2008-01-01,LANCASHIRE,1259,124950.0,2011,124500.0,-0.3739433117851815,0.0036144578313253013
2008-01-01,LEICESTER,285,125000.0,393,125000.0,-0.2748091603053435,0.0
2008-01-01,LEICESTERSHIRE,611,160000.0,966,156975.0,-0.36749482401656314,0.019270584487975792
2008-01-01,LINCOLNSHIRE,803,136000.0,1315,138000.0,-0.38935361216730036,-0.014492753623188406
2008-01-01,LUTON,233,165000.0,332,150000.0,-0.29819277108433734,0.1
2008-01-01,MEDWAY,300,150000.0,438,156500.0,-0.3150684931506849,-0.04153354632587859
2008-01-01,MERSEYSIDE,1397,129995.0,1867,127000.0,-0.2517407605784681,0.02358267716535433
2008-01-01,MERTHYR TYDFIL,31,74950.0,69,81000.0,-0.5507246376811594,-0.07469135802469136
2008-01-01,MIDDLESBROUGH,145,113896.0,250,115000.0,-0.42,-0.0096
2008-01-01,MILTON KEYNES,325,179950.0,469,169995.0,-0.3070362473347548,0.058560545898408776
2008-01-01,MONMOUTHSHIRE,54,164975.0,93,178000.0,-0.41935483870967744,-0.07317415730337079
2008-01-01,NEATH PORT TALBOT,99,103000.0,192,100000.0,-0.484375,0.03
2008-01-01,NEWPORT,132,140000.0,185,133500.0,-0.2864864864864865,0.04868913857677903
2008-01-01,NORFOLK,905,167500.0,1507,160000.0,-0.39946914399469147,0.046875
2008-01-01,NORTH EAST LINCOLNSHIRE,213,114000.0,310,103750.0,-0.31290322580645163,0.09879518072289156
2008-01-01,NORTH LINCOLNSHIRE,163,125000.0,211,118500.0,-0.22748815165876776,0.05485232067510549
2008-01-01,NORTH SOMERSET,211,187500.0,414,180475.0,-0.49033816425120774,0.03892505887242
2008-01-01,NORTH YORKSHIRE,634,180000.0,907,176000.0,-0.30099228224917307,0.022727272727272728
2008-01-01,NORTHAMPTONSHIRE,835,150000.0,1335,150000.0,-0.37453183520599254,0.0
2008-01-01,NORTHUMBERLAND,370,135000.0,426,135000.0,-0.13145539906103287,0.0
2008-01-01,NOTTINGHAMSHIRE,853,125000.0,1201,134000.0,-0.28975853455453787,-0.06716417910447761
2008-01-01,OXFORDSHIRE,576,250000.0,962,225000.0,-0.40124740124740127,0.1111111111111111
2008-01-01,PEMBROKESHIRE,116,168500.0,145,165000.0,-0.2,0.021212121212121213
2008-01-01,POOLE,168,221250.0,367,210000.0,-0.5422343324250681,0.05357142857142857
2008-01-01,PORTSMOUTH,225,155000.0,380,148875.0,-0.40789473684210525,0.04114189756507137
2008-01-01,POWYS,85,150000.0,139,158000.0,-0.38848920863309355,-0.05063291139240506
2008-01-01,READING,227,207050.0,325,190000.0,-0.30153846153846153,0.08973684210526316
2008-01-01,REDCAR AND CLEVELAND,144,125000.0,186,122747.5,-0.22580645161290322,0.018350679239903054
2008-01-01,RHONDDA CYNON TAFF,244,95000.0,299,90000.0,-0.18394648829431437,0.05555555555555555
2008-01-01,RUTLAND,48,247500.0,55,205000.0,-0.12727272727272726,0.2073170731707317
2008-01-01,SHROPSHIRE,233,175000.0,373,175000.0,-0.3753351206434316,0.0
2008-01-01,SLOUGH,151,192000.0,192,183750.0,-0.21354166666666666,0.044897959183673466
2008-01-01,SOMERSET,567,183000.0,913,172000.0,-0.37897042716319823,0.06395348837209303
2008-01-01,SOUTH GLOUCESTERSHIRE,208,190000.0,445,174995.0,-0.5325842696629214,0.08574530700877168
2008-01-01,SOUTH YORKSHIRE,1459,119995.0,1891,120000.0,-0.22845055526176627,-4.1666666666666665e-05
2008-01-01,SOUTHAMPTON,264,160000.0,472,153000.0,-0.4406779661016949,0.0457516339869281
2008-01-01,SOUTHEND-ON-SEA,268,184997.5,353,174995.0,-0.24079320113314448,0.057158775965027574
2008-01-01,STAFFORDSHIRE,752,145975.0,1124,146000.0,-0.3309608540925267,-0.00017123287671232877
2008-01-01,STOCKTON-ON-TEES,216,119972.5,271,132000.0,-0.2029520295202952,-0.09111742424242424
2008-01-01,STOKE-ON-TRENT,210,92375.0,419,82500.0,-0.4988066825775656,0.11969696969696969
2008-01-01,SUFFOLK,807,170000.0,1151,164995.0,-0.2988705473501303,0.03033425255310767
2008-01-01,SURREY,1319,285000.0,2152,262500.0,-0.3870817843866171,0.08571428571428572
2008-01-01,SWANSEA,200,139950.0,294,134000.0,-0.3197278911564626,0.044402985074626866
2008-01-01,SWINDON,291,151950.0,383,151000.0,-0.2402088772845953,0.006291390728476821
2008-01-01,THE VALE OF GLAMORGAN,94,165500.0,166,153975.0,-0.43373493975903615,0.07484981328137685
2008-01-01,THURROCK,217,170000.0,317,167500.0,-0.31545741324921134,0.014925373134328358
2008-01-01,TORBAY,162,170225.0,276,171000.0,-0.41304347826086957,-0.004532163742690058
2008-01-01,TORFAEN,85,123000.0,128,117000.0,-0.3359375,0.05128205128205128
2008-01-01,TYNE AND WEAR,1203,123000.0,1679,122500.0,-0.28350208457415127,0.004081632653061225
2008-01-01,WARRINGTON,205,135000.0,319,149000.0,-0.3573667711598746,-0.09395973154362416
2008-01-01,WARWICKSHIRE,552,175000.0,896,165000.0,-0.38392857142857145,0.06060606060606061
2008-01-01,WEST BERKSHIRE,176,242500.0,287,230000.0,-0.3867595818815331,0.05434782608695652
2008-01-01,WEST MIDLANDS,2613,130000.0,3652,129562.5,-0.2845016429353779,0.003376748673420164
2008-01-01,WEST SUSSEX,1001,227000.0,1530,205000.0,-0.3457516339869281,0.1073170731707317
2008-01-01,WEST YORKSHIRE,2463,130000.0,3727,125000.0,-0.3391467668365978,0.04
2008-01-01,WILTSHIRE,476,205039.0,700,189950.0,-0.32,0.07943669386680706
2008-01-01,WINDSOR AND MAIDENHEAD,154,305000.0,245,289000.0,-0.37142857142857144,0.05536332179930796
2008-01-01,WOKINGHAM,186,284000.0,273,249950.0,-0.31868131868131866,0.13622724544908982
2008-01-01,WORCESTERSHIRE,438,173225.0,870,172250.0,-0.496551724137931,0.005660377358490566
2008-01-01,WREKIN,174,147724.5,215,125000.0,-0.19069767441860466,0.181796
2008-01-01,WREXHAM,106,140700.0,174,134500.0,-0.39080459770114945,0.046096654275092935
2008-01-01,YORK,198,174000.0,300,170500.0,-0.34,0.020527859237536656
2008-02-01,BATH AND NORTH EAST SOMERSET,143,249500.0,260,225000.0,-0.45,0.10888888888888888
2008-02-01,BEDFORD,3,385000.0,5,89500.0,-0.4,3.3016759776536313
2008-02-01,BEDFORDSHIRE,452,179500.0,740,178747.5,-0.3891891891891892,0.004209849088798445
2008-02-01,BLACKBURN WITH DARWEN,184,91250.0,257,92000.0,-0.2840466926070039,-0.008152173913043478
2008-02-01,BLACKPOOL,225,117000.0,294,121500.0,-0.23469387755102042,-0.037037037037037035
2008-02-01,BLAENAU GWENT,63,89000.0,82,82625.0,-0.23170731707317074,0.07715582450832073
2008-02-01,BOURNEMOUTH,273,186000.0,425,185000.0,-0.35764705882352943,0.005405405405405406
2008-02-01,BRACKNELL FOREST,147,231315.0,208,215000.0,-0.2932692307692308,0.07588372093023256
2008-02-01,BRIDGEND,134,120250.0,197,133500.0,-0.3197969543147208,-0.09925093632958802
2008-02-01,BRIGHTON AND HOVE,352,240000.0,583,225000.0,-0.39622641509433965,0.06666666666666667
2008-02-01,BUCKINGHAMSHIRE,576,249250.0,751,238000.0,-0.23302263648468707,0.04726890756302521
2008-02-01,CAERPHILLY,155,124950.0,217,115000.0,-0.2857142857142857,0.08652173913043479
2008-02-01,CAMBRIDGESHIRE,693,191000.0,979,178000.0,-0.29213483146067415,0.07303370786516854
2008-02-01,CARDIFF,339,157500.0,516,160000.0,-0.3430232558139535,-0.015625
2008-02-01,CARMARTHENSHIRE,154,134500.0,212,131000.0,-0.27358490566037735,0.026717557251908396
2008-02-01,CENTRAL BEDFORDSHIRE,3,275000.0,3,175000.0,0.0,0.5714285714285714
2008-02-01,CEREDIGION,51,178500.0,61,154200.0,-0.16393442622950818,0.1575875486381323
2008-02-01,CHESHIRE,750,157475.0,1126,151500.0,-0.3339253996447602,0.03943894389438944
2008-02-01,CHESHIRE EAST,12,165000.0,5,200000.0,1.4,-0.175
2008-02-01,CHESHIRE WEST AND CHESTER,6,118250.0,5,132500.0,0.2,-0.10754716981132076
2008-02-01,CITY OF BRISTOL,508,170000.0,715,164000.0,-0.2895104895104895,0.036585365853658534
2008-02-01,CITY OF DERBY,300,128000.0,352,122000.0,-0.14772727272727273,0.04918032786885246
2008-02-01,CITY OF KINGSTON UPON HULL,294,89972.5,480,92300.0,-0.3875,-0.025216684723726977
2008-02-01,CITY OF NOTTINGHAM,344,107500.0,464,117000.0,-0.25862068965517243,-0.0811965811965812
2008-02-01,CITY OF PETERBOROUGH,235,137000.0,324,134997.5,-0.27469135802469136,0.014833608029778329
2008-02-01,CITY OF PLYMOUTH,269,151000.0,489,147500.0,-0.4498977505112474,0.023728813559322035
2008-02-01,CONWY,154,144997.5,226,154500.0,-0.3185840707964602,-0.061504854368932035
2008-02-01,CORNWALL,612,195000.0,857,190500.0,-0.28588098016336055,0.023622047244094488
2008-02-01,COUNTY DURHAM,2,267500.0,13,121800.0,-0.8461538461538461,1.1962233169129721
2008-02-01,CUMBRIA,532,134250.0,719,132500.0,-0.26008344923504867,0.013207547169811321
2008-02-01,DARLINGTON,149,124656.0,207,119000.0,-0.28019323671497587,0.04752941176470588
2008-02-01,DENBIGHSHIRE,82,122000.0,150,126250.0,-0.4533333333333333,-0.033663366336633666
2008-02-01,DERBYSHIRE,831,134000.0,1168,138000.0,-0.288527397260274,-0.028985507246376812
2008-02-01,DEVON,917,197000.0,1249,195000.0,-0.2658126501200961,0.010256410256410256
2008-02-01,DORSET,482,233725.0,791,225000.0,-0.3906447534766119,0.03877777777777778
2008-02-01,DURHAM,688,100500.0,880,95972.5,-0.21818181818181817,0.0471749719971867
2008-02-01,EAST RIDING OF YORKSHIRE,409,147000.0,578,145000.0,-0.29238754325259514,0.013793103448275862
2008-02-01,EAST SUSSEX,670,200500.0,1146,180000.0,-0.41535776614310643,0.11388888888888889
2008-02-01,ESSEX,1698,202375.0,2494,194117.5,-0.3191659983961508,0.04253866858990045
2008-02-01,FLINTSHIRE,115,125000.0,177,140000.0,-0.3502824858757062,-0.10714285714285714
2008-02-01,GLOUCESTERSHIRE,690,181975.0,932,180000.0,-0.259656652360515,0.010972222222222222
2008-02-01,GREATER LONDON,8878,250000.0,12357,249950.0,-0.2815408270615845,0.00020004000800160032
2008-02-01,GREATER MANCHESTER,3247,126000.0,4530,129995.0,-0.28322295805739517,-0.03073195122889342
2008-02-01,GWYNEDD,93,145000.0,129,150000.0,-0.27906976744186046,-0.03333333333333333
2008-02-01,HALTON,120,117750.0,186,103750.0,-0.3548387096774194,0.13493975903614458
2008-02-01,HAMPSHIRE,1633,210000.0,2162,207000.0,-0.24468085106382978,0.014492753623188406
2008-02-01,HARTLEPOOL,96,103207.5,180,90000.0,-0.4666666666666667,0.14675
2008-02-01,HEREFORDSHIRE,163,175000.0,236,196325.0,-0.3093220338983051,-0.10862090920667261
2008-02-01,HERTFORDSHIRE,1322,240000.0,1862,230000.0,-0.2900107411385607,0.043478260869565216
2008-02-01,ISLE OF ANGLESEY,78,155000.0,78,155000.0,0.0,0.0
2008-02-01,ISLE OF WIGHT,210,171000.0,275,173000.0,-0.23636363636363636,-0.011560693641618497
2008-02-01,ISLES OF SCILLY,2,230000.0,5,470000.0,-0.6,-0.5106382978723404
2008-02-01,KENT,1802,192500.0,2572,185000.0,-0.29937791601866254,0.04054054054054054
2008-02-01,LANCASHIRE,1521,124999.0,2011,124995.0,-0.24365987071108902,3.200128005120205e-05
2008-02-01,LEICESTER,272,128747.5,424,122500.0,-0.3584905660377358,0.051
2008-02-01,LEICESTERSHIRE,701,154000.0,986,154000.0,-0.28904665314401623,0.0
2008-02-01,LINCOLNSHIRE,962,138825.0,1308,139725.0,-0.26452599388379205,-0.00644122383252818
2008-02-01,LUTON,253,157500.0,331,151000.0,-0.23564954682779457,0.04304635761589404
2008-02-01,MEDWAY,370,157750.0,503,147500.0,-0.2644135188866799,0.06949152542372881
2008-02-01,MERSEYSIDE,1436,125000.0,2007,125000.0,-0.2845042351768809,0.0
2008-02-01,MERTHYR TYDFIL,46,93725.0,60,90750.0,-0.23333333333333334,0.03278236914600551
2008-02-01,MIDDLESBROUGH,156,88000.0,285,98500.0,-0.45263157894736844,-0.1065989847715736
2008-02-01,MILTON KEYNES,365,180000.0,445,167500.0,-0.1797752808988764,0.07462686567164178
2008-02-01,MONMOUTHSHIRE,65,197000.0,108,170000.0,-0.39814814814814814,0.1588235294117647
2008-02-01,NEATH PORT TALBOT,118,105475.0,161,102000.0,-0.2670807453416149,0.03406862745098039
2008-02-01,NEWPORT,107,119950.0,170,138125.0,-0.37058823529411766,-0.13158371040723982
2008-02-01,NORFOLK,970,164747.5,1431,159995.0,-0.3221523410202656,0.029704053251664114
2008-02-01,NORTH EAST LINCOLNSHIRE,219,107000.0,288,98725.0,-0.23958333333333334,0.08381868827551278
2008-02-01,NORTH LINCOLNSHIRE,177,125000.0,242,117500.0,-0.26859504132231404,0.06382978723404255
2008-02-01,NORTH SOMERSET,267,179000.0,396,180250.0,-0.32575757575757575,-0.006934812760055479
2008-02-01,NORTH YORKSHIRE,607,180000.0,941,171000.0,-0.35494155154091395,0.05263157894736842
2008-02-01,NORTHAMPTONSHIRE,957,149000.0,1285,149995.0,-0.2552529182879377,-0.006633554451815061
2008-02-01,NORTHUMBERLAND,360,128500.0,447,137000.0,-0.19463087248322147,-0.06204379562043796
2008-02-01,NOTTINGHAMSHIRE,843,130000.0,1172,135000.0,-0.28071672354948807,-0.037037037037037035
2008-02-01,OXFORDSHIRE,635,240000.0,941,232000.0,-0.32518597236981933,0.034482758620689655
2008-02-01,PEMBROKESHIRE,101,148000.0,141,158000.0,-0.28368794326241137,-0.06329113924050633
2008-02-01,POOLE,208,229625.0,316,206000.0,-0.34177215189873417,0.11468446601941748
2008-02-01,PORTSMOUTH,242,155000.0,450,155000.0,-0.4622222222222222,0.0
2008-02-01,POWYS,93,150000.0,128,168225.0,-0.2734375,-0.10833704859563086
2008-02-01,READING,217,200000.0,263,191000.0,-0.17490494296577946,0.04712041884816754
2008-02-01,REDCAR AND CLEVELAND,151,117500.0,201,115950.0,-0.24875621890547264,0.013367830961621389
2008-02-01,RHONDDA CYNON TAFF,250,89250.0,253,91000.0,-0.011857707509881422,-0.019230769230769232
2008-02-01,RUTLAND,51,195000.0,41,200000.0,0.24390243902439024,-0.025
2008-02-01,SHROPSHIRE,252,180000.0,376,176500.0,-0.32978723404255317,0.019830028328611898
2008-02-01,SLOUGH,176,205000.0,198,189775.0,-0.1111111111111111,0.08022658411276512
2008-02-01,SOMERSET,619,180000.0,849,170000.0,-0.270906949352179,0.058823529411764705
2008-02-01,SOUTH GLOUCESTERSHIRE,248,185250.0,369,177500.0,-0.32791327913279134,0.04366197183098591
2008-02-01,SOUTH YORKSHIRE,1572,119995.0,1904,119500.0,-0.17436974789915966,0.0041422594142259414
2008-02-01,SOUTHAMPTON,295,162000.0,378,160000.0,-0.21957671957671956,0.0125
2008-02-01,SOUTHEND-ON-SEA,234,174750.0,327,180000.0,-0.28440366972477066,-0.029166666666666667
2008-02-01,STAFFORDSHIRE,844,148500.0,1139,144000.0,-0.2589991220368745,0.03125
2008-02-01,STOCKTON-ON-TEES,194,124450.0,306,130000.0,-0.3660130718954248,-0.04269230769230769
2008-02-01,STOKE-ON-TRENT,343,89000.0,494,85750.0,-0.305668016194332,0.037900874635568516
2008-02-01,SUFFOLK,873,167500.0,1206,162000.0,-0.27611940298507465,0.033950617283950615
2008-02-01,SURREY,1405,275000.0,2024,257750.0,-0.3058300395256917,0.06692531522793405
2008-02-01,SWANSEA,241,130000.0,336,128000.0,-0.28273809523809523,0.015625
2008-02-01,SWINDON,288,150000.0,383,151000.0,-0.24804177545691905,-0.006622516556291391
2008-02-01,THE VALE OF GLAMORGAN,109,169000.0,187,150000.0,-0.41711229946524064,0.12666666666666668
2008-02-01,THURROCK,215,168000.0,306,168250.0,-0.2973856209150327,-0.0014858841010401188
2008-02-01,TORBAY,200,168000.0,303,165000.0,-0.33993399339933994,0.01818181818181818
2008-02-01,TORFAEN,98,116975.0,84,120462.5,0.16666666666666666,-0.028950918335581614
2008-02-01,TYNE AND WEAR,1184,120000.0,1580,121000.0,-0.25063291139240507,-0.008264462809917356
2008-02-01,WARRINGTON,248,154247.5,305,142000.0,-0.18688524590163935,0.08625
2008-02-01,WARWICKSHIRE,621,169000.0,818,169000.0,-0.24083129584352078,0.0
2008-02-01,WEST BERKSHIRE,176,249475.0,228,238550.0,-0.22807017543859648,0.04579752672395724
2008-02-01,WEST MIDLANDS,2771,132000.0,3658,132000.0,-0.24248223072717331,0.0
2008-02-01,WEST SUSSEX,988,218250.0,1505,213500.0,-0.34352159468438537,0.02224824355971897
2008-02-01,WEST YORKSHIRE,2664,128000.0,3827,126000.0,-0.3038933890776065,0.015873015873015872
2008-02-01,WILTSHIRE,446,189500.0,742,190000.0,-0.39892183288409705,-0.002631578947368421
2008-02-01,WINDSOR AND MAIDENHEAD,127,305000.0,222,293000.0,-0.42792792792792794,0.040955631399317405
2008-02-01,WOKINGHAM,176,289975.0,270,270000.0,-0.34814814814814815,0.07398148148148148
2008-02-01,WORCESTERSHIRE,569,174000.0,809,165000.0,-0.29666254635352285,0.05454545454545454
2008-02-01,WREKIN,154,125000.0,225,125000.0,-0.31555555555555553,0.0
2008-02-01,WREXHAM,103,132000.0,166,139475.0,-0.3795180722891566,-0.05359383402043377
2008-02-01,YORK,202,172275.0,298,175250.0,-0.3221476510067114,-0.016975748930099857
2008-03-01,BATH AND NORTH EAST SOMERSET,146,220500.0,304,218500.0,-0.5197368421052632,0.009153318077803204
2008-03-01,BEDFORD,4,185000.0,14,134250.0,-0.7142857142857143,0.3780260707635009
2008-03-01,BEDFORDSHIRE,395,193000.0,898,181250.0,-0.5601336302895323,0.06482758620689655
2008-03-01,BLACKBURN WITH DARWEN,158,100000.0,262,95000.0,-0.3969465648854962,0.05263157894736842
2008-03-01,BLACKPOOL,201,119950.0,322,115000.0,-0.37577639751552794,0.043043478260869565
2008-03-01,BLAENAU GWENT,60,87750.5,90,76660.0,-0.3333333333333333,0.14467127576310984
2008-03-01,BOURNEMOUTH,266,200000.0,588,183500.0,-0.5476190476190477,0.08991825613079019
2008-03-01,BRACKNELL FOREST,125,222500.0,235,207500.0,-0.46808510638297873,0.07228915662650602
2008-03-01,BRIDGEND,178,120000.0,256,120975.0,-0.3046875,-0.008059516429014259
2008-03-01,BRIGHTON AND HOVE,303,235000.0,624,225000.0,-0.5144230769230769,0.044444444444444446
2008-03-01,BUCKINGHAMSHIRE,521,250000.0,944,245000.0,-0.4480932203389831,0.02040816326530612
2008-03-01,CAERPHILLY,144,124000.0,314,115426.5,-0.5414012738853503,0.0742767042230337
2008-03-01,CAMBRIDGESHIRE,647,202000.0,1246,187250.0,-0.48073836276083465,0.0787716955941255
2008-03-01,CARDIFF,367,155000.0,668,155000.0,-0.4505988023952096,0.0
2008-03-01,CARMARTHENSHIRE,153,133000.0,250,125000.0,-0.388,0.064
2008-03-01,CENTRAL BEDFORDSHIRE,7,217500.0,11,189950.0,-0.36363636363636365,0.1450381679389313
2008-03-01,CEREDIGION,53,152000.0,89,184000.0,-0.4044943820224719,-0.17391304347826086
2008-03-01,CHESHIRE,715,165000.0,1340,165250.0,-0.4664179104477612,-0.0015128593040847202
2008-03-01,CHESHIRE EAST,8,232500.0,12,197000.0,-0.3333333333333333,0.1802030456852792
2008-03-01,CHESHIRE WEST AND CHESTER,11,140000.0,12,191250.0,-0.08333333333333333,-0.2679738562091503
2008-03-01,CITY OF BRISTOL,494,164000.0,820,166000.0,-0.3975609756097561,-0.012048192771084338
2008-03-01,CITY OF DERBY,308,120000.0,544,124995.0,-0.4338235294117647,-0.039961598463938555
2008-03-01,CITY OF KINGSTON UPON HULL,269,92500.0,612,89000.0,-0.5604575163398693,0.03932584269662921
2008-03-01,CITY OF NOTTINGHAM,306,108997.5,486,106250.0,-0.37037037037037035,0.025858823529411764
2008-03-01,CITY OF PETERBOROUGH,250,133725.0,371,135000.0,-0.3261455525606469,-0.009444444444444445
2008-03-01,CITY OF PLYMOUTH,217,146000.0,499,146500.0,-0.5651302605210421,-0.0034129692832764505
2008-03-01,CONWY,145,134950.0,229,147500.0,-0.36681222707423583,-0.08508474576271187
2008-03-01,CORNWALL,528,190000.0,1101,189950.0,-0.5204359673024523,0.00026322716504343247
2008-03-01,COUNTY DURHAM,19,120000.0,12,113497.5,0.5833333333333334,0.05729201083724311
2008-03-01,CUMBRIA,527,146500.0,1024,133750.0,-0.4853515625,0.09532710280373832
2008-03-01,DARLINGTON,138,125500.0,221,117000.0,-0.3755656108597285,0.07264957264957266
2008-03-01,DENBIGHSHIRE,101,150000.0,178,120000.0,-0.43258426966292135,0.25
2008-03-01,DERBYSHIRE,803,135000.0,1459,135000.0,-0.44962302947224125,0.0
2008-03-01,DEVON,848,197250.0,1385,200000.0,-0.3877256317689531,-0.01375
2008-03-01,DORSET,424,225000.0,881,229000.0,-0.5187287173666288,-0.017467248908296942
2008-03-01,DURHAM,691,99995.0,1175,107525.0,-0.41191489361702127,-0.07003022552894676
2008-03-01,EAST RIDING OF YORKSHIRE,376,153750.0,712,150000.0,-0.47191011235955055,0.025
2008-03-01,EAST SUSSEX,690,202750.0,1297,185000.0,-0.4680030840400925,0.09594594594594595
2008-03-01,ESSEX,1634,195000.0,2895,193500.0,-0.43557858376511227,0.007751937984496124
2008-03-01,FLINTSHIRE,131,135000.0,292,136000.0,-0.5513698630136986,-0.007352941176470588
2008-03-01,GLOUCESTERSHIRE,652,191000.0,1195,185000.0,-0.45439330543933054,0.032432432432432434
2008-03-01,GREATER LONDON,8129,264950.0,14776,250000.0,-0.44985110990795885,0.0598
2008-03-01,GREATER MANCHESTER,3057,128000.0,5473,126000.0,-0.44143979535903527,0.015873015873015872
