month,county,sales_volume,median_price,vol_prev_year,med_prev_year,yoy_sales_volume,yoy_median_price
1997-10-01,BERKSHIRE,320,87500.0,304,78250.0,0.05263157894736842,0.1182108626198083
1997-10-01,BLACKBURN WITH DARWEN,243,32500.0,12,31000.0,19.25,0.04838709677419355
1997-10-01,BLACKPOOL,321,42500.0,285,38750.0,0.12631578947368421,0.0967741935483871
1997-10-01,BLAENAU GWENT,66,30000.0,49,32000.0,0.3469387755102041,-0.0625
1997-10-01,BOURNEMOUTH,435,65500.0,457,57500.0,-0.04814004376367615,0.1391304347826087
1997-10-01,BRACKNELL FOREST,269,91950.0,264,76250.0,0.01893939393939394,0.20590163934426228
1997-10-01,BRIDGEND,153,54000.0,187,44950.0,-0.18181818181818182,0.20133481646273638
1997-10-01,BRIGHTON AND HOVE,767,65000.0,36,45000.0,20.305555555555557,0.4444444444444444
1997-10-01,BUCKINGHAMSHIRE,1101,100000.0,962,88375.0,0.1444906444906445,0.13154172560113153
1997-10-01,CAERPHILLY,268,45000.0,199,39950.0,0.34673366834170855,0.12640801001251564
1997-10-01,CAMBRIDGESHIRE,1544,61750.0,1389,58000.0,0.11159107271418287,0.06465517241379311
1997-10-01,CARDIFF,546,54500.0,509,53000.0,0.07269155206286837,0.02830188679245283
1997-10-01,CARMARTHENSHIRE,233,42500.0,184,38997.5,0.266304347826087,0.08981344958010129
1997-10-01,CENTRAL BEDFORDSHIRE,3,90000.0,5,182500.0,-0.4,-0.5068493150684932
1997-10-01,CEREDIGION,93,56000.0,84,54000.0,0.10714285714285714,0.037037037037037035
1997-10-01,CHESHIRE,1300,64500.0,1080,59000.0,0.2037037037037037,0.09322033898305085
1997-10-01,CHESHIRE EAST,12,68750.0,11,75000.0,0.09090909090909091,-0.08333333333333333
1997-10-01,CHESHIRE WEST AND CHESTER,7,77950.0,4,128250.0,0.75,-0.39220272904483433
1997-10-01,CITY OF BRISTOL,726,55625.0,589,49950.0,0.23259762308998302,0.11361361361361362
1997-10-01,CITY OF DERBY,425,42500.0,12,45000.0,34.416666666666664,-0.05555555555555555
1997-10-01,CITY OF KINGSTON UPON HULL,362,33500.0,330,33250.0,0.09696969696969697,0.007518796992481203
1997-10-01,CITY OF NOTTINGHAM,14,43500.0,3,75000.0,3.6666666666666665,-0.42
1997-10-01,CITY OF PETERBOROUGH,6,40500.0,4,80250.0,0.5,-0.4953271028037383
1997-10-01,CITY OF PLYMOUTH,14,56500.0,7,60000.0,1.0,-0.058333333333333334
1997-10-01,CONWY,229,50000.0,169,46000.0,0.35502958579881655,0.08695652173913043
1997-10-01,CORNWALL,1251,59000.0,1035,52000.0,0.20869565217391303,0.1346153846153846
1997-10-01,COUNTY DURHAM,8,21062.5,13,38000.0,-0.38461538461538464,-0.4457236842105263
1997-10-01,CUMBRIA,872,49200.0,822,49375.0,0.06082725060827251,-0.0035443037974683543
1997-10-01,DARLINGTON,226,49950.0,195,42000.0,0.15897435897435896,0.18928571428571428
1997-10-01,DENBIGHSHIRE,135,45000.0,139,42950.0,-0.02877697841726619,0.047729918509895226
1997-10-01,DERBYSHIRE,1327,48500.0,1462,44000.0,-0.09233926128590972,0.10227272727272728
1997-10-01,DEVON,2227,58000.0,1898,55000.0,0.1733403582718651,0.05454545454545454
1997-10-01,DORSET,1030,81725.0,1001,72500.0,0.028971028971028972,0.12724137931034482
1997-10-01,DURHAM,750,42500.0,634,40000.0,0.1829652996845426,0.0625
1997-10-01,EAST RIDING OF YORKSHIRE,622,55500.0,621,53500.0,0.001610305958132045,0.037383177570093455
1997-10-01,EAST SUSSEX,1337,68500.0,1791,59000.0,-0.2534896705750977,0.16101694915254236
1997-10-01,ESSEX,2979,67995.0,2736,59995.0,0.08881578947368421,0.13334444537044754
1997-10-01,FLINTSHIRE,281,53000.0,198,47000.0,0.41919191919191917,0.1276595744680851
1997-10-01,GLOUCESTERSHIRE,1341,63950.0,1076,58625.0,0.24628252788104088,0.0908315565031983
1997-10-01,GREATER LONDON,14377,88000.0,13017,78000.0,0.1044787585465161,0.1282051282051282
1997-10-01,GREATER MANCHESTER,4147,46500.0,3685,44500.0,0.1253731343283582,0.0449438202247191
1997-10-01,GWYNEDD,181,44000.0,137,38000.0,0.32116788321167883,0.15789473684210525
1997-10-01,HALTON,131,49950.0,129,50000.0,0.015503875968992248,-0.001
1997-10-01,HAMPSHIRE,2774,77950.0,2683,71000.0,0.033917256802087216,0.09788732394366197
1997-10-01,HARTLEPOOL,124,49000.0,128,41975.0,-0.03125,0.1673615247170935
1997-10-01,HEREFORD AND WORCESTER,247,59000.0,254,58000.0,-0.027559055118110236,0.017241379310344827
1997-10-01,HEREFORDSHIRE,24,76725.0,2,61125.0,11.0,0.2552147239263804
1997-10-01,HERTFORDSHIRE,2299,89000.0,2091,77000.0,0.09947393591582974,0.15584415584415584
1997-10-01,ISLE OF ANGLESEY,127,49950.0,87,46000.0,0.45977011494252873,0.08586956521739131
1997-10-01,ISLE OF WIGHT,362,53750.0,300,49250.0,0.20666666666666667,0.09137055837563451
1997-10-01,ISLES OF SCILLY,8,172750.0,6,143750.0,0.3333333333333333,0.20173913043478262
1997-10-01,KENT,3160,64000.0,2782,58000.0,0.13587347232207045,0.10344827586206896
1997-10-01,LANCASHIRE,2248,49972.5,2052,45000.0,0.09551656920077972,0.1105
1997-10-01,LEICESTER,351,41900.0,273,38000.0,0.2857142857142857,0.10263157894736842
1997-10-01,LEICESTERSHIRE,1280,58475.0,1094,55000.0,0.170018281535649,0.06318181818181819
1997-10-01,LINCOLNSHIRE,1428,50000.0,1340,46995.0,0.06567164179104477,0.0639429726566656
1997-10-01,LUTON,412,49750.0,345,45100.0,0.19420289855072465,0.10310421286031042
1997-10-01,MEDWAY,9,75000.0,6,50750.0,0.5,0.47783251231527096
1997-10-01,MERSEYSIDE,1878,45000.0,1829,45500.0,0.026790595954073265,-0.01098901098901099
1997-10-01,MERTHYR TYDFIL,84,30750.0,66,31500.0,0.2727272727272727,-0.023809523809523808
1997-10-01,MIDDLESBROUGH,205,41000.0,178,40975.0,0.15168539325842698,0.0006101281269066504
1997-10-01,MILTON KEYNES,565,59500.0,485,53000.0,0.16494845360824742,0.12264150943396226
1997-10-01,MONMOUTHSHIRE,159,68500.0,164,59150.0,-0.03048780487804878,0.158072696534235
1997-10-01,NEATH PORT TALBOT,170,37000.0,177,36500.0,-0.03954802259887006,0.0136986301369863
1997-10-01,NEWPORT,256,45500.0,184,45475.0,0.391304347826087,0.0005497526113249038
1997-10-01,NORFOLK,1748,53950.0,1575,51000.0,0.10984126984126984,0.05784313725490196
1997-10-01,NORTH EAST LINCOLNSHIRE,329,43000.0,318,38725.0,0.03459119496855346,0.1103938024531956
1997-10-01,NORTH LINCOLNSHIRE,241,43950.0,251,41500.0,-0.0398406374501992,0.05903614457831325
1997-10-01,NORTH SOMERSET,395,63950.0,453,57950.0,-0.1280353200883002,0.10353753235547886
1997-10-01,NORTH YORKSHIRE,1127,60000.0,1110,60000.0,0.015315315315315315,0.0
1997-10-01,NORTHAMPTONSHIRE,1500,57975.0,1321,49950.0,0.13550340651021953,0.16066066066066065
1997-10-01,NORTHUMBERLAND,503,52700.0,472,51975.0,0.06567796610169492,0.013949013949013949
1997-10-01,NOTTINGHAMSHIRE,1673,48500.0,1463,46000.0,0.14354066985645933,0.05434782608695652
1997-10-01,OXFORDSHIRE,1272,84000.0,1188,76000.0,0.0707070707070707,0.10526315789473684
1997-10-01,PEMBROKESHIRE,170,46000.0,137,42250.0,0.24087591240875914,0.08875739644970414
1997-10-01,POOLE,384,74000.0,391,63000.0,-0.017902813299232736,0.1746031746031746
1997-10-01,PORTSMOUTH,479,54000.0,399,48000.0,0.20050125313283207,0.125
1997-10-01,POWYS,155,54000.0,144,55375.0,0.0763888888888889,-0.024830699774266364
1997-10-01,READING,352,66000.0,294,59950.0,0.19727891156462585,0.10091743119266056
1997-10-01,REDCAR AND CLEVELAND,198,43000.0,175,40000.0,0.13142857142857142,0.075
1997-10-01,RHONDDA CYNON TAFF,305,38000.0,289,35000.0,0.05536332179930796,0.08571428571428572
1997-10-01,RUTLAND,85,72000.0,60,64500.0,0.4166666666666667,0.11627906976744186
1997-10-01,SHROPSHIRE,816,59000.0,770,54950.0,0.05974025974025974,0.07370336669699727
1997-10-01,SLOUGH,254,64250.0,214,56875.0,0.18691588785046728,0.12967032967032968
1997-10-01,SOMERSET,1001,60000.0,1014,56000.0,-0.01282051282051282,0.07142857142857142
1997-10-01,SOUTH GLOUCESTERSHIRE,521,59000.0,512,56725.0,0.017578125,0.04010577346848832
1997-10-01,SOUTH YORKSHIRE,1806,44500.0,1629,42000.0,0.10865561694290976,0.05952380952380952
1997-10-01,SOUTHAMPTON,513,57000.0,416,51000.0,0.23317307692307693,0.11764705882352941
1997-10-01,SOUTHEND-ON-SEA,426,55000.0,407,48225.0,0.04668304668304668,0.14048729911871435
1997-10-01,STAFFORDSHIRE,1417,55000.0,1145,52500.0,0.23755458515283842,0.047619047619047616
1997-10-01,STOCKTON-ON-TEES,330,50000.0,309,51000.0,0.06796116504854369,-0.0196078431372549
1997-10-01,STOKE-ON-TRENT,381,32000.0,379,32000.0,0.005277044854881266,0.0
1997-10-01,SUFFOLK,1527,57000.0,1307,53450.0,0.16832440703902066,0.06641721234798878
1997-10-01,SURREY,2431,104000.0,2398,92000.0,0.013761467889908258,0.13043478260869565
1997-10-01,SWANSEA,355,48000.0,370,48125.0,-0.04054054054054054,-0.0025974025974025974
1997-10-01,SWINDON,463,58000.0,5,45000.0,91.6,0.28888888888888886
1997-10-01,THE VALE OF GLAMORGAN,240,59950.0,196,59995.0,0.22448979591836735,-0.0007500625052087674
1997-10-01,THURROCK,272,57118.5,293,50000.0,-0.07167235494880546,0.14237
1997-10-01,TORBAY,327,52500.0,279,55000.0,0.17204301075268819,-0.045454545454545456
1997-10-01,TORFAEN,119,40000.0,121,40000.0,-0.01652892561983471,0.0
1997-10-01,TYNE AND WEAR,1575,45950.0,1457,46000.0,0.08098833218943034,-0.0010869565217391304
1997-10-01,WARRINGTON,382,58250.0,308,54325.0,0.24025974025974026,0.07225034514496088
1997-10-01,WARWICKSHIRE,1069,65995.0,936,60000.0,0.1420940170940171,0.09991666666666667
1997-10-01,WEST BERKSHIRE,8,122000.0,6,87000.0,0.3333333333333333,0.40229885057471265
1997-10-01,WEST MIDLANDS,3757,49995.0,3289,48000.0,0.1422924901185771,0.0415625
1997-10-01,WEST SUSSEX,1984,76000.0,1757,67500.0,0.12919749573136027,0.1259259259259259
1997-10-01,WEST YORKSHIRE,3585,48000.0,3189,47000.0,0.12417685794920037,0.02127659574468085
1997-10-01,WILTSHIRE,937,72000.0,914,68000.0,0.02516411378555799,0.058823529411764705
1997-10-01,WINDSOR AND MAIDENHEAD,301,127500.0,301,103000.0,0.0,0.23786407766990292
1997-10-01,WOKINGHAM,386,100000.0,307,93000.0,0.25732899022801303,0.07526881720430108
1997-10-01,WORCESTERSHIRE,1105,64000.0,1060,59000.0,0.04245283018867924,0.0847457627118644
1997-10-01,WREKIN,12,63625.0,1,62000.0,11.0,0.02620967741935484
1997-10-01,WREXHAM,154,47497.5,133,45950.0,0.15789473684210525,0.03367791077257889
1997-10-01,YORK,362,58500.0,314,55000.0,0.15286624203821655,0.06363636363636363
1997-11-01,BATH AND NORTH EAST SOMERSET,316,66225.0,361,68500.0,-0.12465373961218837,-0.03321167883211679
1997-11-01,BEDFORD,3,75000.0,3,70000.0,0.0,0.07142857142857142
1997-11-01,BEDFORDSHIRE,753,66000.0,842,59000.0,-0.10570071258907364,0.11864406779661017
1997-11-01,BERKSHIRE,227,88950.0,318,77250.0,-0.2861635220125786,0.15145631067961166
1997-11-01,BLACKBURN WITH DARWEN,192,35000.0,13,26200.0,13.76923076923077,0.33587786259541985
1997-11-01,BLACKPOOL,266,43000.0,250,38875.0,0.064,0.10610932475884244
1997-11-01,BLAENAU GWENT,48,32000.0,70,32500.0,-0.3142857142857143,-0.015384615384615385
1997-11-01,BOURNEMOUTH,405,66500.0,494,58875.0,-0.18016194331983806,0.12951167728237792
1997-11-01,BRACKNELL FOREST,241,88950.0,284,78250.0,-0.15140845070422534,0.136741214057508
1997-11-01,BRIDGEND,120,44000.0,219,45250.0,-0.4520547945205479,-0.027624309392265192
1997-11-01,BRIGHTON AND HOVE,644,62850.0,53,54500.0,11.150943396226415,0.15321100917431194
1997-11-01,BUCKINGHAMSHIRE,809,95500.0,1086,85250.0,-0.2550644567219153,0.12023460410557185
1997-11-01,CAERPHILLY,243,42950.0,243,41000.0,0.0,0.0475609756097561
1997-11-01,CAMBRIDGESHIRE,1307,65000.0,1439,59450.0,-0.0917303683113273,0.09335576114381834
1997-11-01,CARDIFF,511,56995.0,543,56000.0,-0.058931860036832415,0.017767857142857144
1997-11-01,CARMARTHENSHIRE,205,41995.0,208,40747.5,-0.014423076923076924,0.03061537517639119
1997-11-01,CENTRAL BEDFORDSHIRE,4,156750.0,2,131500.0,1.0,0.1920152091254753
1997-11-01,CEREDIGION,78,52000.0,78,49500.0,0.0,0.050505050505050504
1997-11-01,CHESHIRE,1039,66000.0,1290,60000.0,-0.1945736434108527,0.1
1997-11-01,CHESHIRE EAST,12,140500.0,9,64000.0,0.3333333333333333,1.1953125
1997-11-01,CHESHIRE WEST AND CHESTER,3,178388.0,4,79750.0,-0.25,1.2368401253918495
1997-11-01,CITY OF BRISTOL,626,53500.0,731,52250.0,-0.1436388508891929,0.023923444976076555
1997-11-01,CITY OF DERBY,347,41500.0,17,41000.0,19.41176470588235,0.012195121951219513
1997-11-01,CITY OF KINGSTON UPON HULL,322,35000.0,372,32950.0,-0.13440860215053763,0.0622154779969651
1997-11-01,CITY OF NOTTINGHAM,12,49475.0,7,65000.0,0.7142857142857143,-0.23884615384615385
1997-11-01,CITY OF PETERBOROUGH,13,47250.0,2,40500.0,5.5,0.16666666666666666
1997-11-01,CITY OF PLYMOUTH,12,52375.0,10,24450.0,0.2,1.1421267893660532
1997-11-01,CONWY,209,52000.0,191,45000.0,0.09424083769633508,0.15555555555555556
1997-11-01,CORNWALL,1009,57950.0,1108,52000.0,-0.08935018050541517,0.11442307692307692
1997-11-01,COUNTY DURHAM,8,17375.0,9,48500.0,-0.1111111111111111,-0.6417525773195877
1997-11-01,CUMBRIA,746,53000.0,907,49500.0,-0.17750826901874311,0.0707070707070707
1997-11-01,DARLINGTON,159,50000.0,186,45000.0,-0.14516129032258066,0.1111111111111111
1997-11-01,DENBIGHSHIRE,125,46500.0,134,42975.0,-0.06716417910447761,0.08202443280977312
1997-11-01,DERBYSHIRE,1157,50000.0,1627,47000.0,-0.28887523048555624,0.06382978723404255
1997-11-01,DEVON,1714,59500.0,1970,56000.0,-0.1299492385786802,0.0625
1997-11-01,DORSET,837,77000.0,946,70000.0,-0.11522198731501057,0.1
1997-11-01,DURHAM,678,45000.0,743,39950.0,-0.08748317631224764,0.12640801001251564
1997-11-01,EAST RIDING OF YORKSHIRE,563,52995.0,672,53000.0,-0.16220238095238096,-9.433962264150943e-05
1997-11-01,EAST SUSSEX,1098,66240.0,1921,59000.0,-0.4284226965122332,0.12271186440677966
1997-11-01,ESSEX,2635,67000.0,2895,63000.0,-0.08981001727115717,0.06349206349206349
1997-11-01,FLINTSHIRE,212,52750.0,228,51725.0,-0.07017543859649122,0.019816336394393428
1997-11-01,GLOUCESTERSHIRE,1067,65000.0,1169,59995.0,-0.0872540633019675,0.08342361863488625
1997-11-01,GREATER LONDON,12237,88000.0,13595,78500.0,-0.09988966531813166,0.12101910828025478
1997-11-01,GREATER MANCHESTER,3576,46605.0,3809,44500.0,-0.061170911000262534,0.047303370786516856
1997-11-01,GWYNEDD,160,46000.0,192,45000.0,-0.16666666666666666,0.022222222222222223
1997-11-01,HALTON,122,47125.0,141,45500.0,-0.1347517730496454,0.03571428571428571
1997-11-01,HAMPSHIRE,2530,81000.0,2871,73500.0,-0.11877394636015326,0.10204081632653061
1997-11-01,HARTLEPOOL,108,39300.0,157,46000.0,-0.31210191082802546,-0.14565217391304347
1997-11-01,HEREFORD AND WORCESTER,203,59500.0,280,58500.0,-0.275,0.017094017094017096
1997-11-01,HEREFORDSHIRE,29,76950.0,7,79000.0,3.142857142857143,-0.025949367088607594
1997-11-01,HERTFORDSHIRE,1908,86250.0,2388,77000.0,-0.20100502512562815,0.12012987012987013
1997-11-01,ISLE OF ANGLESEY,88,55725.0,96,47250.0,-0.08333333333333333,0.17936507936507937
1997-11-01,ISLE OF WIGHT,317,55000.0,277,47000.0,0.1444043321299639,0.1702127659574468
1997-11-01,ISLES OF SCILLY,5,165000.0,5,96500.0,0.0,0.7098445595854922
1997-11-01,KENT,2843,64250.0,3000,58500.0,-0.052333333333333336,0.09829059829059829
1997-11-01,LANCASHIRE,1894,49500.0,2191,46000.0,-0.13555454130534003,0.07608695652173914
1997-11-01,LEICESTER,292,41100.0,322,39000.0,-0.09316770186335403,0.05384615384615385
1997-11-01,LEICESTERSHIRE,1101,58000.0,1379,53500.0,-0.20159535895576505,0.08411214953271028
1997-11-01,LINCOLNSHIRE,1174,50000.0,1349,46995.0,-0.12972572275759822,0.0639429726566656
1997-11-01,LUTON,320,48997.5,396,44500.0,-0.1919191919191919,0.10106741573033708
1997-11-01,MEDWAY,13,59950.0,5,36000.0,1.6,0.6652777777777777
1997-11-01,MERSEYSIDE,1685,46000.0,1862,45000.0,-0.09505907626208378,0.022222222222222223
1997-11-01,MERTHYR TYDFIL,57,35000.0,75,32500.0,-0.24,0.07692307692307693
1997-11-01,MIDDLESBROUGH,153,42500.0,207,44750.0,-0.2608695652173913,-0.05027932960893855
1997-11-01,MILTON KEYNES,488,63000.0,544,55550.0,-0.10294117647058823,0.1341134113411341
1997-11-01,MONMOUTHSHIRE,137,63000.0,162,56250.0,-0.15432098765432098,0.12
1997-11-01,NEATH PORT TALBOT,166,38475.0,198,38000.0,-0.16161616161616163,0.0125
1997-11-01,NEWPORT,183,48000.0,260,47500.0,-0.29615384615384616,0.010526315789473684
1997-11-01,NORFOLK,1481,52500.0,1786,50000.0,-0.1707726763717805,0.05
1997-11-01,NORTH EAST LINCOLNSHIRE,232,41500.0,300,40750.0,-0.22666666666666666,0.018404907975460124
1997-11-01,NORTH LINCOLNSHIRE,218,44975.0,220,42000.0,-0.00909090909090909,0.07083333333333333
1997-11-01,NORTH SOMERSET,317,61500.0,512,59245.0,-0.380859375,0.03806228373702422
1997-11-01,NORTH YORKSHIRE,909,59950.0,1165,58500.0,-0.21974248927038625,0.024786324786324785
1997-11-01,NORTHAMPTONSHIRE,1248,56000.0,1546,49997.5,-0.1927554980595084,0.12005600280014
1997-11-01,NORTHUMBERLAND,452,55250.0,505,49950.0,-0.10495049504950495,0.1061061061061061
1997-11-01,NOTTINGHAMSHIRE,1480,49000.0,1644,46425.0,-0.09975669099756691,0.05546580506192784
1997-11-01,OXFORDSHIRE,1072,84250.0,1377,73000.0,-0.2214960058097313,0.1541095890410959
1997-11-01,PEMBROKESHIRE,146,49000.0,138,44850.0,0.057971014492753624,0.09253065774804906
1997-11-01,POOLE,255,72000.0,360,63000.0,-0.2916666666666667,0.14285714285714285
1997-11-01,PORTSMOUTH,417,55500.0,382,48500.0,0.09162303664921466,0.14432989690721648
1997-11-01,POWYS,144,55000.0,148,49500.0,-0.02702702702702703,0.1111111111111111
1997-11-01,READING,270,66250.0,277,58000.0,-0.02527075812274368,0.14224137931034483
1997-11-01,REDCAR AND CLEVELAND,177,45000.0,222,45000.0,-0.20270270270270271,0.0
1997-11-01,RHONDDA CYNON TAFF,286,36000.0,331,35500.0,-0.13595166163141995,0.014084507042253521
1997-11-01,RUTLAND,65,59995.0,74,71250.0,-0.12162162162162163,-0.15796491228070175
1997-11-01,SHROPSHIRE,765,57000.0,941,54950.0,-0.18703506907545164,0.0373066424021838
1997-11-01,SLOUGH,238,62975.0,233,55000.0,0.02145922746781116,0.145
1997-11-01,SOMERSET,1002,58375.0,991,56000.0,0.011099899091826439,0.04241071428571429
1997-11-01,SOUTH GLOUCESTERSHIRE,484,62975.0,551,57000.0,-0.12159709618874773,0.10482456140350878
1997-11-01,SOUTH YORKSHIRE,1498,44000.0,1711,42750.0,-0.1244886031560491,0.029239766081871343
1997-11-01,SOUTHAMPTON,427,58000.0,429,51500.0,-0.004662004662004662,0.1262135922330097
1997-11-01,SOUTHEND-ON-SEA,358,56500.0,385,55000.0,-0.07012987012987013,0.02727272727272727
1997-11-01,STAFFORDSHIRE,1289,54000.0,1437,52950.0,-0.10299234516353514,0.019830028328611898
1997-11-01,STOCKTON-ON-TEES,240,50000.0,338,49250.0,-0.28994082840236685,0.015228426395939087
1997-11-01,STOKE-ON-TRENT,316,35250.0,362,33000.0,-0.1270718232044199,0.06818181818181818
1997-11-01,SUFFOLK,1177,55000.0,1438,52500.0,-0.18150208623087621,0.047619047619047616
1997-11-01,SURREY,1974,106500.0,2431,90000.0,-0.18798848210612917,0.18333333333333332
1997-11-01,SWANSEA,303,49750.0,405,44995.0,-0.2518518518518518,0.10567840871207912
1997-11-01,SWINDON,428,59995.0,15,59500.0,27.533333333333335,0.008319327731092436
1997-11-01,THE VALE OF GLAMORGAN,186,63725.0,210,58875.0,-0.11428571428571428,0.08237791932059448
1997-11-01,THURROCK,275,56500.0,322,54975.0,-0.14596273291925466,0.02773988176443838
1997-11-01,TORBAY,306,54000.0,345,52000.0,-0.11304347826086956,0.038461538461538464
1997-11-01,TORFAEN,68,41500.0,107,41000.0,-0.3644859813084112,0.012195121951219513
1997-11-01,TYNE AND WEAR,1411,46500.0,1614,46000.0,-0.12577447335811648,0.010869565217391304
1997-11-01,WARRINGTON,308,58000.0,415,58000.0,-0.25783132530120484,0.0
1997-11-01,WARWICKSHIRE,889,68000.0,1086,61625.0,-0.18139963167587478,0.10344827586206896
1997-11-01,WEST BERKSHIRE,12,84500.0,6,116250.0,1.0,-0.2731182795698925
1997-11-01,WEST MIDLANDS,3157,50000.0,3835,48950.0,-0.17679269882659712,0.021450459652706845
1997-11-01,WEST SUSSEX,1714,77908.5,1919,67950.0,-0.1068264721208963,0.14655629139072848
1997-11-01,WEST YORKSHIRE,3077,48000.0,3431,48000.0,-0.1031769163509181,0.0
1997-11-01,WILTSHIRE,834,70000.0,994,64950.0,-0.16096579476861167,0.07775211701308699
1997-11-01,WINDSOR AND MAIDENHEAD,236,120500.0,363,98000.0,-0.349862258953168,0.22959183673469388
1997-11-01,WOKINGHAM,304,106250.0,343,90000.0,-0.11370262390670553,0.18055555555555555
1997-11-01,WORCESTERSHIRE,941,65500.0,1153,60000.0,-0.18386816999132696,0.09166666666666666
1997-11-01,WREKIN,30,62475.0,3,39000.0,9.0,0.6019230769230769
1997-11-01,WREXHAM,113,47750.0,150,47250.0,-0.24666666666666667,0.010582010582010581
1997-11-01,YORK,310,60000.0,358,57000.0,-0.1340782122905028,0.05263157894736842
1997-12-01,BATH AND NORTH EAST SOMERSET,291,70000.0,326,65000.0,-0.10736196319018405,0.07692307692307693
1997-12-01,BEDFORD,5,45000.0,9,86500.0,-0.4444444444444444,-0.4797687861271676
1997-12-01,BEDFORDSHIRE,804,65497.5,785,60000.0,0.024203821656050957,0.091625
1997-12-01,BERKSHIRE,273,96000.0,328,76500.0,-0.1676829268292683,0.2549019607843137
1997-12-01,BLACKBURN WITH DARWEN,239,43000.0,4,37500.0,58.75,0.14666666666666667
1997-12-01,BLACKPOOL,302,42400.0,269,40000.0,0.12267657992565056,0.06
1997-12-01,BLAENAU GWENT,63,32000.0,76,32000.0,-0.17105263157894737,0.0
1997-12-01,BOURNEMOUTH,387,66000.0,376,59500.0,0.02925531914893617,0.1092436974789916
1997-12-01,BRACKNELL FOREST,267,94000.0,271,84000.0,-0.014760147601476014,0.11904761904761904
1997-12-01,BRIDGEND,169,48000.0,136,48000.0,0.2426470588235294,0.0
1997-12-01,BRIGHTON AND HOVE,629,66000.0,71,54000.0,7.859154929577465,0.2222222222222222
1997-12-01,BUCKINGHAMSHIRE,912,105000.0,1025,83000.0,-0.11024390243902439,0.26506024096385544
1997-12-01,CAERPHILLY,224,42975.0,208,44000.0,0.07692307692307693,-0.023295454545454546
1997-12-01,CAMBRIDGESHIRE,1351,65000.0,1396,59972.5,-0.032234957020057305,0.08383008879069574
1997-12-01,CARDIFF,524,61500.0,482,52975.0,0.08713692946058091,0.1609249646059462
1997-12-01,CARMARTHENSHIRE,203,42950.0,186,40000.0,0.0913978494623656,0.07375
1997-12-01,CENTRAL BEDFORDSHIRE,3,90000.0,5,60000.0,-0.4,0.5
1997-12-01,CEREDIGION,65,56000.0,73,55000.0,-0.1095890410958904,0.01818181818181818
1997-12-01,CHESHIRE,1211,62950.0,1127,63000.0,0.07453416149068323,-0.0007936507936507937
1997-12-01,CHESHIRE EAST,6,47500.0,3,108000.0,1.0,-0.5601851851851852
1997-12-01,CHESHIRE WEST AND CHESTER,2,51075.0,8,65000.0,-0.75,-0.21423076923076922
1997-12-01,CITY OF BRISTOL,727,55000.0,626,49000.0,0.16134185303514376,0.12244897959183673
1997-12-01,CITY OF DERBY,365,43000.0,22,48497.5,15.590909090909092,-0.1133563585751843
1997-12-01,CITY OF KINGSTON UPON HULL,333,33950.0,334,35500.0,-0.0029940119760479044,-0.04366197183098591
1997-12-01,CITY OF NOTTINGHAM,29,50000.0,5,60000.0,4.8,-0.16666666666666666
1997-12-01,CITY OF PETERBOROUGH,29,49250.0,2,155995.0,13.5,-0.6842847527164332
1997-12-01,CITY OF PLYMOUTH,26,56500.0,6,33625.0,3.3333333333333335,0.6802973977695167
1997-12-01,CONWY,216,51000.0,186,44225.0,0.16129032258064516,0.15319389485585078
1997-12-01,CORNWALL,1056,57000.0,973,53000.0,0.08530318602261049,0.07547169811320754
1997-12-01,COUNTY DURHAM,14,44000.0,8,7000.0,0.75,5.285714285714286
1997-12-01,CUMBRIA,854,51125.0,722,50000.0,0.18282548476454294,0.0225
1997-12-01,DARLINGTON,223,54000.0,164,43000.0,0.3597560975609756,0.2558139534883721
1997-12-01,DENBIGHSHIRE,138,45000.0,133,44500.0,0.03759398496240601,0.011235955056179775
1997-12-01,DERBYSHIRE,1228,51000.0,1537,48000.0,-0.20104098893949252,0.0625
1997-12-01,DEVON,1905,60000.0,1864,57500.0,0.021995708154506438,0.043478260869565216
1997-12-01,DORSET,919,78950.0,869,69950.0,0.05753739930955121,0.12866333095067906
1997-12-01,DURHAM,755,44750.0,611,39950.0,0.23567921440261866,0.12015018773466833
1997-12-01,EAST RIDING OF YORKSHIRE,636,54000.0,627,55000.0,0.014354066985645933,-0.01818181818181818
1997-12-01,EAST SUSSEX,1221,69000.0,1792,60000.0,-0.31863839285714285,0.15
1997-12-01,ESSEX,2791,70000.0,2719,65000.0,0.026480323648400146,0.07692307692307693
1997-12-01,FLINTSHIRE,229,54500.0,240,47750.0,-0.04583333333333333,0.14136125654450263
1997-12-01,GLOUCESTERSHIRE,1217,65787.0,1045,59995.0,0.1645933014354067,0.09654137844820401
1997-12-01,GREATER LONDON,13053,91250.0,13280,80000.0,-0.017093373493975904,0.140625
1997-12-01,GREATER MANCHESTER,3967,47500.0,3715,45995.0,0.06783310901749663,0.03272094792912273
1997-12-01,GWYNEDD,161,41500.0,171,45000.0,-0.05847953216374269,-0.07777777777777778
1997-12-01,HALTON,147,49950.0,118,48897.5,0.2457627118644068,0.021524617822997087
1997-12-01,HAMPSHIRE,2574,81077.5,2751,72500.0,-0.064340239912759,0.1183103448275862
1997-12-01,HARTLEPOOL,100,48500.0,112,45500.0,-0.10714285714285714,0.06593406593406594
1997-12-01,HEREFORD AND WORCESTER,188,59950.0,239,57750.0,-0.21338912133891214,0.0380952380952381
