district_segment,n_districts,avg_median_price,avg_new_build_rate,avg_freehold_rate,avg_iqr_price,avg_share_flat,avg_share_detached
1,243,98041.90123456791,0.11889209930055392,0.9045697158775183,85161.42592592593,0.06051463889509178,0.3172890414304502
0,184,160096.6385869565,0.0913574485623744,0.7227846264167381,141737.12907608695,0.2112101241627603,0.21359082848617578
2,11,296336.36363636365,0.1281106109107049,0.21012462089246958,334731.61363636365,0.7777789203678391,0.007469664134490237
