feature,coef,abs_coef
cat__county_DORSET,0.11125380526676555,0.11125380526676555
cat__district_CITY OF KINGSTON UPON HULL,-0.11111460159387998,0.11111460159387998
cat__county_CITY OF KINGSTON UPON HULL,-0.11111460159387998,0.11111460159387998
cat__county_MID GLAMORGAN,-0.11080257685984084,0.11080257685984084
cat__district_NORTHUMBERLAND,-0.11069951152958316,0.11069951152958316
cat__district_NEATH PORT TALBOT,-0.10883537358116864,0.10883537358116864
cat__county_NEATH PORT TALBOT,-0.10883537358116864,0.10883537358116864
cat__district_BRACKNELL FOREST,0.10848255881920171,0.10848255881920171
cat__county_BRACKNELL FOREST,0.10848255881920171,0.10848255881920171
cat__district_BATH AND NORTH EAST SOMERSET,0.10774577518217938,0.10774577518217938
cat__county_BATH AND NORTH EAST SOMERSET,0.10774577518217938,0.10774577518217938
cat__district_MANSFIELD,-0.10761474727991786,0.10761474727991786
cat__district_READING,0.10701009319132339,0.10701009319132339
cat__county_READING,0.10694466192446099,0.10694466192446099
cat__district_HIGH PEAK,0.10677378328617512,0.10677378328617512
cat__district_HART,0.10213917976193904,0.10213917976193904
cat__county_NOTTINGHAMSHIRE,-0.10093080277255168,0.10093080277255168
cat__district_BRIDGNORTH,0.10018144516128127,0.10018144516128127
cat__district_SOUTH HAMS,0.09871254114185257,0.09871254114185257
cat__county_KENT,0.0983718391929971,0.0983718391929971
cat__district_LICHFIELD,0.09811456916697062,0.09811456916697062
cat__district_TONBRIDGE AND MALLING,0.09759328203684116,0.09759328203684116
cat__district_NORTH LINCOLNSHIRE,-0.0973884210537331,0.0973884210537331
cat__county_NORTH LINCOLNSHIRE,-0.0973884210537331,0.0973884210537331
cat__county_NORTH EAST LINCOLNSHIRE,-0.09718497397782945,0.09718497397782945
cat__district_NORTH EAST LINCOLNSHIRE,-0.09718497397782945,0.09718497397782945
cat__district_GILLINGHAM,-0.09706614324449982,0.09706614324449982
cat__county_WILTSHIRE,0.09704529187238996,0.09704529187238996
cat__district_ASHFIELD,-0.09695804914077913,0.09695804914077913
cat__district_CHELTENHAM,0.09609249244600773,0.09609249244600773
cat__district_LEWISHAM,-0.09582784966980971,0.09582784966980971
cat__district_FOREST OF DEAN,-0.0955107013291923,0.0955107013291923
cat__county_CLWYD,-0.09535690837140819,0.09535690837140819
cat__district_GREENWICH,-0.09429385615485351,0.09429385615485351
cat__district_MIDDLESBROUGH,-0.09397752302971285,0.09397752302971285
cat__county_MIDDLESBROUGH,-0.09397752302971285,0.09397752302971285
cat__county_SLOUGH,0.09349882287904024,0.09349882287904024
cat__district_SLOUGH,0.09349882287904024,0.09349882287904024
cat__district_GOSPORT,-0.09288299356152814,0.09288299356152814
num__is_new_build,0.0919816453403562,0.0919816453403562
cat__district_STOCKPORT,0.09180860089195035,0.09180860089195035
cat__district_ENFIELD,-0.09099743345503991,0.09099743345503991
cat__county_CARMARTHENSHIRE,-0.08963111573779375,0.08963111573779375
cat__district_CARMARTHENSHIRE,-0.08963111573779375,0.08963111573779375
cat__district_HERTSMERE,0.08959745836333796,0.08959745836333796
cat__district_THREE RIVERS,0.08881222210855218,0.08881222210855218
cat__district_BLACKBURN WITH DARWEN,-0.08823839559492383,0.08823839559492383
cat__county_BLACKBURN WITH DARWEN,-0.08823839559492383,0.08823839559492383
cat__district_UTTLESFORD,0.08810580091107345,0.08810580091107345
cat__property_type_T,-0.08803781847316484,0.08803781847316484
cat__district_SEDGEFIELD,-0.08786435012015255,0.08786435012015255
cat__county_LANCASHIRE,-0.08687591041947705,0.08687591041947705
cat__district_KENNET,0.08661960295008732,0.08661960295008732
cat__district_GLOUCESTER,-0.0857249099573417,0.0857249099573417
cat__county_DERBYSHIRE,-0.08515044965084,0.08515044965084
cat__district_REDBRIDGE,-0.08449970833181733,0.08449970833181733
cat__district_NEWCASTLE-UNDER-LYME,-0.08446671076659555,0.08446671076659555
cat__district_CARRICK,0.0835248175240204,0.0835248175240204
cat__district_SHEFFIELD,0.08308726060151103,0.08308726060151103
cat__county_EAST SUSSEX,0.08304713947134265,0.08304713947134265
cat__district_WAVENEY,-0.08296307737563048,0.08296307737563048
cat__district_EDEN,0.08250214349540953,0.08250214349540953
cat__district_WOLVERHAMPTON,-0.08199072871922294,0.08199072871922294
cat__county_REDCAR AND CLEVELAND,-0.08179334579001481,0.08179334579001481
cat__district_REDCAR AND CLEVELAND,-0.08179334579001481,0.08179334579001481
cat__county_GWYNEDD,-0.0812849231528922,0.0812849231528922
cat__district_BROMLEY,-0.0800732084446959,0.0800732084446959
cat__county_POOLE,0.08001491835743013,0.08001491835743013
cat__district_POOLE,0.08001491835743013,0.08001491835743013
cat__district_DENBIGHSHIRE,-0.07983258464659297,0.07983258464659297
cat__county_DENBIGHSHIRE,-0.07983258464659297,0.07983258464659297
cat__county_CAERPHILLY,-0.07908517537777433,0.07908517537777433
cat__district_CAERPHILLY,-0.07908517537777433,0.07908517537777433
cat__district_BARNSLEY,-0.07906587175639122,0.07906587175639122
cat__county_CITY OF BRISTOL,0.07803825713470355,0.07803825713470355
cat__district_CITY OF BRISTOL,0.07803825713470355,0.07803825713470355
cat__county_DYFED,-0.07745173045069047,0.07745173045069047
cat__district_DURHAM,0.07687129727642454,0.07687129727642454
cat__district_SUNDERLAND,-0.07643197713320292,0.07643197713320292
cat__district_THANET,-0.0763469456050669,0.0763469456050669
cat__county_BEDFORDSHIRE,0.07630195681590761,0.07630195681590761
cat__district_SALISBURY,0.07620269694993367,0.07620269694993367
cat__district_HASTINGS,-0.07571367156730631,0.07571367156730631
cat__district_NEWCASTLE UPON TYNE,0.07550443002074046,0.07550443002074046
cat__district_BLACKBURN,-0.07540770540939823,0.07540770540939823
cat__county_MERSEYSIDE,-0.07515120979370594,0.07515120979370594
cat__district_SOUTH SHROPSHIRE,0.07508524882094764,0.07508524882094764
cat__district_SANDWELL,-0.07370374768085614,0.07370374768085614
cat__district_WIGAN,-0.07356648960526384,0.07356648960526384
cat__county_CUMBRIA,-0.07310995059860642,0.07310995059860642
cat__district_CREWE AND NANTWICH,-0.07293020567978704,0.07293020567978704
cat__district_GREAT YARMOUTH,-0.07274706955292931,0.07274706955292931
cat__district_DERBY,-0.07235523711816993,0.07235523711816993
cat__district_DONCASTER,-0.07205179209093261,0.07205179209093261
cat__district_AYLESBURY VALE,-0.07200673348679269,0.07200673348679269
cat__county_STOCKTON-ON-TEES,-0.07107135688733529,0.07107135688733529
cat__district_STOCKTON-ON-TEES,-0.07106739217095026,0.07106739217095026
cat__district_SELBY,-0.07086913651115033,0.07086913651115033
cat__county_WEST YORKSHIRE,-0.07084514937005115,0.07084514937005115
cat__district_BLYTH VALLEY,-0.07070097505322488,0.07070097505322488
cat__district_HORSHAM,0.06918424003154776,0.06918424003154776
cat__district_CHICHESTER,0.06914382866058116,0.06914382866058116
cat__county_BERKSHIRE,0.06870410086558087,0.06870410086558087
cat__district_KNOWSLEY,-0.06864818973904609,0.06864818973904609
cat__district_NEWBURY,0.06841270745560318,0.06841270745560318
cat__county_GLOUCESTERSHIRE,0.06798880262000513,0.06798880262000513
cat__district_ISLE OF ANGLESEY,-0.0678801604486906,0.0678801604486906
cat__county_ISLE OF ANGLESEY,-0.0678801604486906,0.0678801604486906
cat__district_SOUTH OXFORDSHIRE,0.0678441503529383,0.0678441503529383
cat__district_CASTLE POINT,-0.06587293536243156,0.06587293536243156
cat__district_EXETER,0.06563487253258582,0.06563487253258582
cat__district_EAST DEVON,0.06510268851176619,0.06510268851176619
cat__district_BRIDGEND,-0.06485231110455551,0.06485231110455551
cat__county_BRIDGEND,-0.06485231110455551,0.06485231110455551
cat__district_SWALE,-0.06480625390978315,0.06480625390978315
cat__district_NORWICH,0.06447526513659219,0.06447526513659219
cat__district_ROCHDALE,-0.063730447208092,0.063730447208092
cat__district_MID SUSSEX,0.0636057402328693,0.0636057402328693
cat__district_WEALDEN,0.06359308371022553,0.06359308371022553
cat__district_WILTSHIRE,-0.06353923849522403,0.06353923849522403
cat__district_LEWES,0.0635169513346441,0.0635169513346441
cat__district_BOURNEMOUTH,0.06348726267947538,0.06348726267947538
cat__county_BOURNEMOUTH,0.06342968559892044,0.06342968559892044
cat__district_TORFAEN,-0.06291462435651966,0.06291462435651966
cat__county_TORFAEN,-0.06291462435651966,0.06291462435651966
cat__district_OLDHAM,-0.06265538592260503,0.06265538592260503
cat__district_CHRISTCHURCH,0.06221398695183558,0.06221398695183558
cat__district_DAVENTRY,0.061903126423507114,0.061903126423507114
cat__district_HAVANT,-0.061095368064133654,0.061095368064133654
cat__district_BROMSGROVE,0.06083582508617985,0.06083582508617985
cat__district_ELLESMERE PORT AND NESTON,-0.060409483734788445,0.060409483734788445
cat__district_CHESTER-LE-STREET,0.06003340709846306,0.06003340709846306
cat__district_SOUTH STAFFORDSHIRE,0.06003019289094738,0.06003019289094738
cat__district_WEAR VALLEY,-0.058885381815794224,0.058885381815794224
cat__district_TOWER HAMLETS,0.058659093479551234,0.058659093479551234
cat__county_WEST GLAMORGAN,-0.058647774881561025,0.058647774881561025
cat__district_SCARBOROUGH,-0.058414458569838505,0.058414458569838505
cat__district_BOSTON,-0.05804825820130659,0.05804825820130659
cat__district_CHESTER,0.057618644671855714,0.057618644671855714
cat__district_BASSETLAW,-0.05748915891327488,0.05748915891327488
cat__district_DOVER,-0.05747556274452736,0.05747556274452736
cat__district_HARBOROUGH,0.05738810643004421,0.05738810643004421
cat__district_DARTFORD,0.05736941209805426,0.05736941209805426
cat__county_BLACKPOOL,-0.05727020724705527,0.05727020724705527
cat__district_BLACKPOOL,-0.05727020724705527,0.05727020724705527
cat__district_CHERWELL,-0.05696191737204266,0.05696191737204266
cat__county_FLINTSHIRE,-0.05655836803235093,0.05655836803235093
cat__district_FLINTSHIRE,-0.05655836803235093,0.05655836803235093
cat__district_LEEDS,0.056411038773434945,0.056411038773434945
cat__district_STAFFORDSHIRE MOORLANDS,-0.05598291797441165,0.05598291797441165
cat__district_PORTSMOUTH,0.055962727783355426,0.055962727783355426
cat__county_PORTSMOUTH,0.055962727783355426,0.055962727783355426
cat__district_SOUTH KESTEVEN,0.055781081483257666,0.055781081483257666
cat__county_HALTON,-0.05574531371448245,0.05574531371448245
cat__district_HALTON,-0.05574531371448245,0.05574531371448245
cat__district_WEST LANCASHIRE,0.055651229026002086,0.055651229026002086
cat__district_WAKEFIELD,-0.05515846080463533,0.05515846080463533
cat__district_TEESDALE,0.05507574905851412,0.05507574905851412
cat__district_EAST HAMPSHIRE,0.05505584747450985,0.05505584747450985
cat__district_OSWESTRY,-0.05474274693305287,0.05474274693305287
cat__county_DARLINGTON,-0.05452812067792427,0.05452812067792427
cat__district_DARLINGTON,-0.05452812067792427,0.05452812067792427
cat__district_WREXHAM,-0.05390724990186305,0.05390724990186305
cat__county_WREXHAM,-0.05390724990186305,0.05390724990186305
cat__district_BOLTON,-0.05390157009255275,0.05390157009255275
cat__district_COLCHESTER,-0.05377412806558506,0.05377412806558506
cat__district_SHROPSHIRE,-0.05348838198679157,0.05348838198679157
cat__district_CITY OF DERBY,-0.053373351410175955,0.053373351410175955
cat__county_CITY OF DERBY,-0.053373351410175955,0.053373351410175955
cat__county_POWYS,-0.053362041527320006,0.053362041527320006
cat__district_KETTERING,-0.05326100965661579,0.05326100965661579
cat__district_TAMESIDE,-0.052750342318129695,0.052750342318129695
cat__district_CANNOCK CHASE,-0.052307446292670666,0.052307446292670666
cat__district_SOUTHEND-ON-SEA,0.05199607099818836,0.05199607099818836
cat__county_SOUTHEND-ON-SEA,0.05199607099818836,0.05199607099818836
cat__district_SHREWSBURY AND ATCHAM,0.051788393887083777,0.051788393887083777
cat__county_DEVON,0.05091962379973228,0.05091962379973228
cat__district_MID BEDFORDSHIRE,0.05086539589186563,0.05086539589186563
cat__county_TYNE AND WEAR,-0.050332276525674756,0.050332276525674756
cat__district_NORTH WARWICKSHIRE,-0.05030002622615009,0.05030002622615009
cat__district_TORRIDGE,-0.05029791777705913,0.05029791777705913
cat__district_SEFTON,0.05012025730530262,0.05012025730530262
cat__district_SOUTH BEDFORDSHIRE,0.049098076317724906,0.049098076317724906
cat__county_THURROCK,0.04883089161458821,0.04883089161458821
cat__district_THURROCK,0.04883089161458821,0.04883089161458821
cat__district_ROTHERHAM,-0.0480924985054734,0.0480924985054734
cat__district_MOLE VALLEY,0.04765427194884973,0.04765427194884973
cat__district_WYRE FOREST,-0.04749089275675886,0.04749089275675886
cat__district_NORTH WEST LEICESTERSHIRE,-0.0472049746294927,0.0472049746294927
cat__district_PENWITH,0.047160731740206824,0.047160731740206824
cat__district_ST EDMUNDSBURY,0.047121112344694065,0.047121112344694065
cat__district_MAIDSTONE,0.04659438313365865,0.04659438313365865
cat__county_PEMBROKESHIRE,-0.04647445086424279,0.04647445086424279
cat__district_PEMBROKESHIRE,-0.04647445086424279,0.04647445086424279
cat__district_LAMBETH,0.04646341354349722,0.04646341354349722
cat__district_SOUTHWARK,0.04639077159455633,0.04639077159455633
cat__county_WREKIN,-0.046134510080917165,0.046134510080917165
cat__district_WREKIN,-0.046134510080917165,0.046134510080917165
cat__district_CHESTERFIELD,-0.0459757484497691,0.0459757484497691
cat__district_SOUTHAMPTON,0.045891782525769,0.045891782525769
cat__county_SOUTHAMPTON,0.045891782525769,0.045891782525769
cat__district_EASTBOURNE,0.045840331539180594,0.045840331539180594
cat__county_GREATER MANCHESTER,-0.045361364612198356,0.045361364612198356
cat__district_CITY OF NOTTINGHAM,-0.04515933939256674,0.04515933939256674
cat__county_CITY OF NOTTINGHAM,-0.04515933939256674,0.04515933939256674
cat__district_ALNWICK,0.044814732492762306,0.044814732492762306
cat__district_MALVERN HILLS,0.044797052279074524,0.044797052279074524
cat__county_STAFFORDSHIRE,-0.04451346347331325,0.04451346347331325
cat__district_CORNWALL,-0.0444015921605737,0.0444015921605737
cat__district_SWANSEA,-0.044270693002560355,0.044270693002560355
cat__county_SWANSEA,-0.044270693002560355,0.044270693002560355
cat__district_PURBECK,0.044259603131544444,0.044259603131544444
cat__district_HARROW,-0.04397997151118483,0.04397997151118483
cat__district_KINGSTON UPON HULL,-0.043658482849797495,0.043658482849797495
cat__district_SUFFOLK COASTAL,0.043520131691180665,0.043520131691180665
cat__district_CHELMSFORD,0.04335362961752703,0.04335362961752703
cat__district_EAST LINDSEY,-0.0433187613946287,0.0433187613946287
cat__district_BABERGH,0.043133893349107943,0.043133893349107943
cat__district_NORTH HERTFORDSHIRE,-0.04270027967706512,0.04270027967706512
cat__district_ST HELENS,-0.04177228678782501,0.04177228678782501
cat__district_NORTH BEDFORDSHIRE,-0.04170014786104077,0.04170014786104077
cat__district_CONWY,-0.041522613940677924,0.041522613940677924
cat__county_CONWY,-0.041522613940677924,0.041522613940677924
cat__district_NORTH SOMERSET,0.04139443457173008,0.04139443457173008
cat__county_NORTH SOMERSET,0.04139443457173008,0.04139443457173008
cat__district_ROSSENDALE,-0.04137023691735454,0.04137023691735454
cat__county_WARWICKSHIRE,0.041114782984075206,0.041114782984075206
cat__county_SOUTH GLOUCESTERSHIRE,0.041082360560746774,0.041082360560746774
cat__district_SOUTH GLOUCESTERSHIRE,0.041082360560746774,0.041082360560746774
cat__district_EPSOM AND EWELL,0.041033955217844024,0.041033955217844024
cat__district_DERWENTSIDE,-0.040639134266352295,0.040639134266352295
cat__district_BATH,0.04023505868609903,0.04023505868609903
cat__district_EAST RIDING OF YORKSHIRE,-0.040087419689307104,0.040087419689307104
cat__county_EAST RIDING OF YORKSHIRE,-0.040087419689307104,0.040087419689307104
cat__county_SOMERSET,0.04006408753826927,0.04006408753826927
cat__district_SHEPWAY,-0.0399250366449939,0.0399250366449939
cat__district_WALSALL,-0.03990268336964302,0.03990268336964302
cat__district_BIRMINGHAM,0.03989896632620193,0.03989896632620193
cat__district_YORK,0.03981677451444523,0.03981677451444523
cat__county_YORK,0.03981677451444523,0.03981677451444523
cat__district_CARLISLE,-0.039703345660439655,0.039703345660439655
cat__district_EREWASH,-0.039605226441003547,0.039605226441003547
cat__district_BRADFORD,-0.039389368328962004,0.039389368328962004
cat__district_REDDITCH,-0.03916049636775631,0.03916049636775631
cat__district_EAST STAFFORDSHIRE,-0.03854973006000859,0.03854973006000859
cat__county_CEREDIGION,-0.038134366592599736,0.038134366592599736
cat__county_WORCESTERSHIRE,0.03800727988235262,0.03800727988235262
cat__district_CEREDIGION,-0.03787173293592582,0.03787173293592582
cat__county_CAMBRIDGESHIRE,0.03780083494379628,0.03780083494379628
cat__district_HOUNSLOW,-0.03777006076270002,0.03777006076270002
cat__county_CORNWALL,0.03739572435840935,0.03739572435840935
cat__district_KING'S LYNN AND WEST NORFOLK,-0.03734032197321646,0.03734032197321646
cat__district_SOUTH TYNESIDE,-0.03728739911167759,0.03728739911167759
cat__district_WELLINGBOROUGH,-0.0371498918347715,0.0371498918347715
cat__district_WEST LINDSEY,-0.036552673637566334,0.036552673637566334
cat__district_RUTLAND,0.03654073564173165,0.03654073564173165
cat__county_RUTLAND,0.03654073564173165,0.03654073564173165
cat__county_CHESHIRE,0.03645720787442285,0.03645720787442285
cat__district_KERRIER,-0.035979806837058016,0.035979806837058016
cat__district_POWYS,-0.035632781228054175,0.035632781228054175
cat__district_WEST SOMERSET,0.03518828365783871,0.03518828365783871
cat__district_GWYNEDD,-0.03463059873016682,0.03463059873016682
cat__district_ARUN,-0.03458768730713929,0.03458768730713929
cat__county_NORTHUMBERLAND,-0.03451303363043046,0.03451303363043046
cat__district_MALDON,-0.0344170432405241,0.0344170432405241
cat__county_CARDIFF,0.03436396271057587,0.03436396271057587
cat__district_CARDIFF,0.03436396271057587,0.03436396271057587
cat__district_BRECKLAND,-0.0340422901506318,0.0340422901506318
cat__district_LANGBAURGH-ON-TEES,-0.03381153745203905,0.03381153745203905
cat__county_CLEVELAND,-0.033807572735654115,0.033807572735654115
cat__district_NEWPORT,-0.03375697470644671,0.03375697470644671
cat__county_NEWPORT,-0.03375697470644671,0.03375697470644671
cat__county_MEDWAY,0.033660185660341395,0.033660185660341395
cat__district_MEDWAY,0.033660185660341395,0.033660185660341395
cat__district_AMBER VALLEY,-0.03281288465869508,0.03281288465869508
cat__district_SEDGEMOOR,-0.03278884811434483,0.03278884811434483
cat__district_RHONDDA,-0.032614059323375494,0.032614059323375494
cat__district_WYCHAVON,0.031980618237679115,0.031980618237679115
cat__district_FAREHAM,-0.0318291063405567,0.0318291063405567
cat__district_NOTTINGHAM,-0.03181493463487477,0.03181493463487477
cat__district_DUDLEY,-0.03177390744132603,0.03177390744132603
cat__county_NORFOLK,-0.03101810677733621,0.03101810677733621
cat__district_HACKNEY,0.030817968411150667,0.030817968411150667
cat__district_CRAVEN,0.030590267056864642,0.030590267056864642
num__year,0.03046744223285648,0.03046744223285648
cat__county_ISLES OF SCILLY,0.030413483386616025,0.030413483386616025
cat__district_WELWYN HATFIELD,0.03032317993983922,0.03032317993983922
cat__district_DACORUM,0.030309622015778213,0.030309622015778213
cat__district_BRAINTREE,-0.02999926694986091,0.02999926694986091
cat__district_EAST DORSET,0.029980233310135003,0.029980233310135003
cat__county_CHESHIRE WEST AND CHESTER,-0.02976602223029006,0.02976602223029006
cat__district_CHESHIRE WEST AND CHESTER,-0.029717339514429546,0.029717339514429546
cat__district_RUGBY,-0.02952667203213548,0.02952667203213548
cat__county_HEREFORD AND WORCESTER,-0.029497868160857154,0.029497868160857154
cat__district_GATESHEAD,-0.029262422761764842,0.029262422761764842
cat__district_CHORLEY,0.029129257592496953,0.029129257592496953
cat__district_LLANELLI,-0.028888881038535333,0.028888881038535333
cat__district_GRAVESHAM,0.028393097893207216,0.028393097893207216
cat__district_MENDIP,0.028380937575189755,0.028380937575189755
cat__district_WAVERLEY,0.02831422515891667,0.02831422515891667
cat__district_LEICESTER,-0.02802028497392011,0.02802028497392011
cat__county_LEICESTER,-0.028009691888607566,0.028009691888607566
cat__district_SOUTH RIBBLE,0.028000697955928765,0.028000697955928765
cat__county_SWINDON,0.02795113495954151,0.02795113495954151
cat__district_SWINDON,0.02795113495954151,0.02795113495954151
cat__duration_L,-0.027817452417222464,0.027817452417222464
cat__district_WEST DORSET,0.027216632115916982,0.027216632115916982
cat__district_FOREST HEATH,-0.02720772119801466,0.02720772119801466
cat__county_WEST MIDLANDS,-0.027170458638674618,0.027170458638674618
cat__district_WYRE,0.026902905596355085,0.026902905596355085
cat__district_WEYMOUTH AND PORTLAND,-0.026795605111795254,0.026795605111795254
cat__district_HAMBLETON,0.026697037403231243,0.026697037403231243
cat__county_AVON,0.02664785194963875,0.02664785194963875
cat__county_CITY OF PETERBOROUGH,-0.026351128958432425,0.026351128958432425
cat__district_CITY OF PETERBOROUGH,-0.026351128958432425,0.026351128958432425
cat__district_WEST WILTSHIRE,-0.0263355838849832,0.0263355838849832
cat__district_THE EAST YORKSHIRE BOROUGH OF BEVERLEY,0.02629128666321478,0.02629128666321478
cat__district_LIVERPOOL,-0.026257447796876325,0.026257447796876325
cat__district_CENTRAL BEDFORDSHIRE,0.02598543339161608,0.02598543339161608
cat__county_CENTRAL BEDFORDSHIRE,0.02598543339161608,0.02598543339161608
cat__county_NORTH YORKSHIRE,0.025813897530639906,0.025813897530639906
cat__district_NORTH DORSET,-0.025678622211734333,0.025678622211734333
cat__district_GREAT GRIMSBY,-0.025567038528226928,0.025567038528226928
cat__district_SALFORD,-0.025111434935695606,0.025111434935695606
