county,district,n_sales,median_price,avg_price,iqr_price,new_build_rate,freehold_rate,share_flat,share_semi,share_detached,share_terraced,share_other,district_segment
HUMBERSIDE,HOLDERNESS,826,44500.0,50288.76513317191,21875.0,0.15375302663438256,0.9806295399515739,0.024213075060532687,0.4322033898305085,0.30024213075060535,0.24334140435835352,0.0,1
DYFED,PRESELI PEMBROKESHIRE,670,44000.0,49563.41044776119,25950.0,0.09850746268656717,0.9865671641791045,0.007462686567164179,0.24776119402985075,0.44776119402985076,0.29701492537313434,0.0,1
WEST SUSSEX,HORSHAM,64097,205000.0,250307.5279342247,190000.0,0.12571571212381236,0.8099911072281074,0.17701296472533815,0.23400471160896766,0.36348035009438817,0.2204315334571041,0.0050704401142019125,0
NORTHAMPTONSHIRE,SOUTH NORTHAMPTONSHIRE,39825,170000.0,200326.6080351538,139000.0,0.15929692404268675,0.9335593220338984,0.05637162586315129,0.3169114877589454,0.45285624607658503,0.17042059008160704,0.0034400502197112367,1
ESSEX,TENDRING,74586,120000.0,135136.7369479527,106500.0,0.05757112594856944,0.8519829458611535,0.14502721690397663,0.3002440136218593,0.3965489502051323,0.15500227924811627,0.0031775400209154534,1
WINDSOR AND MAIDENHEAD,WINDSOR AND MAIDENHEAD,62270,249950.0,337424.9487072427,229500.0,0.0788341095230448,0.7484342379958246,0.24035651196402763,0.2583266420427172,0.28561104865906534,0.21085594989561587,0.004849847438573952,0
GREATER LONDON,ISLINGTON,66367,290000.0,401107.9924359998,287694.0,0.14257085599770972,0.21780402911085328,0.7765606400771468,0.0283574668133259,0.005273705305347537,0.18179215574005153,0.008016032064128256,2
CITY OF NOTTINGHAM,CITY OF NOTTINGHAM,86361,90250.0,118321.62611595512,69995.0,0.0907469806973055,0.8244114820347147,0.1625039080140341,0.31420432834265466,0.1460844594203402,0.3711165919801762,0.00609071224279478,0
GREATER LONDON,WANDSWORTH,156602,270000.0,378663.52410569467,296000.0,0.08678050088760042,0.33897395946411923,0.6520223241082489,0.05004406073996501,0.012822313891265756,0.2810308936028914,0.0040804076576288935,2
LEICESTERSHIRE,BLABY,39987,126500.0,142573.66521619525,98950.0,0.1332182959461825,0.9684647510440894,0.027984094830820018,0.4529221997149073,0.36509365543801736,0.15047390401880611,0.003526145997449171,1
CORNWALL,RESTORMEL,30743,104000.0,126240.32459421657,107050.0,0.13541293953095013,0.8948703769963894,0.08928861854731159,0.25862798035325113,0.3755326415769443,0.2765507595224929,0.0,1
EAST SUSSEX,EASTBOURNE,58340,136995.0,158474.43117929378,118750.0,0.08572163181350703,0.6024340075419952,0.3926979773740144,0.17422008913267056,0.1432293452176894,0.28649297223174497,0.003359616043880699,0
OXFORDSHIRE,OXFORD,46480,210000.0,267878.728722031,173562.5,0.1085843373493976,0.7374139414802066,0.2488382099827883,0.3321643717728055,0.09746127366609295,0.31854561101549056,0.0029905335628227195,0
GREATER LONDON,ENFIELD,111389,172000.0,214788.87234825702,147000.0,0.056800940846941796,0.58598245787286,0.39791182253184787,0.16656940990582553,0.04304733860614603,0.38945497311224625,0.0030164558439343203,0
WARWICKSHIRE,NUNEATON AND BEDWORTH,49326,97950.0,111927.41734582168,82000.0,0.1105704902080039,0.9134128046060901,0.07040911486842638,0.38819283947613836,0.24390787819811052,0.29408425576774927,0.0034059116895754776,1
KENT,TUNBRIDGE WELLS,49491,195000.0,256230.32933260594,185026.5,0.06682022994079731,0.739447576327009,0.25384413327675737,0.2666949546382171,0.23755834394132266,0.23715423006203148,0.004748338081671415,0
BEDFORDSHIRE,SOUTH BEDFORDSHIRE,39978,119950.0,133710.63224773624,97000.0,0.10185602081144629,0.8515933763569964,0.1403021661914053,0.3202761518835359,0.20358697283505928,0.3358347090899995,0.0,1
SURREY,REIGATE AND BANSTEAD,66159,216500.0,274000.945192642,195000.0,0.10178509348690276,0.7123898486978341,0.2788887377378739,0.2857661089194214,0.2503060808053326,0.18169863510633474,0.0033404374310373494,0
DEVON,TEIGNBRIDGE,60541,145000.0,169701.17680580102,137500.0,0.0936720569531392,0.8755388909994879,0.11646652681653755,0.20341586693315275,0.3693860359095489,0.30600749905023045,0.004724071290530384,0
GLOUCESTERSHIRE,CHELTENHAM,58579,152000.0,191398.2167329589,139975.0,0.07396848700046092,0.7287935949743082,0.26429266460677037,0.286365421055327,0.15655781081957698,0.28901142047491424,0.0037726830434114613,0
CUMBRIA,ALLERDALE,35943,90000.0,120604.94338257797,103000.0,0.08332637787608158,0.8457279581559691,0.057173858609464986,0.2571849873410678,0.2771332387391147,0.4033608769440503,0.005147038366302201,1
GREATER LONDON,BEXLEY,91118,160000.0,182661.36435171973,138245.0,0.050571786035689986,0.7454070545885555,0.2510151671458987,0.36366030861081233,0.05752979652757962,0.32504005794683816,0.0027546697688711342,0
ISLE OF WIGHT,ISLE OF WIGHT,72806,130000.0,151417.0592396231,116500.0,0.07478779221492735,0.7402686591764415,0.20150811746284647,0.2610911188638299,0.32173172540724665,0.21095788808614674,0.004711150179930225,0
SOMERSET,TAUNTON DEANE,51018,140000.0,164837.6418322945,116000.0,0.14810459053667333,0.882257242541848,0.11182327805872437,0.24607001450468463,0.29595436904621897,0.3411345015484731,0.005017836841898938,1
NORFOLK,BRECKLAND,58722,124950.0,141321.21022785327,102500.0,0.11803072102448826,0.9577671060249991,0.03494431388576683,0.25615612547256567,0.4657879500017029,0.23958652634447056,0.003525084295494023,1
DEVON,MID DEVON,32638,145000.0,167364.84398553832,125000.0,0.12117776824560328,0.9350756786567804,0.05839818616336785,0.22893559654390588,0.37802561431460263,0.3280531895336724,0.006587413444451253,1
MERTHYR TYDFIL,MERTHYR TYDFIL,16722,62950.0,77804.16732448271,59000.0,0.09317067336443009,0.9569429494079655,0.013814137064944384,0.20493960052625285,0.17940437746681018,0.5968185623729219,0.005023322569070686,1
STAFFORDSHIRE,CANNOCK CHASE,35318,99950.0,111836.70083243672,80000.0,0.11733393736904695,0.8460275213772014,0.07251259980746362,0.44331502350076446,0.2897955716631746,0.19032787813579477,0.004048926892802537,1
LANCASHIRE,BLACKBURN,6241,33500.0,40317.46386796988,27000.0,0.13010735459061049,0.6301874699567377,0.020829995193078033,0.22800833199807724,0.1326710463066816,0.6184906265021631,0.0,1
THAMESDOWN,THAMESDOWN,8882,53997.5,61619.36590857915,29000.0,0.1813780680027021,0.9003602792163927,0.04976356676424229,0.2632290024769196,0.24611573969826617,0.44089169106057197,0.0,1
WEST GLAMORGAN,NEATH,770,39995.0,44190.27792207792,25875.0,0.18701298701298702,0.812987012987013,0.01038961038961039,0.4155844155844156,0.23376623376623376,0.34025974025974026,0.0,1
STOCKTON-ON-TEES,STOCKTON-ON-TEES,75493,90500.0,112603.92730451829,86000.0,0.16846595048547547,0.9393718622918681,0.04373915462360749,0.38806246936802086,0.3008755778681467,0.26360059873100816,0.0037221994092167484,1
CORNWALL,PENWITH,19902,100000.0,131798.42126419456,117987.5,0.05532107325896895,0.8670987840418048,0.12435936086825444,0.16877700733594614,0.2933875992362577,0.41347603255954174,0.0,1
LINCOLNSHIRE,NORTH KESTEVEN,52249,120000.0,131454.32236023655,95000.0,0.19655878581408257,0.9736645677429233,0.01940706999177018,0.2841776876112461,0.5696185572929625,0.12373442553924477,0.0030622595647763593,1
GREATER LONDON,LAMBETH,112217,227500.0,298506.15364873415,222500.0,0.08402470213960452,0.2957573273211724,0.6944491476336028,0.06210288993646239,0.011094575688175588,0.2274432572604864,0.0049101294812728905,2
NORFOLK,SOUTH NORFOLK,55062,149995.0,168353.01605462932,125500.0,0.1619083941738404,0.9419200174348916,0.050270604046347755,0.28171878972794306,0.4889579020013803,0.17543859649122806,0.0036141077331008683,1
LANCASHIRE,CHORLEY,44582,109997.0,130306.61085191333,100000.0,0.16188147682921358,0.6362433269032345,0.04824817190794491,0.3102821766632273,0.320039477816159,0.31781885065721593,0.003611322955452873,1
GREATER MANCHESTER,STOCKPORT,114488,120000.0,149238.02660540843,111850.0,0.03720040528264971,0.6501292711899938,0.09497938648591993,0.41817483054992666,0.1934700579973447,0.2894975892669974,0.003878135699811334,0
HAMPSHIRE,TEST VALLEY,50843,175000.0,221368.2515193832,152500.0,0.1571307751312865,0.8793147532600358,0.11142143461243435,0.23462423539130264,0.38209783057648056,0.26735243789705565,0.0045040615227268255,0
NOTTINGHAMSHIRE,RUSHCLIFFE,49224,151000.0,179784.57868113116,135000.0,0.11441573216317244,0.9096578904599383,0.07878270762229807,0.32155046318868846,0.454534373476353,0.14267430521696733,0.0024581504956931576,1
WARWICKSHIRE,STRATFORD-ON-AVON,53156,182000.0,230276.12066370682,157000.0,0.1343216193844533,0.8662615697193168,0.11599819399503349,0.27567913311761605,0.37698472420799156,0.2253743697795169,0.005963578899841974,0
LANCASHIRE,WYRE,47099,100300.0,120683.78526083357,90000.0,0.0771566275292469,0.8141786449818468,0.07817575744707955,0.4347438374487781,0.27276587613325126,0.2106626467653241,0.003651882205566997,1
GREATER LONDON,BRENT,80057,202000.0,267863.09053549345,201000.0,0.06560325767890378,0.454601096718588,0.533519867094695,0.20223091047628564,0.03831020397966449,0.22006820140649788,0.005870817042856964,0
POOLE,POOLE,76862,167000.0,215331.65041242747,149000.0,0.07192110535765397,0.7087507480939866,0.2857719028908954,0.19077047175457312,0.3717441648669043,0.14859098123910386,0.0031224792485233274,0
SHROPSHIRE,NORTH SHROPSHIRE,15730,105000.0,129729.09624920534,101050.0,0.1354100445009536,0.947488874761602,0.04189446916719644,0.3020979020979021,0.4813731722822632,0.17463445645263828,0.0,1
KENT,MAIDSTONE,65738,165000.0,194178.0000760595,133000.0,0.1164623201192613,0.8463597919011835,0.14536493352398916,0.32305515835589765,0.23243785938117983,0.29497398764793575,0.004168061090997596,0
KENT,TONBRIDGE AND MALLING,48778,198508.0,239767.65572594202,162187.5,0.14604944852187463,0.8757226618557546,0.11568740005740293,0.321579400549428,0.2737094591824183,0.2821763909959408,0.006847349214809955,0
LANCASHIRE,BURNLEY,45112,50000.0,69364.27187887924,57000.0,0.055506295442454334,0.3015383933321511,0.025602943784358928,0.19112431282142223,0.10728852633445646,0.6713734704734882,0.004610746586274162,0
DEVON,SOUTH HAMS,42039,171500.0,220975.6453769119,180000.0,0.07171911796189252,0.8607245652846167,0.12348057755893337,0.20842550964580508,0.3697994719189324,0.29101548562049523,0.007278955255833868,0
SUFFOLK,SUFFOLK COASTAL,58422,154500.0,185784.19359145526,145000.0,0.12959159220841465,0.9037862449077403,0.09023997809044539,0.26811817466023075,0.4357947348601554,0.20247509499845948,0.0033720173907089796,1
LEICESTERSHIRE,CHARNWOOD,68130,124950.0,146086.57291941874,105000.0,0.13836782621458976,0.9358579186848671,0.05617202407162777,0.37331571994715984,0.30688389842947306,0.26020842506971964,0.003419932482019668,1
HERTFORDSHIRE,BROXBOURNE,42070,174500.0,199293.08611837414,139500.0,0.11238412170192537,0.7055621583075826,0.28626099358212503,0.21138578559543617,0.14939386736391727,0.34991680532445923,0.0030425481340622773,0
DENBIGHSHIRE,DENBIGHSHIRE,34526,95000.0,111145.43193535307,83250.0,0.05966517986444998,0.9373805248218734,0.0406650060823727,0.3248855934657939,0.44801019521520014,0.1813705613161096,0.005068643920523664,1
BERKSHIRE,NEWBURY,9248,80000.0,97495.37889273357,54500.0,0.14803200692041524,0.8885164359861591,0.10596885813148789,0.3307742214532872,0.3474264705882353,0.21583044982698962,0.0,1
HUMBERSIDE,EAST YORKSHIRE,1844,49500.0,55569.804229934925,27749.5,0.2044468546637744,0.9479392624728851,0.05856832971800434,0.3920824295010846,0.3703904555314534,0.1789587852494577,0.0,1
SOUTH GLAMORGAN,VALE OF GLAMORGAN,1775,52950.0,63573.95492957746,34500.0,0.19436619718309858,0.8501408450704225,0.06704225352112676,0.3346478873239437,0.2552112676056338,0.3430985915492958,0.0,1
DERBYSHIRE,DERBY,7548,41000.0,46928.523582405935,26800.0,0.11552729199788023,0.9680710121886592,0.024377318494965553,0.41467938526762055,0.26934287228404874,0.2916004239533651,0.0,1
MID GLAMORGAN,CYNON VALLEY,627,32500.0,36586.570972886766,24000.0,0.12599681020733652,0.9617224880382775,0.011164274322169059,0.24082934609250398,0.1371610845295056,0.6108452950558214,0.0,1
GREATER LONDON,HAMMERSMITH AND FULHAM,73301,315000.0,465681.8587331687,355000.0,0.04778925253407184,0.32763536650250336,0.6637017230324279,0.02319204376475082,0.004706620646375902,0.3017830588941488,0.006616553662296558,2
WEST MIDLANDS,WALSALL,76878,97500.0,116508.50373318765,84295.0,0.11099404250891022,0.8314472280756523,0.10350165196805328,0.37645360181066106,0.2049480995863576,0.31072608548609487,0.004370561148833216,1
CAMBRIDGESHIRE,SOUTH CAMBRIDGESHIRE,60664,190000.0,228832.68932150863,158000.0,0.16047408677304498,0.9188975339575366,0.05990373203217724,0.27944085454305684,0.42146907556376106,0.23559277330871686,0.0035935645522880127,1
NORFOLK,GREAT YARMOUTH,41239,96995.0,113605.13860665874,90000.0,0.0717524673246199,0.913285967167002,0.043478260869565216,0.23822110138461167,0.30895511530347486,0.4013918863212008,0.007953636121147457,1
SOUTH YORKSHIRE,BARNSLEY,83172,80000.0,95833.75165921224,75500.0,0.15761313903717597,0.9360842591256673,0.0364786226133795,0.3370124561150387,0.2539556581541865,0.36872986101091715,0.003823402106478142,1
KENT,DOVER,46668,128000.0,152415.8057769778,114000.0,0.059826862089654584,0.8739178880603411,0.12059655438416045,0.2837061798234336,0.2158438330333419,0.37603925602125654,0.003814176737807491,0
BUCKINGHAMSHIRE,AYLESBURY VALE,85998,172500.0,212304.37202027955,151000.0,0.14041024209865346,0.8738226470383033,0.11932835647340635,0.30053024488941604,0.2985883392637038,0.27793669620223727,0.00361636317123654,0
WEST SUSSEX,CHICHESTER,50980,208725.0,267578.2393879953,192500.0,0.09846998823067869,0.8264613573950569,0.1621224009415457,0.23499411533934877,0.3742448018830914,0.22328364064338957,0.005355041192624558,0
DURHAM,DERWENTSIDE,24580,68000.0,82108.11753458096,70000.0,0.15756712774613507,0.9458502847843775,0.023962571196094386,0.2533767290480065,0.2097640358014646,0.5128966639544345,0.0,1
CUMBRIA,COPELAND,24642,76500.0,96437.81499066635,80000.0,0.07138219300381463,0.9183507832156481,0.039607174742309875,0.3255823390958526,0.23155588020452886,0.3978978978978979,0.005356708059410762,1
RHONDDA CYNON TAFF,RHONDDA CYNON TAFF,77301,68000.0,85384.84359840106,71000.0,0.09569087075199545,0.9283967865874956,0.016765630457562,0.22962186776367705,0.17904037463939665,0.570833495038874,0.0037386321004902914,1
WEST MIDLANDS,DUDLEY,98685,102500.0,117821.67494553377,84000.0,0.08506865278411106,0.8607589805948219,0.08464305618888382,0.42219182246542025,0.220864366418402,0.26804478897502154,0.004255965952272382,1
DARLINGTON,DARLINGTON,46539,85000.0,107559.2363179269,82635.5,0.12774232364253638,0.9193364704871183,0.06751326844152217,0.35838758890393,0.19761920110015255,0.3730204774490212,0.0034594641053739875,1
WOKINGHAM,WOKINGHAM,71229,222000.0,260506.2822445914,176500.0,0.10992713641915512,0.8684103384857291,0.12225357649272066,0.2791840402083421,0.3834954863889708,0.212694267784189,0.002372629125777422,0
TYNE AND WEAR,NEWCASTLE UPON TYNE,98376,102500.0,135347.9048243474,101000.0,0.09072334715784337,0.5971985037000894,0.32531308449215257,0.24866837440026024,0.08526469870700171,0.33324184760510694,0.007511994795478572,0
DERBYSHIRE,DERBYSHIRE DALES,26188,156000.0,190464.2252940278,153000.0,0.07621811516725217,0.9305788910951581,0.05769818237360623,0.2686344890789675,0.4172903619978616,0.25022911257064306,0.006147853978921643,1
STAFFORDSHIRE,EAST STAFFORDSHIRE,45794,104500.0,128034.28962309472,95500.0,0.13977813687382626,0.9336157575228196,0.051950037122767176,0.30320566013014805,0.3279032187622833,0.3126828842206403,0.004258199764161244,1
CORNWALL,CORNWALL,81205,190000.0,231434.91622437042,122000.0,0.10473493011514069,0.8631734499107198,0.12291115079120744,0.20171171725878947,0.3599408903392648,0.2975432547256942,0.017892986885044024,0
LANCASHIRE,FYLDE,37025,125000.0,149693.3245104659,117500.0,0.09544902093180284,0.41428764348413233,0.2050236326806212,0.3298041863605672,0.26066171505739366,0.20040513166779203,0.004105334233625928,0
GLOUCESTERSHIRE,FOREST OF DEAN,30734,129995.0,152761.11153771068,116995.0,0.08352313398841674,0.9544153055248259,0.04291663955228737,0.30855079065530033,0.4477451682176092,0.19577666428060128,0.005010737294201861,1
CHESHIRE EAST,CHESHIRE EAST,51754,180000.0,239435.01891641226,150205.0,0.07755922247555745,0.7633033195501797,0.09243729953240329,0.2910306449743015,0.337886926614368,0.2657765583336554,0.012868570545271863,0
HUMBERSIDE,THE EAST YORKSHIRE BOROUGH OF BEVERLEY,2504,58000.0,67573.36661341853,36000.0,0.21565495207667731,0.9612619808306709,0.031150159744408944,0.3937699680511182,0.3402555910543131,0.23482428115015974,0.0,1
HUMBERSIDE,GREAT GRIMSBY,1347,32250.0,35263.89309576838,18000.0,0.04083147735708983,0.8589458054936897,0.06904231625835189,0.27765404602821087,0.10170749814402376,0.5515961395694136,0.0,1
GWYNEDD,YNYS MON-ISLE OF ANGLESEY,780,45000.0,48352.07307692308,25812.5,0.046153846153846156,0.9794871794871794,0.017948717948717947,0.21153846153846154,0.5153846153846153,0.2551282051282051,0.0,1
NORFOLK,NORTH NORFOLK,50678,134000.0,159342.78493626424,130000.0,0.07535814357314811,0.8891037531078575,0.09560361498085955,0.23708512569556808,0.45390504755515215,0.20857176684162754,0.0048344449267926914,1
NORTH EAST LINCOLNSHIRE,NORTH EAST LINCOLNSHIRE,64109,72950.0,89434.93746587842,74505.0,0.0698809839492115,0.9159712364878566,0.04436194606061551,0.3164298304450233,0.22530377950053815,0.4103324026267763,0.0035720413670467487,1
WEST MIDLANDS,WOLVERHAMPTON,66596,90000.0,106766.71843654274,77000.0,0.07964442308847378,0.8664334194245901,0.10688329629407171,0.4408973511922638,0.18055138446753558,0.26714817706769173,0.004519790978437143,1
BLACKPOOL,BLACKPOOL,66558,75000.0,87293.55526007392,64500.0,0.03786171459478951,0.8558550437212656,0.0920700742209802,0.38862345623366085,0.08147780882839027,0.43257008924547014,0.0052585714714985425,1
NORTHAMPTONSHIRE,NORTHAMPTON,109190,114995.0,128854.8843758586,89950.0,0.1086454803553439,0.8852642183350123,0.10843483835516073,0.2689715175382361,0.23279604359373568,0.38694019598864365,0.00285740452422383,0
GREATER MANCHESTER,TRAFFORD,88710,145000.0,193889.3619772292,134050.0,0.07323864276857175,0.6013865404125803,0.15353398714913763,0.42870025927178446,0.15598016007214519,0.2574907000338181,0.004294893473114643,0
GREATER MANCHESTER,WIGAN,113221,81000.0,98212.016807836,74950.0,0.13435670061207727,0.38650073749569425,0.04462069757377165,0.379231767958241,0.20400809037192746,0.3674936628363996,0.0046457812596603105,0
HAMPSHIRE,BASINGSTOKE AND DEANE,74734,170000.0,205251.44515213958,134000.0,0.1291246286830626,0.8398586988519282,0.14609147108411166,0.2048599031230765,0.2949260042283298,0.3512992747611529,0.0028233468033291406,0
HERTFORDSHIRE,WELWYN HATFIELD,40582,190000.0,248119.7281553398,166087.5,0.10738751170469667,0.7182494702084669,0.22453304420679118,0.19508649154797694,0.19523434034793752,0.3817948844315214,0.003351239465773003,0
ESSEX,BRAINTREE,67057,147995.0,173674.3135690532,130000.0,0.14101436091683195,0.8573601562849517,0.13317028796397096,0.2966133289589454,0.28964910449319237,0.27649611524523915,0.004071163338652191,1
HAMPSHIRE,GOSPORT,39721,119500.0,131128.5386571335,97005.0,0.1005261700360011,0.7429319503537172,0.23108683064374008,0.21998439112811863,0.12409053145691196,0.42219480879131943,0.0026434379799098713,0
TYNE AND WEAR,NORTH TYNESIDE,86740,94000.0,114790.91822688494,92450.0,0.11917223887479825,0.6512681577127046,0.2500691722388748,0.3000922296518331,0.12256167857966337,0.3237952501729306,0.0034816693566981785,0
ESSEX,UTTLESFORD,34973,225000.0,267986.277642753,203000.0,0.14511194349927087,0.8766762931404226,0.1169759528779344,0.2431590083778915,0.4177794298458811,0.21722471620964745,0.004860892688645526,0
CAMBRIDGESHIRE,FENLAND,46181,106000.0,115527.95565275762,86005.0,0.11625993373898356,0.9570602628786731,0.04187869470128408,0.29464498386782445,0.43725774669236267,0.2223858296702107,0.0038327450683181396,1
GREATER LONDON,BARNET,127957,236950.0,323370.622373141,232500.0,0.09737646240533929,0.5173456708112881,0.46712567503145586,0.2611111545284744,0.08255898465890885,0.18520284157959316,0.004001344201567714,0
GREATER LONDON,HARINGEY,78815,204000.0,285652.1634967963,212022.5,0.031186956797563916,0.4425426631986297,0.5412294613969422,0.061396942206432784,0.013664911501617713,0.3785573812091607,0.005151303685846603,0
STOKE-ON-TRENT,STOKE-ON-TRENT,93611,65000.0,79319.72270352843,61000.0,0.08209505293181357,0.9505506831462115,0.035829122645842905,0.3694223969405305,0.14667079723536763,0.4439649186527224,0.004112764525536529,1
DERBYSHIRE,NORTH EAST DERBYSHIRE,32122,105000.0,127896.06120415914,100000.0,0.08990722869061703,0.8564535209513728,0.031349231056596726,0.38932818628977023,0.3867754187161447,0.18809538633958034,0.004451777597907976,1
STAFFORDSHIRE,STAFFORDSHIRE MOORLANDS,34653,105000.0,123554.70674977635,96000.0,0.08388884079300493,0.9582720110812917,0.026750930655354516,0.3581219519233544,0.36646177820102155,0.24396156176954376,0.004703777450725767,1
WILTSHIRE,SALISBURY,30804,141000.0,170717.68461888065,126962.5,0.12631476431632255,0.8733930658356057,0.1128100246721205,0.25460979093624203,0.3767692507466563,0.2558109336449812,0.0,1
TORFAEN,TORFAEN,26825,88000.0,100612.97293569431,76000.0,0.08641192917054986,0.871314072693383,0.04104380242311277,0.265834109972041,0.22303821062441753,0.4657968313140727,0.004287045666356011,1
GREATER MANCHESTER,BURY,74165,90000.0,111784.02828827614,87000.0,0.08400188768286927,0.36366210476639926,0.0797815681251264,0.34327512977819724,0.17090271691498685,0.4024405042809951,0.003600080900694398,0
STAFFORDSHIRE,LICHFIELD,38015,145000.0,179931.6620544522,132000.0,0.1300802314875707,0.8143627515454426,0.10395896356701302,0.3191634880968039,0.37811390240694465,0.19408128370380112,0.0046823622254373275,1
BEDFORDSHIRE,MID BEDFORDSHIRE,43895,127450.0,149871.84314842237,113500.0,0.14735163458252648,0.9151156168128488,0.0773208793712268,0.29101264380908987,0.3204465201047955,0.3112199567148878,0.0,1
NORFOLK,KING'S LYNN AND WEST NORFOLK,66517,120000.0,142634.76664612055,106500.0,0.08818798201963408,0.935881052963904,0.05855645925101854,0.2641430010373288,0.45155373814212907,0.2209811025752815,0.004765698994242074,1
DURHAM,SEDGEFIELD,24218,59950.0,71980.03414815427,54000.0,0.11805268808324387,0.9359980180031382,0.02126517466347345,0.27694276984061444,0.22318110496325047,0.47861095053266167,0.0,1
WILTSHIRE,WILTSHIRE,66222,215000.0,260806.86866902237,140450.0,0.1292923801757724,0.8838301470810305,0.10707921838663888,0.24712331249433722,0.35516897707710426,0.27818549726676933,0.012442994775150252,0
KENT,GILLINGHAM,5712,50500.0,57848.76418067227,30076.75,0.07965686274509803,0.9373249299719888,0.058298319327731093,0.24737394957983194,0.15476190476190477,0.5395658263305322,0.0,1
AVON,BATH,1377,64000.0,82006.883805374,40000.0,0.02251270878721859,0.625998547567175,0.26143790849673204,0.19753086419753085,0.1074800290486565,0.4335511982570806,0.0,0
WEST GLAMORGAN,LLIW VALLEY,800,40000.0,43319.55875,20500.0,0.105,0.8275,0.01,0.4625,0.27875,0.24875,0.0,1
MERSEYSIDE,SEFTON,92140,102500.0,125135.37872802258,100000.0,0.05629476883004124,0.6568808335142174,0.15280008682439766,0.4733883221185153,0.16247015411330584,0.20609941393531583,0.005242023008465379,0
SUFFOLK,IPSWICH,55687,113500.0,128631.56650564764,87525.0,0.1014958607933629,0.8318638102250077,0.16100705730242246,0.3710560813116167,0.1428879271643292,0.32086483380322156,0.0041841004184100415,1
CARDIFF,CARDIFF,134115,125000.0,148649.2489057898,102500.0,0.11623606606270738,0.7601386869477688,0.20992431868172837,0.2474518137419379,0.14230324721321255,0.3967192334936435,0.003601386869477687,0
SLOUGH,SLOUGH,51504,145000.0,169794.6656764523,120000.0,0.11659288598943772,0.6206896551724138,0.3619913016464741,0.2503883193538366,0.07987729108418763,0.30465594905250076,0.003087138863000932,0
SUFFOLK,WAVENEY,52354,108000.0,125751.88594949765,98950.0,0.0726592046452993,0.9570997440501203,0.03707453107689957,0.27136417465714174,0.33890438170913395,0.3483210451923444,0.004335867364480269,1
LEICESTERSHIRE,HINCKLEY AND BOSWORTH,47904,120000.0,140190.05066382766,101000.0,0.13218102872411489,0.9280853373413493,0.060976118904475615,0.3721609886439546,0.3460671342685371,0.21626586506346027,0.004529893119572478,1
GREATER LONDON,CROYDON,138675,173000.0,206629.8329186948,146000.0,0.04889129259058951,0.6167586082567154,0.3770831079862989,0.19459888227870922,0.09936902830358753,0.3250621957815035,0.0038867856499008474,0
SURREY,WAVERLEY,53416,242500.0,319460.66802081774,238250.0,0.05833458139883181,0.7850456791972442,0.19604612850082373,0.25608431930507713,0.36354275872397784,0.179740152763217,0.0045866407069042985,0
MONMOUTHSHIRE,MONMOUTHSHIRE,32434,145000.0,175772.41018684098,129995.0,0.12718135290127644,0.9242769932786582,0.05426404390454461,0.27289264352222975,0.45473885428870936,0.21277054942344453,0.005333908861071715,1
DERBYSHIRE,EREWASH,47201,92500.0,108617.01582593589,78050.0,0.08296434397576323,0.948242621978348,0.0340458888582869,0.43094425965551575,0.2722188089235398,0.2586174021736828,0.00417364038897481,1
SWINDON,SWINDON,93092,131950.0,150897.133018949,85500.0,0.15769346452971253,0.8304902676921755,0.1301078502986293,0.23569157392686804,0.20915868173419844,0.4219266961715292,0.0031151978687749752,0
CORNWALL,CARADON,26326,96000.0,121419.09803996049,98500.0,0.0856187799133936,0.8997189090632834,0.08220010635873282,0.21993466534984427,0.34999620147382815,0.3478690268175948,0.0,1
NORTHUMBERLAND,TYNEDALE,15164,107000.0,137091.89719071484,110500.0,0.09159852281719863,0.8526773938274862,0.08223423898707465,0.2597599577947771,0.34647850171458716,0.31152730150356106,0.0,1
ESSEX,MALDON,28259,162000.0,189835.36678580276,147500.0,0.10598393432180898,0.9097278743055309,0.08039916486782972,0.27099331186524644,0.4381966807034927,0.20588131214834213,0.004529530415088998,1
CUMBRIA,SOUTH LAKELAND,48280,140000.0,173476.90555095277,141045.25,0.0774026512013256,0.8267191383595692,0.15182270091135044,0.26886909693454847,0.2846934548467274,0.28823529411764703,0.006379453189726595,0
WEST SUSSEX,WORTHING,60154,143000.0,165828.9573926921,136950.0,0.03806895634538019,0.6695814077201848,0.3598929414502776,0.22380889051434652,0.18416065432057718,0.22931143398610235,0.002826079728696346,0
NORTH YORKSHIRE,SCARBOROUGH,53311,105000.0,122810.84761118719,96500.0,0.07718857271482434,0.8556958226257245,0.1999212170096228,0.2955300031888353,0.2110821406463957,0.2883269869257752,0.005139652229371049,0
HERTFORDSHIRE,NORTH HERTFORDSHIRE,55811,172500.0,211047.95601225566,149000.0,0.11908046800809877,0.7231549336152372,0.21463510777445308,0.25432262457221694,0.2195624518464102,0.3078783752306893,0.003601440576230492,0
NORTHUMBERLAND,WANSBECK,17689,62000.0,74357.91514500538,60000.0,0.11775679801006275,0.8001017581547855,0.0854768500197863,0.2474984453615241,0.2147662389055345,0.4522584657131551,0.0,1
WARWICKSHIRE,RUGBY,43698,128000.0,153701.5493844112,107500.0,0.13888507483180007,0.9122385463865623,0.07865348528536775,0.3192594626756373,0.3014783285276214,0.2967412696233237,0.0038674538880497963,1
CAMBRIDGESHIRE,CAMBRIDGE,42428,203000.0,261242.6590694824,197000.0,0.14584708211558406,0.6978410483642877,0.28165362496464597,0.23505703780522297,0.1128500047138682,0.3664089752050533,0.004030357311209579,0
