segment_id,n,median_price,mean_price,new_build_rate,freehold_rate
0,183946,210000.0,283550.7771954813,0.0,0.9997390538527612
2,166206,73000.0,74451.44503808526,0.0,0.9999699168501739
3,98820,113500.0,153977.7169398907,0.0,0.0
4,31821,147000.0,179006.36337638667,1.0,1.0
1,19207,151200.0,200488.42890612799,1.0,0.0
